N	4gram	Vygotskiy__2	Myshleni
1	заключается в том что	7	13
2	один и тот же	1	7
3	одно и то же	1	6
4	одного и того же	1	5
5	с этой точки зрения	1	4
6	так же как и	1	4
7	одной и той же	4	4
8	одни и те же	2	3
9	к тому или иному	1	2
10	в том что ребенок	1	2
11	все более и более	2	2
12	на каждом шагу в	1	2
13	и что в основе	1	1
14	на все эти вопросы	1	1
15	а с другой стороны	1	1
16	что в основе этого	1	1
17	на целый ряд отдельных	1	1
18	точно так же как	2	1
19	не что иное как	1	1
20	в то время как	2	1
21	одна и та же	1	1
22	и подобно тому как	1	1
23	в том случае если	4	1
24	которые не могут быть	1	1
25	бы то ни было	1	1
26	в том что он	3	1
27	в том виде как	2	1
28	не имеет никакого значения	1	1
29	заключается в том чтобы	1	1
30	в том смысле что	1	1
31	не имеют ничего общего	1	1
32	приходит к выводу что	1	1
33	то же что и	1	1
34	указанием на то что	1	1
35	все больше и больше	1	1
36	имеют ничего общего с	1	1
37	и во всех остальных	1	1
38	что с одной стороны	1	1
39	в том что в	2	1
