N	3gram	Vygotskiy__2	FransuaR
1	до сих пор	1	8
2	мы уже говорили	3	7
3	в том что	21	6
4	как и в	1	4
5	в другом месте	2	3
6	в том числе	3	3
7	таким образом и	1	3
8	в связи с	6	3
9	мы видели что	3	3
10	более или менее	2	2
11	с точки зрения	18	2
12	бы то ни	1	2
13	сочетает в себе	1	2
14	том числе и	3	2
15	что все это	1	2
16	в этом процессе	1	2
17	как мы видели	1	2
18	в данном случае	3	2
19	с одной стороны	7	2
20	дело в том	1	2
21	в некоторых отношениях	1	2
22	и т.п в	1	2
23	о том что	4	2
24	не только не	1	2
25	можно сказать что	1	2
26	с другой стороны	1	2
27	как мы уже	3	2
28	для того чтобы	10	2
29	не может быть	6	2
30	мы видим в	2	1
31	и вообще в	1	1
32	мы видим таким	1	1
33	и не могут	1	1
34	о котором говорит	1	1
35	по отношению к	5	1
36	того чтобы показать	1	1
37	на самом деле	2	1
38	в самом деле	4	1
39	подобно тому как	2	1
40	конечно не по	1	1
41	одной стороны и	2	1
42	и целый ряд	1	1
43	речи и к	1	1
44	точку зрения на	1	1
45	которые не только	1	1
46	в таких случаях	1	1
47	в отличие от	3	1
48	во всей его	1	1
49	и т.п но	1	1
50	на самом же	1	1
51	в этом отношении	3	1
52	и все свое	1	1
53	что даже в	1	1
54	вовсе не следует	1	1
55	в той или	1	1
56	и то что	1	1
57	и в частности	1	1
58	в сущности это	1	1
59	о том как	1	1
60	и тогда когда	1	1
61	там где он	1	1
62	при объяснении происхождения	1	1
63	не потому что	2	1
64	в которой не	1	1
65	если бы мы	2	1
66	то ни было	1	1
67	речи и мышления	3	1
68	состоит в том	3	1
69	в известном смысле	1	1
70	все без исключения	1	1
71	по сравнению с	5	1
72	что на протяжении	1	1
73	а с другой	4	1
74	не в том	1	1
75	из которых он	1	1
76	друг к другу	1	1
77	самом же деле	1	1
78	вместо того чтобы	1	1
79	даже в этом	1	1
80	в свое время	1	1
81	на вопрос о	2	1
82	не могут иметь	1	1
83	только то что	1	1
84	в частности в	1	1
85	к другу и	1	1
86	у него в	1	1
87	мы не можем	3	1
88	казалось бы что	2	1
89	той или другой	1	1
90	в сущности и	1	1
91	никогда не может	1	1
92	он был бы	1	1
93	мы не будем	1	1
94	на протяжении всего	2	1
95	с самого начала	1	1
96	и в самом	2	1
97	включает в себя	1	1
98	вопрос о том	2	1
99	и т.п то	1	1
100	заключается в том	7	1
101	речь идет о	2	1
102	видим таким образом	1	1
103	еще один пример	1	1
104	как бы ни	1	1
105	в этом смысле	2	1
106	после того как	1	1
107	можно было бы	5	1
108	в предисловии к	4	1
109	друг с другом	2	1
110	стремились показать что	1	1
111	к тому же	1	1
112	то же самое	2	1
113	мы стремились показать	1	1
114	той или иной	1	1
115	и только в	1	1
116	судить о том	1	1
