N	4gram	Propp_Isto_2	Morfolog
1	и т д но	2	4
2	в связи с этим	1	4
3	как мы увидим ниже	1	3
4	образом мы видим что	1	2
5	таким образом мы видим	1	2
6	в тех случаях когда	1	2
7	в том что он	1	1
8	и вне связи с	1	1
9	и т д здесь	1	1
10	в связи с изучением	1	1
11	дело не в количестве	1	1
12	не что иное как	2	1
13	и т д все	1	1
14	можно вообще заметить что	1	1
15	точно так же и	3	1
16	в тот момент когда	2	1
17	в иное царство и	2	1
18	для наших целей это	1	1
19	такой случай мы имеем	1	1
20	а на самом деле	1	1
21	вход в иное царство	2	1
22	в одном случае герой	1	1
23	то это значит что	1	1
24	т д все эти	1	1
25	во всех этих случаях	2	1
26	в запретном чулане видит	1	1
27	наших целей это несущественно	1	1
28	мы уже видели выше	1	1
29	с этим и с	1	1
30	есть на самом деле	1	1
31	то же происходит при	1	1
32	и т д то	1	1
33	есть не что иное	1	1
