N	2gram	Propp_Isto_2	DiskursI
1	в себе	4	19
2	при этом	4	17
3	в этом	11	16
4	как и	2	16
5	состоит в	2	16
6	и в	15	16
7	в качестве	3	16
8	может быть	17	16
9	и не	11	15
10	а не	5	14
11	отличие от	1	12
12	в отличие	1	12
13	в частности	1	12
14	тогда как	1	11
15	но в	6	11
16	представляет собой	5	11
17	но и	14	11
18	со стороны	1	10
19	не только	18	10
20	том что	7	10
21	своего рода	1	10
22	так и	5	9
23	не может	5	9
24	как в	5	8
25	в том	6	8
26	а также	2	8
27	но не	2	7
28	в нем	7	7
29	ни в	2	7
30	не менее	1	7
31	при всей	1	7
32	прежде всего	5	7
33	то же	10	6
34	еще не	9	6
35	с его	1	6
36	отнюдь не	1	6
37	все же	9	6
38	в своей	1	6
39	тем самым	2	6
40	и на	4	5
41	в то	1	5
42	с другой	2	5
43	что в	12	5
44	то что	12	5
45	а с	2	5
46	ни к	1	5
47	героя в	1	5
48	и то	2	4
49	по отношению	3	4
50	в этой	4	4
51	роль в	3	4
52	человека в	2	4
53	потому что	9	4
54	о том	3	4
55	в пределах	1	4
56	одного из	1	4
57	с одной	4	4
58	одно из	2	4
59	в одном	5	4
60	одной стороны	3	4
61	как бы	6	4
62	мира и	1	4
63	к этому	1	4
64	отношению к	3	4
65	можно назвать	1	4
66	например в	2	3
67	и ее	2	3
68	принадлежит к	2	3
69	не знают	2	3
70	к жизни	1	3
71	перед нами	2	3
72	и как	1	3
73	и наконец	5	3
74	все эти	4	3
75	всей своей	1	3
76	из этих	3	3
77	он не	8	3
78	и может	2	3
79	в другом	9	3
80	его в	10	3
81	это не	2	3
82	соответствии с	1	3
83	ведет к	1	3
84	в этих	11	3
85	в котором	5	3
86	не столько	2	3
87	не в	7	3
88	в русской	5	3
89	могут быть	2	3
90	приводит к	2	3
91	мире в	1	3
92	в его	6	3
93	восходит к	1	3
94	но она	1	3
95	только в	6	3
96	и его	3	3
97	уже не	1	3
98	из них	2	3
99	в них	1	3
100	в исторической	1	3
101	здесь в	2	3
102	не было	2	3
103	не знает	2	3
104	как будто	3	3
105	но это	4	3
106	можно признать	1	3
107	же как	5	2
108	и это	3	2
109	перед лицом	1	2
110	той же	2	2
111	говорить о	1	2
112	в ней	4	2
113	к своему	1	2
114	мы имеем	15	2
115	время в	1	2
116	всякий раз	1	2
117	к которой	1	2
118	тут же	2	2
119	из важнейших	1	2
120	лежит на	1	2
121	в целом	1	2
122	подобно тому	3	2
123	что ни	1	2
124	является не	2	2
125	и с	4	2
126	входит в	1	2
127	обоих случаях	1	2
128	но уже	1	2
129	такой же	2	2
130	все это	3	2
131	этом случае	5	2
132	их в	2	2
133	в обоих	1	2
134	никогда не	15	2
135	при котором	1	2
136	сводится к	1	2
137	что на	1	2
138	указать на	1	2
139	и смертью	1	2
140	жизнью и	1	2
141	с ее	2	2
142	ни одно	1	2
143	здесь не	2	2
144	говорит об	1	2
145	в себя	3	2
146	живет в	2	2
147	в результате	1	2
148	означает не	1	2
149	там же	1	2
150	что и	6	2
151	и одновременно	1	2
152	к их	1	2
153	этом в	1	2
154	не подлежит	1	2
155	именно в	2	2
156	далеко не	1	2
157	и прежде	1	2
158	а сам	1	2
159	может иметь	1	2
160	вместе с	7	2
161	или по	1	2
162	о чем	1	2
163	в той	1	2
164	тому как	3	2
165	что же	1	2
166	а потом	4	2
167	в наше	1	2
168	и для	2	2
169	а в	12	2
170	другой стороны	2	2
171	что он	24	2
172	и состоит	1	2
173	себя как	1	1
174	отметим что	1	1
175	очень близка	1	1
176	самом деле	2	1
177	это и	1	1
178	и есть	5	1
179	можно говорить	1	1
180	но если	3	1
181	и могут	1	1
182	встречается и	1	1
183	к чему	2	1
184	есть не	1	1
185	диаметрально противоположные	1	1
186	особенность этого	1	1
187	не умирает	1	1
188	мы не	3	1
189	вопрос о	4	1
190	этом не	1	1
191	в детских	1	1
192	в сущности	2	1
193	я не	2	1
194	они были	2	1
195	и со	1	1
196	это время	1	1
197	может так	1	1
198	он был	3	1
199	он сам	1	1
200	оно стоит	1	1
201	характер и	1	1
202	во всех	2	1
203	тем как	1	1
204	там и	1	1
205	чем это	1	1
206	самому герою	1	1
207	о смерти	1	1
208	не то	1	1
209	в сторону	1	1
210	ответ на	1	1
211	состоял в	1	1
212	не просто	2	1
213	друг от	1	1
214	связи и	1	1
215	в истории	1	1
216	в одной	4	1
217	вот как	1	1
218	некоторое время	2	1
219	однако не	1	1
220	просто как	1	1
221	себе не	1	1
222	в этот	1	1
223	со своей	1	1
224	в самом	1	1
225	еще на	1	1
226	в которой	2	1
227	ни один	2	1
228	было уже	1	1
229	будет сказано	1	1
230	так в	3	1
231	право на	3	1
232	знанием или	1	1
233	им в	1	1
234	говорят о	2	1
235	на стадии	3	1
236	но на	1	1
237	человек не	1	1
238	не имеют	1	1
239	три года	4	1
240	задний план	1	1
241	к миру	1	1
242	так сказать	2	1
243	и только	2	1
244	и именно	2	1
245	сказкой и	1	1
246	он должен	2	1
247	к одному	1	1
248	в силу	2	1
249	у тебя	2	1
250	одной и	1	1
251	же остается	1	1
252	человек с	1	1
253	с этой	1	1
254	таким образом	7	1
255	совпадают с	1	1
256	она оказывается	1	1
257	об этом	11	1
258	это весьма	1	1
259	и иных	1	1
260	и сердце	1	1
261	но их	1	1
262	не соответствует	2	1
263	в жизни	2	1
264	героя или	1	1
265	она и	2	1
266	этого не	5	1
267	и вне	1	1
268	несмотря на	1	1
269	восходят к	1	1
270	она была	1	1
271	позднего происхождения	1	1
