N	2gram	Propp_Isto_4	Komedia
1	и в	26	22
2	и не	9	21
3	т е	18	16
4	в дом	1	14
5	том что	3	13
6	таким образом	10	12
7	в том	3	12
8	так как	9	11
9	со стороны	1	11
10	в доме	4	10
11	ни в	2	10
12	потому что	6	10
13	до сих	5	9
14	вместе с	6	9
15	сих пор	5	9
16	в этом	7	8
17	его в	9	8
18	в своем	2	8
19	к ней	1	8
20	о том	4	8
21	если бы	2	8
22	в его	5	8
23	что и	9	8
24	что он	10	8
25	то же	8	7
26	при этом	3	7
27	не по	2	7
28	об этом	7	7
29	о чем	3	7
30	только что	3	7
31	а в	8	7
32	еще не	6	6
33	так что	2	6
34	в то	1	6
35	и его	10	6
36	к тому	1	6
37	ясно что	1	6
38	и что	5	6
39	может быть	14	6
40	как раз	1	6
41	во время	7	6
42	к этому	5	6
43	не хочет	2	5
44	отношение к	2	5
45	но в	5	5
46	не только	15	5
47	а по	4	5
48	он не	7	5
49	в своей	4	5
50	в которых	4	5
51	то это	5	5
52	не менее	2	5
53	связи с	3	5
54	к себе	3	5
55	из дома	1	5
56	хотя и	2	5
57	с ним	1	5
58	к нему	6	5
59	что в	14	5
60	из них	2	5
61	тем что	5	5
62	прежде всего	1	5
63	как это	3	5
64	все это	2	5
65	и т	27	4
66	на себя	4	4
67	в ней	1	4
68	он был	1	4
69	с другой	4	4
70	тут же	2	4
71	все же	9	4
72	когда он	6	4
73	то что	16	4
74	в себе	2	4
75	тому назад	1	4
76	лет тому	1	4
77	что она	3	4
78	но все	5	4
79	совпадают с	1	4
80	и с	5	4
81	должен был	3	4
82	с тем	2	4
83	точки зрения	1	4
84	не в	5	4
85	однако в	2	4
86	на него	3	4
87	у него	5	4
88	и здесь	5	4
89	друг друга	1	4
90	так и	10	4
91	здесь нет	1	4
92	между собой	1	4
93	с помощью	2	4
94	до нас	1	4
95	не дает	2	4
96	вовсе не	4	4
97	но и	12	4
98	ничем не	1	4
99	а не	6	4
100	в связи	2	4
101	бы в	1	4
102	тем более	1	4
103	хотя бы	2	4
104	речи о	1	4
105	так же	18	4
106	на них	1	3
107	с этим	2	3
108	и к	1	3
109	и этим	2	3
110	представляет собой	2	3
111	в этой	2	3
112	и тот	2	3
113	как он	6	3
114	на то	3	3
115	не могла	1	3
116	в нем	2	3
117	что ни	3	3
118	приводит к	1	3
119	дома и	1	3
120	было бы	2	3
121	по всему	1	3
122	в них	1	3
123	как и	7	3
124	но если	1	3
125	том как	2	3
126	отцом и	1	3
127	тем не	2	3
128	их в	7	3
129	отец и	2	3
130	к ним	2	3
131	не имеет	3	3
132	никогда не	2	3
133	ничего не	5	3
134	же самое	2	3
135	на это	2	3
136	возможно что	2	3
137	обращается к	1	3
138	в глаза	1	3
139	одного из	1	3
140	и мы	1	3
141	одной из	1	3
142	в начале	1	3
143	что не	1	3
