N	2gram	Potebnia_M_1	RusskieA
1	и в	39	29
2	том что	16	22
3	в том	26	22
4	что в	22	22
5	как бы	6	18
6	в других	2	15
7	и другие	1	14
8	так как	21	13
9	может быть	27	13
10	во время	1	12
11	там же	9	12
12	в этом	15	11
13	как и	9	11
14	не только	21	10
15	и с	3	10
16	все это	1	10
17	во многих	2	9
18	а на	1	9
19	о том	2	9
20	а в	5	9
21	с в	5	8
22	его в	1	8
23	показывает что	3	8
24	но и	20	8
25	как в	10	7
26	мы видели	4	7
27	или в	2	7
28	мы имеем	1	6
29	мы не	10	6
30	еще не	6	6
31	и на	1	6
32	при этом	6	6
33	таким образом	13	6
34	того чтобы	2	6
35	на нее	1	6
36	для нас	9	6
37	для того	3	6
38	с тем	5	6
39	вместе с	8	6
40	в данном	1	6
41	же в	2	6
42	и т	6	5
43	но не	8	5
44	следующим образом	1	5
45	но в	9	5
46	это не	7	5
47	т д	4	5
48	не может	22	5
49	потому что	52	5
50	для этого	2	5
51	и что	10	5
52	будто бы	1	5
53	или же	3	5
54	то что	10	5
55	к этому	1	5
56	же как	1	4
57	то же	6	4
58	вопрос о	4	4
59	на них	1	4
60	видели что	1	4
61	не все	2	4
62	что по	3	4
63	уже не	2	4
64	их в	1	4
65	том же	2	4
66	в них	3	4
67	далеко не	1	4
68	в которых	1	4
69	не в	15	4
70	тогда когда	9	4
71	у нас	2	4
72	эти представления	1	4
73	к нему	1	4
74	так что	16	4
75	то и	7	4
76	в виде	1	4
77	из них	1	4
78	именно в	1	4
79	а не	21	4
80	так же	5	4
81	предположить что	1	4
82	и все	3	4
83	в таком	5	4
84	или ее	1	3
85	и о	2	3
86	в ее	1	3
87	только тогда	5	3
88	можно предположить	1	3
89	что это	3	3
90	все эти	1	3
91	в этой	3	3
92	что она	1	3
93	подобно тому	3	3
94	и по	6	3
95	на этом	1	3
96	в народе	2	3
97	и других	4	3
98	с другими	1	3
99	должен был	1	3
100	не всегда	1	3
101	в эту	1	3
102	в этих	7	3
103	в котором	1	3
104	выше мы	1	3
105	но он	2	3
106	она не	3	3
107	в таких	2	3
108	не имеет	5	3
109	как мы	2	3
110	что от	1	3
111	нас к	1	3
112	должно было	1	3
113	во всех	5	3
114	того что	8	3
115	как например	2	3
116	между тем	5	3
117	связь с	2	3
118	или даже	3	3
119	за ним	2	3
120	друг друга	5	3
121	где есть	1	3
122	тем что	9	3
123	в природе	6	3
124	по всей	1	3
125	что для	3	3
126	тому как	4	3
127	и там	1	3
128	и от	3	3
129	не объясняет	1	3
130	было бы	12	3
131	но если	2	3
132	вряд ли	1	2
133	одним из	2	2
134	и то	3	2
135	тем и	1	2
136	на самом	1	2
137	переход от	1	2
138	в стороне	4	2
139	и всем	1	2
140	что иное	2	2
141	на себя	1	2
142	которое в	1	2
143	иное как	2	2
144	природы и	1	2
145	с одной	3	2
146	ее к	1	2
147	очевидно что	3	2
148	тогда как	2	2
149	с этим	7	2
150	все же	6	2
151	а и	1	2
152	и как	6	2
153	не было	4	2
154	этой цели	2	2
155	не можем	2	2
156	та же	1	2
157	в которой	2	2
158	из этих	4	2
159	если он	1	2
160	как оно	1	2
161	после этого	2	2
162	но вместе	2	2
163	между представлениями	1	2
164	в образе	1	2
165	связанные с	1	2
166	полагает что	1	2
167	что один	1	2
168	для них	2	2
169	из нее	1	2
170	должно быть	7	2
171	так в	1	2
172	в своей	3	2
173	нас не	1	2
174	в их	2	2
175	не столько	1	2
176	должны были	1	2
177	тем не	6	2
178	не менее	6	2
179	как можно	1	2
180	что с	1	2
181	в то	4	2
182	принадлежат к	1	2
183	того как	6	2
184	никогда не	4	2
185	к ней	2	2
186	на природу	1	2
187	во всем	4	2
188	связи с	3	2
189	что на	6	2
190	все то	2	2
191	начиная с	1	2
192	когда мы	2	2
193	о происхождении	8	2
194	что при	5	2
195	должен быть	1	2
196	в виду	2	2
197	и многие	1	2
198	на другой	1	2
199	то время	1	2
200	мнение что	1	2
201	таком виде	2	2
202	можно было	1	2
203	не с	1	2
204	оно как	1	2
205	еще в	1	2
206	образом в	1	2
207	из основных	2	2
208	с другим	3	2
209	влияние на	2	2
210	после того	1	2
211	с другой	7	2
212	все в	2	2
213	связь между	2	2
214	что и	6	2
215	в г	2	2
216	он есть	2	2
217	один из	1	2
218	этот вопрос	2	2
219	в разные	2	2
220	и ее	1	2
221	по этому	2	2
222	есть в	2	2
223	одно из	3	2
224	заметить что	2	2
225	ее на	1	2
226	чем в	2	2
227	прежде всего	4	2
228	одной стороны	3	2
229	там где	4	2
230	но можно	1	2
231	совершенно не	1	2
232	можно будет	1	2
233	время а	1	2
234	многих случаях	1	2
235	в течение	2	2
236	могут быть	9	2
237	быть только	5	2
238	как средство	1	2
239	с этой	2	2
240	видно что	2	2
241	говорить что	1	2
242	и для	5	2
243	решить вопрос	1	2
244	ее и	1	2
245	и при	3	2
246	не что	2	2
247	из этого	2	2
248	в своих	4	2
249	а между	3	1
