N	3gram	Tiupa_Lite_3	Hudozhes
1	о том что	4	9
2	и т п	1	8
3	то же время	7	8
4	по отношению к	4	8
5	в то же	7	8
6	в том что	4	6
7	в самом деле	2	4
8	в этой связи	1	4
9	к тому что	1	4
10	с точки зрения	3	3
11	в этом отношении	5	3
12	в связи с	1	3
13	и в самом	2	3
14	тем не менее	1	3
15	автора героя и	1	2
16	к себе самому	2	2
17	о том как	1	2
18	только в том	1	2
19	в первую очередь	1	2
20	ту или иную	1	2
21	в первой половине	2	2
22	как раз в	1	2
23	не только в	2	2
24	если говорить о	1	2
25	в действительности же	1	2
26	в значительной степени	1	2
27	так или иначе	2	2
28	в этих словах	1	2
29	не может быть	3	2
30	в конечном счете	1	2
31	на то что	2	2
32	во второй половине	1	2
33	на наш взгляд	1	2
34	я и ты	3	2
35	себя в другом	2	1
36	жизни в целом	1	1
37	одних и тех	1	1
38	сам он в	1	1
39	место в ряду	1	1
40	человеку и к	1	1
41	в чистом виде	1	1
42	то что я	2	1
43	и там где	1	1
44	так и остается	1	1
45	состоит в том	2	1
46	что он один	1	1
47	в глазах других	1	1
48	факторов художественного впечатления	1	1
49	нет дела до	1	1
50	к жизни в	2	1
51	на самом деле	1	1
52	по аналогии со	1	1
53	нельзя не согласиться	1	1
54	но при этом	1	1
55	что принято называть	1	1
56	не впадая в	1	1
57	раз в том	1	1
58	дело разумеется не	2	1
59	то же самое	2	1
60	одной стороны и	2	1
61	потому что не	2	1
62	может быть только	1	1
63	именно в этом	1	1
64	а также в	1	1
65	более или менее	1	1
66	героя при этом	1	1
67	в себе и	1	1
68	в отличие от	5	1
69	художественного впечатления бахтин	1	1
70	при этом не	1	1
71	в другом и	1	1
72	полном соответствии с	2	1
73	с этой точки	1	1
74	и тех же	1	1
75	положение при котором	1	1
76	о которой уже	1	1
77	здесь всего лишь	1	1
78	но еще и	1	1
79	тогда как в	3	1
80	содержит в себе	1	1
81	в ней есть	1	1
82	первую очередь на	1	1
83	не только для	1	1
84	художественного мышления и	1	1
85	уже не может	1	1
86	вненаходимости по отношению	1	1
87	как бы в	1	1
88	разумеется не в	2	1
89	на вопрос что	1	1
90	того что у	1	1
91	в данном случае	4	1
92	входит в жизнь	1	1
93	далеко не случайным	1	1
94	как будто бы	1	1
95	внешних и внутренних	1	1
96	состоит как раз	1	1
97	к такого рода	1	1
98	сознания так и	1	1
99	в полном соответствии	2	1
100	в свою очередь	1	1
101	трудно не согласиться	1	1
102	ничего общего с	1	1
103	с того что	1	1
104	этой точки зрения	1	1
105	но и для	1	1
106	никогда не бывает	1	1
107	не только не	1	1
108	в творческом наследии	1	1
109	уединенного сознания не	1	1
110	друг от друга	1	1
111	автора и героя	1	1
112	с одной стороны	4	1
113	человека в мире	1	1
114	между я и	1	1
115	в самых неблагоприятных	1	1
116	на первый взгляд	1	1
