N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	52
2	и в	28	39
3	в языке	1	33
4	может быть	25	27
5	в том	9	26
6	только в	11	25
7	не может	15	22
8	что в	12	22
9	не только	12	21
10	так как	6	21
11	а не	15	21
12	в нем	2	20
13	но и	10	20
14	и не	9	18
15	том что	7	16
16	так что	4	16
17	в этом	8	15
18	не в	9	15
19	если бы	8	14
20	по отношению	3	13
21	в себе	2	13
22	таким образом	8	13
23	так и	9	13
24	отношению к	3	13
25	было бы	7	12
26	есть только	3	11
27	точно так	3	11
28	мы не	10	10
29	как в	2	10
30	по себе	3	10
31	и что	10	10
32	то что	9	10
33	что не	2	10
34	не есть	2	10
35	но в	8	9
36	как и	4	9
37	тогда когда	2	9
38	могут быть	4	9
39	для нас	13	9
40	там же	2	9
41	тем что	3	9
42	но не	5	8
43	в одном	5	8
44	того что	4	8
45	со стороны	2	8
46	вместе с	6	8
47	по его	2	7
48	в ней	7	7
49	в истории	1	7
50	с этим	4	7
51	это не	7	7
52	в этих	7	7
53	должны быть	4	7
54	то и	2	7
55	с другой	6	7
56	должно быть	2	7
57	и т	25	6
58	то же	12	6
59	независимо от	1	6
60	все же	10	6
61	и как	2	6
62	бы не	1	6
63	при этом	3	6
64	и по	3	6
65	от нее	1	6
66	между собою	1	6
67	и наоборот	1	6
68	не менее	6	6
69	того как	3	6
70	тем не	6	6
71	в каком	1	6
72	что и	6	6
73	еще не	7	6
74	по мере	2	6
75	как бы	2	6
76	в первом	1	5
77	то это	3	5
78	во всех	2	5
79	только тогда	1	5
80	не видно	1	5
81	то в	1	5
82	с тем	4	5
83	несмотря на	1	5
84	и его	3	5
85	между тем	2	5
86	в его	5	5
87	для всех	2	5
88	вовсе не	2	5
89	друг друга	1	5
90	зависит от	2	5
91	так же	7	5
92	и потому	2	5
93	быть только	1	5
94	но это	4	5
95	и для	4	5
96	а в	7	5
97	другой стороны	5	5
98	его мнению	1	4
99	вопрос о	5	4
100	есть нечто	1	4
101	а только	2	4
102	увидим что	5	4
103	из этих	1	4
104	т д	22	4
105	этом смысле	1	4
106	мы видели	2	4
107	т п	1	4
108	однако в	2	4
109	бы быть	3	4
110	в то	3	4
111	не по	2	4
112	а так	1	4
113	никогда не	14	4
114	можно бы	1	4
115	и притом	1	4
116	во всем	3	4
117	не могут	2	4
118	к тому	6	4
119	должно бы	1	4
120	бы в	2	4
121	в стороне	3	4
122	для него	2	4
123	само по	2	4
124	в более	1	4
125	не было	1	4
126	и даже	4	4
127	в действительности	2	4
128	прежде всего	10	4
129	там где	4	4
130	что мы	7	4
131	тому как	1	4
132	быть не	1	4
133	при таком	1	4
134	не более	2	4
135	мы видим	11	4
136	но тем	1	3
137	противном случае	1	3
138	должна быть	5	3
139	что если	2	3
140	и то	1	3
141	столь же	2	3
142	более как	1	3
143	относится к	2	3
144	что как	1	3
145	в своем	5	3
146	помнить что	1	3
147	в противном	1	3
148	хотя и	1	3
149	что это	8	3
150	он не	2	3
151	подобно тому	1	3
152	так например	6	3
153	не из	1	3
154	то ни	2	3
155	и с	4	3
156	что например	3	3
157	и тем	2	3
158	в жизни	1	3
159	в них	1	3
160	показывает что	3	3
161	в этой	6	3
162	не мог	1	3
163	не так	2	3
164	в своей	1	3
165	друг другу	1	3
166	тому что	1	3
167	она не	1	3
168	для того	1	3
169	и другое	2	3
170	самого начала	2	3
171	только из	2	3
172	на него	4	3
173	или же	1	3
174	мере того	2	3
175	оно не	1	3
176	и это	1	3
177	с самого	2	3
178	том как	2	3
179	с ним	2	3
180	в другой	1	3
181	мы увидим	10	3
182	но как	1	3
183	с одной	4	3
184	если мы	3	3
185	только на	1	3
186	или даже	3	3
187	одно из	1	3
188	и их	3	3
189	никто не	2	3
190	были бы	2	3
191	нужно было	1	3
192	что для	1	3
193	быть названо	1	3
194	связи с	4	3
195	все более	1	3
196	но оно	4	3
197	в самой	1	3
198	одной стороны	4	3
199	только для	2	3
200	к которому	5	3
201	и от	2	3
202	она может	1	3
203	об отношении	1	3
204	то не	1	3
205	и все	1	3
206	к этой	1	3
207	мы должны	13	3
208	хотя в	1	3
209	сказать что	5	3
210	во всяком	1	3
211	одним из	2	2
212	словом и	1	2
213	чтобы не	3	2
214	и есть	1	2
215	тем же	1	2
216	а как	1	2
217	есть не	1	2
218	и народов	1	2
219	в некотором	2	2
220	бы то	2	2
221	то мы	4	2
222	одним словом	4	2
223	то он	2	2
224	мы будем	5	2
225	значение и	2	2
226	не все	4	2
227	для всякого	1	2
228	что во	1	2
229	что именно	1	2
230	выйти из	1	2
231	в полном	1	2
232	могли бы	3	2
233	вопросом о	1	2
234	в которой	1	2
235	в целом	2	2
236	образом и	1	2
237	во многих	2	2
238	на то	4	2
239	и если	2	2
240	после этого	1	2
241	так сказать	1	2
242	мы можем	1	2
243	ключ к	3	2
244	он должен	2	2
245	и более	1	2
246	что одно	1	2
247	но дело	1	2
248	говорит следующее	1	2
249	но все	4	2
250	значительной степени	1	2
251	могла бы	1	2
252	мы постараемся	2	2
253	но уже	2	2
254	чем в	1	2
255	в один	1	2
256	только тем	1	2
257	но если	2	2
258	таким же	1	2
259	в их	3	2
260	природы но	1	2
261	слова в	1	2
262	но он	1	2
263	доказывает что	1	2
264	не могли	1	2
265	это будет	1	2
266	эта мысль	3	2
267	эти формы	3	2
268	то чего	1	2
269	дело в	3	2
270	на себе	1	2
271	что иное	1	2
272	того чтобы	1	2
273	нам и	1	2
274	вытекает из	1	2
275	к ней	1	2
276	ее с	1	2
277	заметить что	1	2
278	одного лица	1	2
279	что речь	1	2
280	как будто	4	2
281	когда мы	2	2
282	и зависит	1	2
283	как мы	3	2
284	каждому из	1	2
285	мысль о	2	2
286	только то	1	2
287	времени и	1	2
288	мы в	2	2
289	для этого	3	2
290	стремление к	1	2
291	в виду	1	2
292	них не	1	2
293	иное как	1	2
294	и должно	3	2
295	о том	9	2
296	при котором	1	2
297	никак не	1	2
298	на следующее	1	2
299	все в	1	2
300	связь между	3	2
301	и только	2	2
302	говоря что	1	2
303	известно что	1	2
304	этот вопрос	7	2
305	жизни народа	1	2
306	по этому	2	2
307	и чуждое	1	2
308	в таких	2	2
309	уже не	3	2
310	не можем	3	2
311	он вытекает	1	2
312	в начале	3	2
313	предположение что	2	2
314	при помощи	2	2
315	за ним	1	2
316	заключить что	2	2
317	иначе как	1	2
318	к ним	4	2
319	и вопрос	1	2
320	явлений в	2	2
321	известных нам	1	2
322	точке зрения	1	2
323	только по	1	2
324	на основании	1	2
325	у нас	1	2
326	на этот	2	2
327	связь с	4	2
328	нет ничего	1	2
329	за тем	1	2
330	например если	1	2
331	что же	3	2
332	при начале	1	2
333	видно что	6	2
334	стороны и	1	2
335	нисколько не	2	2
336	к другим	1	2
337	но с	1	2
338	не найдет	1	2
339	не существует	2	2
340	или в	5	2
341	указывают на	1	2
342	хотя бы	4	2
343	ни было	2	2
344	что оно	1	2
345	была бы	2	2
346	не что	1	2
347	из этого	2	2
348	этой цели	1	2
349	не зависит	1	1
350	отношения к	2	1
351	не должны	1	1
352	например в	5	1
353	же как	2	1
354	начинается с	3	1
355	должен быть	3	1
356	он может	1	1
357	жизни мы	1	1
358	из его	1	1
359	что эти	1	1
360	в действие	1	1
361	едва ли	1	1
362	в зависимости	2	1
363	и этот	1	1
364	уже по	1	1
365	его не	1	1
366	мы имеем	13	1
367	вместе в	1	1
368	имеет свою	1	1
369	ее частей	1	1
370	по частям	1	1
371	переходит к	1	1
372	не вполне	2	1
373	на себя	1	1
374	ему в	3	1
375	явление не	1	1
376	зависимости от	2	1
377	все виды	1	1
378	историческое исследование	1	1
379	почва для	1	1
380	стороны его	2	1
381	различны и	1	1
382	необходимости а	1	1
383	и на	4	1
384	на них	2	1
385	не найдем	1	1
386	и многие	1	1
387	материала это	1	1
388	и связь	1	1
389	бы мы	2	1
390	природы и	1	1
391	как если	1	1
392	на самом	1	1
393	легко может	2	1
394	не то	4	1
395	друг на	1	1
396	было невозможно	1	1
397	уже как	1	1
398	на чужих	1	1
399	друга и	1	1
400	это или	1	1
401	между словом	1	1
402	что они	5	1
403	связи и	2	1
404	может считаться	1	1
405	связи а	1	1
406	одном из	1	1
407	дает нам	1	1
408	некоторое время	2	1
409	перед нами	3	1
410	когда он	6	1
411	в круг	2	1
412	что этим	1	1
413	более или	5	1
414	в противоположность	1	1
415	от этого	2	1
416	и хотя	1	1
417	подлежащие ее	1	1
418	еще на	1	1
419	та же	1	1
420	которую они	1	1
421	а во-вторых	1	1
422	бы с	1	1
423	он в	2	1
424	все эти	4	1
425	в нашем	1	1
426	так в	4	1
427	тоже не	2	1
428	его может	1	1
429	приводит к	2	1
430	но его	1	1
431	и кто	1	1
432	не годится	1	1
433	как он	2	1
434	его но	2	1
435	вследствие этого	2	1
436	как оно	2	1
437	связанные с	2	1
438	действует в	1	1
439	от которого	1	1
440	а какой-то	1	1
441	поэтому его	1	1
442	не как	3	1
443	с представлением	1	1
444	его от	1	1
445	на этом	3	1
446	что нельзя	2	1
447	что она	5	1
448	же не	3	1
449	представлений но	1	1
450	из самой	1	1
451	развития на	1	1
452	его в	6	1
453	того или	1	1
454	всех народов	1	1
455	и мы	2	1
456	совершенно ясно	1	1
457	должен был	3	1
458	в греческом	1	1
459	еще одно	1	1
460	есть средство	1	1
461	который сам	1	1
462	этого слова	1	1
463	на друга	1	1
