N	3gram	Bakhtin_Fr_7	Komedia
1	к тому же	1	10
2	в том что	3	5
3	за то что	3	4
4	о том что	1	4
5	по отношению к	2	3
6	в том числе	4	3
7	в связи с	1	3
8	то же время	9	3
9	в то же	9	3
10	в этом смысле	1	2
11	в той же	1	2
12	в это время	1	2
13	во всяком случае	1	2
14	что у него	2	2
15	после того как	4	2
16	можно было бы	2	2
17	сильных мира сего	1	1
18	мы найдем в	2	1
19	тот же что	1	1
20	не в состоянии	1	1
21	как и во	1	1
22	в том же	1	1
23	свою роль в	1	1
24	с точки зрения	3	1
25	на первый план	1	1
26	имеет в виду	1	1
27	из них в	1	1
28	с самого начала	1	1
29	еще тем что	1	1
30	о том чтобы	1	1
31	но и в	1	1
32	дошедших до нас	1	1
33	мы находим в	1	1
34	то что в	2	1
35	в законном браке	1	1
36	что в нем	1	1
37	том числе и	2	1
38	загробное царство и	1	1
39	же что и	2	1
40	путешествие в загробное	1	1
41	и во всяком	1	1
42	его современников и	1	1
43	в этих словах	1	1
44	в первом случае	1	1
45	человеку и его	1	1
46	какое влияние оказали	1	1
47	в чем же	1	1
48	к самому существу	1	1
49	только после того	1	1
50	в достаточной степени	1	1
51	дошедшие до нас	1	1
52	таким образом и	2	1
53	и в том	1	1
54	в системе образов	1	1
55	никто не может	2	1
56	в загробное царство	2	1
57	в v веке	1	1
58	более или менее	2	1
59	у него в	1	1
60	у кого не	1	1
61	то обстоятельство что	1	1
62	в тех же	1	1
63	так и в	3	1
64	в свою очередь	3	1
65	и в самом	1	1
66	не имеет значения	1	1
67	не только в	1	1
68	ближе всего к	1	1
69	во второй половине	1	1
70	друг от друга	1	1
71	тем более что	1	1
72	что в каждом	1	1
73	в этой же	1	1
74	в большинстве случаев	2	1
75	что его образ	1	1
76	самом деле здесь	1	1
77	как мы видели	4	1
78	с мольбой о	1	1
