N	2gram	Bakhtin_Fr_3	Stilisti
1	и в	40	42
2	не только	13	27
3	как бы	3	27
4	и т.п	10	24
5	прежде всего	16	22
6	хотя бы	2	17
7	то же	7	15
8	но и	11	15
9	и не	13	14
10	не может	3	12
11	может быть	9	12
12	мы уже	13	11
13	как и	11	11
14	точки зрения	2	11
15	отнюдь не	1	10
16	в этом	15	10
17	и как	3	10
18	как мы	10	10
19	мы не	2	9
20	при этом	3	9
21	в то	6	9
22	для того	3	9
23	то что	5	9
24	в ней	4	8
25	все же	2	8
26	в себе	3	8
27	таким образом	10	8
28	тем самым	1	8
29	и это	2	8
30	с тем	1	8
31	и на	8	7
32	в которой	2	7
33	было бы	4	7
34	и тем	1	7
35	так как	4	7
36	никогда не	1	7
37	же время	6	7
38	потому что	2	7
39	того чтобы	4	7
40	ничего не	1	7
41	с его	3	7
42	слов и	1	7
43	только в	3	7
44	и его	17	7
45	а не	5	7
46	и от	3	7
47	во всех	6	6
48	в этой	3	6
49	жестов и	1	6
50	но ведь	3	6
51	на его	2	6
52	в нем	5	6
53	не в	1	6
54	в области	4	6
55	так и	3	6
56	другими словами	3	6
57	язык и	2	6
58	в форме	2	6
59	язык в	1	6
60	и так	2	6
61	в конце	3	6
62	или иной	2	6
63	речи и	1	6
64	в свою	1	6
65	той же	8	5
66	уже в	2	5
67	в нашем	4	5
68	в той	6	5
69	и наконец	3	5
70	одно и	1	5
71	и с	8	5
72	мы видели	3	5
73	с точки	1	5
74	и той	2	5
75	тому что	1	5
76	а в	3	5
77	те же	5	5
78	в его	13	5
79	так далее	1	5
80	и следовательно	3	5
81	и их	1	5
82	слова в	2	5
83	точек зрения	1	5
84	в живом	1	5
85	с помощью	2	5
86	вместе с	3	5
87	как это	1	5
88	слова и	2	5
89	своей жизни	2	5
90	у которого	1	5
91	самом деле	3	4
92	тем же	2	4
93	и к	3	4
94	но в	8	4
95	в самом	6	4
96	что это	1	4
97	так сказать	5	4
98	всех своих	1	4
99	можно было	3	4
100	его в	1	4
101	самого начала	1	4
102	у нас	4	4
103	но все	3	4
104	всего в	1	4
105	той или	2	4
106	свою очередь	1	4
107	языка и	1	4
108	с самого	1	4
109	было в	1	4
110	если бы	3	4
111	о том	4	4
112	влияние на	2	4
113	можно сказать	2	4
114	все время	1	4
115	того что	1	4
116	один из	4	4
117	мы видим	5	4
118	мы увидим	2	4
119	в качестве	1	4
120	были бы	1	4
121	связаны с	5	4
122	то есть	18	4
123	к своему	1	4
124	не что	1	4
125	все это	4	4
126	так же	1	4
127	долгое время	1	3
128	вряд ли	1	3
129	отношения к	1	3
130	на самом	3	3
131	общества и	2	3
132	еще не	3	3
133	видели что	1	3
134	то он	1	3
135	нет и	1	3
136	перед нами	1	3
137	выражение в	2	3
138	если он	1	3
139	не к	2	3
140	и вот	2	3
141	их в	3	3
142	здесь мы	2	3
143	об этом	3	3
144	связанных с	1	3
145	лишь в	2	3
146	это не	2	3
147	в социальной	1	3
148	том что	4	3
149	что было	2	3
150	слово и	1	3
151	в разных	2	3
152	связь и	2	3
153	связи с	6	3
154	до того	2	3
155	чрезвычайно важно	1	3
156	да и	1	3
157	что оно	1	3
158	в виду	7	3
159	в ее	3	3
160	роль в	4	3
161	мы в	1	3
162	и здесь	4	3
163	связь между	3	3
164	нуждается в	3	3
165	жизни и	4	3
166	теперь в	1	3
167	конечно не	2	3
168	только на	4	3
169	из них	4	3
170	не так	3	3
171	в котором	2	3
172	в одном	7	3
173	но что	1	3
174	что и	3	3
175	и даже	4	3
176	и уже	1	3
177	в тех	1	3
178	этого слова	2	3
179	этом случае	1	3
180	в целом	2	3
181	как предмет	1	3
182	в начале	3	3
183	и слово	1	3
184	но для	1	3
185	тех или	1	3
186	и для	5	3
187	и все	9	3
188	главным образом	1	3
189	между ними	3	3
190	не знает	1	3
191	сказать что	3	3
192	также и	4	2
193	нас не	1	2
194	и этот	2	2
195	мы имеем	1	2
196	на эти	1	2
197	но даже	1	2
198	и он	1	2
199	быть понято	1	2
200	между собой	1	2
201	иное как	1	2
202	и всего	1	2
203	но не	2	2
204	понято и	1	2
205	иметь дело	1	2
206	отношение к	8	2
207	себе и	1	2
208	оно является	1	2
209	как в	3	2
210	выражение лица	1	2
211	бы и	1	2
212	представляет собой	1	2
213	т.п но	1	2
214	все эти	8	2
215	речи но	1	2
216	друг другу	1	2
217	к миру	1	2
218	понимания и	1	2
219	и сам	2	2
220	одной и	2	2
221	т.е от	1	2
222	существенным моментом	1	2
223	значительной степени	2	2
224	связанные с	3	2
225	есть не	1	2
226	бы нам	1	2
227	с этим	2	2
228	нашего исследования	1	2
229	не всегда	1	2
230	в этих	6	2
231	и при	1	2
232	в своей	6	2
233	в отношении	1	2
234	мы говорили	1	2
235	но эта	1	2
236	в мире	4	2
237	которые в	1	2
238	его речь	1	2
239	имели в	1	2
240	слова мы	1	2
241	для каждого	1	2
242	ее с	1	2
243	в основе	5	2
244	которого и	1	2
245	о них	1	2
246	что иное	1	2
247	каждый из	1	2
248	был и	1	2
249	эти три	1	2
250	этом отношении	2	2
251	точном смысле	1	2
252	или иных	1	2
253	за ними	1	2
254	и несколько	1	2
255	все то	2	2
256	здесь не	3	2
257	такие как	1	2
258	в пределах	1	2
259	в дальнейшем	2	2
260	понимание и	1	2
261	времени и	2	2
262	не с	1	2
263	а этот	1	2
264	вошел в	1	2
265	и вообще	1	2
266	с ним	1	2
267	по своей	1	2
268	в значительной	3	2
269	к нему	2	2
270	в языке	2	2
271	на отдельные	1	2
272	в него	1	2
273	видим что	1	2
