N	3gram	Losev_Vlad_3	KulturaY
1	в том что	10	10
2	можно было бы	1	9
3	с точки зрения	6	8
4	для того чтобы	1	8
5	в самом деле	1	7
6	с другой стороны	2	7
7	в этом смысле	3	5
8	во всяком случае	3	5
9	само по себе	3	5
10	тем не менее	9	5
11	и тем не	1	4
12	в этой области	1	4
13	не только в	1	4
14	не может быть	6	4
15	в этом отношении	2	3
16	точно так же	4	3
17	в конце концов	5	3
18	в связи с	2	3
19	то же время	2	3
20	в то же	3	3
21	потому что он	1	2
22	а следовательно и	1	2
23	не говоря уже	1	2
24	но даже и	2	2
25	в этом случае	1	2
26	только в том	3	2
27	том случае если	2	2
28	хотя бы и	3	2
29	в данном отношении	1	2
30	с этой точки	1	2
31	и вовсе не	1	2
32	вместе с тем	6	2
33	в том случае	3	2
34	так же как	2	2
35	и потому что	2	2
36	в отличие от	3	2
37	и в том	2	2
38	есть вместе с	1	2
39	этой точки зрения	1	2
40	мы знаем что	1	2
41	на то что	2	2
42	так или иначе	2	2
43	по существу же	2	1
44	том что в	3	1
45	в том смысле	1	1
46	да и то	1	1
47	все дело в	1	1
48	иметь в виду	2	1
49	дело в том	5	1
50	в этом последнем	1	1
51	в настоящее время	3	1
52	в том и	1	1
53	что очень часто	1	1
54	может и не	1	1
55	должен был бы	1	1
56	и если мы	1	1
57	мы видели выше	2	1
58	и не только	1	1
59	до сих пор	1	1
60	сам по себе	2	1
61	в иных случаях	1	1
62	также и то	3	1
63	бы то ни	3	1
64	не имеет никакого	1	1
65	сказать что для	1	1
66	в первую очередь	1	1
67	но можно ли	1	1
68	а так как	1	1
69	ясно что в	1	1
70	то он уже	1	1
71	представить себе что	1	1
72	только то что	1	1
73	но и здесь	1	1
74	или иначе но	1	1
75	какой бы то	1	1
76	это вовсе не	1	1
77	отличается тем что	1	1
78	том смысле как	1	1
79	но все дело	1	1
80	с тех пор	1	1
81	зависит не только	1	1
82	и не в	1	1
83	и то что	4	1
84	может быть и	1	1
85	что здесь не	1	1
86	то время как	2	1
87	и то не	1	1
88	в данном случае	2	1
89	то ни было	1	1
90	в самом процессе	1	1
91	с одной стороны	3	1
92	в году в	3	1
93	а также и	6	1
94	все они имеют	1	1
95	в известном смысле	1	1
96	том что и	1	1
97	всю свою жизнь	1	1
98	в последнее время	1	1
99	а в иных	1	1
100	в противном случае	1	1
101	не стоило бы	1	1
102	он уже не	1	1
103	у нас нет	1	1
104	в виду что	1	1
105	только потому и	1	1
106	что подобного рода	1	1
107	те или иные	2	1
108	в каком смысле	1	1
109	все подобного рода	1	1
110	то во всяком	1	1
111	от того кто	1	1
112	ни в каком	2	1
113	на русский язык	1	1
114	но оно не	1	1
115	хотя бы на	1	1
116	заключается в том	1	1
117	в то время	4	1
118	лишь в том	1	1
119	статья не только	1	1
120	о том что	8	1
121	ничего общего с	2	1
122	а не просто	1	1
123	с самого начала	1	1
124	того чтобы не	1	1
125	что иное как	1	1
126	несмотря на все	1	1
127	не выходит за	1	1
128	но что же	1	1
129	от того чтобы	1	1
130	как впрочем и	1	1
131	в вопросе о	2	1
132	к тому что	2	1
133	в каком отношении	1	1
134	не что иное	1	1
135	сама по себе	1	1
136	на то как	1	1
137	в буквальном смысле	1	1
138	не только от	1	1
139	ничего принципиально нового	1	1
140	потому что они	1	1
141	и в сфере	1	1
142	к тому же	5	1
143	эта не только	1	1
144	как мы знаем	2	1
145	как мы видели	3	1
146	также и в	2	1
