N	3gram	Voloshinov_1	FransuaR
1	то же время	7	6
2	в то же	9	6
3	как мы уже	2	5
4	до сих пор	1	4
5	в той же	3	4
6	но в то	2	4
7	в связи с	2	4
8	на самом деле	3	3
9	для того чтобы	7	3
10	но и в	3	2
11	в этом отношении	2	2
12	можно было бы	1	2
13	в значительной степени	2	2
14	мы увидим дальше	1	2
15	одной и той	2	2
16	и не было	1	2
17	по сравнению с	1	2
18	и той же	2	2
19	не может быть	2	2
20	все то что	2	2
21	до наших дней	1	2
22	о том что	2	2
23	той или иной	3	2
24	и в романе	1	2
25	можно сказать что	2	2
26	как и в	1	2
27	как мы видели	3	2
28	смысле этого слова	2	1
29	в другом месте	1	1
30	что иное как	2	1
31	и наконец с	1	1
32	нет и не	1	1
33	прежде всего на	1	1
34	быть понято и	2	1
35	прежде всего в	3	1
36	были обычны в	1	1
37	так как в	1	1
38	слов и выражений	1	1
39	и в особенности	1	1
40	но даже и	1	1
41	в этом случае	3	1
42	как раз и	1	1
43	вполне понятно что	1	1
44	с точки зрения	5	1
45	и не может	1	1
46	которая могла бы	1	1
47	мы в нем	1	1
48	хотя бы и	1	1
49	нетрудно заметить что	1	1
50	не вошел в	1	1
51	придется иметь дело	1	1
52	в собственном смысле	1	1
53	нам придется иметь	1	1
54	на протяжении почти	1	1
55	и в области	2	1
56	может быть понято	2	1
57	имели в виду	2	1
58	не что иное	2	1
59	это чрезвычайно важно	1	1
60	в нашем смысле	1	1
61	и тем же	1	1
62	дело не с	1	1
63	и в этом	1	1
64	с помощью которого	1	1
65	человека все эти	1	1
66	все что было	1	1
67	виду прежде всего	1	1
68	и так далее	4	1
69	как мы увидим	2	1
70	в точном смысле	2	1
71	и т.п но	2	1
72	с другой стороны	1	1
73	само по себе	1	1
74	и здесь остается	1	1
75	мы видели что	2	1
76	роль и в	1	1
77	в виду прежде	1	1
78	есть не что	2	1
79	между этими двумя	1	1
80	членов общества так	1	1
81	могла бы нам	1	1
82	даже и в	1	1
83	в свою очередь	4	1
84	связи с этим	2	1
85	с самого начала	4	1
86	чрезвычайно важно для	1	1
87	и т.п это	1	1
88	мы имеем в	1	1
89	как мы видим	1	1
90	но все эти	1	1
91	это как бы	1	1
92	только на его	1	1
93	мы видим что	2	1
94	тех или иных	3	1
95	но все же	2	1
96	в том что	1	1
97	в последнем счете	1	1
98	не так как	2	1
