N	3gram	Losev_Vesc_1	Problema
1	о том что	4	9
2	с точки зрения	3	8
3	в том что	4	8
4	в конце концов	2	6
5	тем не менее	3	5
6	с другой стороны	2	5
7	по крайней мере	4	4
8	что иное как	7	3
9	и то что	3	3
10	может быть только	3	3
11	вместе с тем	1	3
12	и в частности	1	3
13	то время как	1	3
14	с одной стороны	3	3
15	как будто бы	1	3
16	все же не	1	3
17	в то время	1	3
18	можно сказать что	3	3
19	в новое время	1	3
20	не что иное	7	3
21	только тогда когда	2	3
22	но ясно что	1	2
23	дело в том	2	2
24	равно как и	2	2
25	но даже и	2	2
26	до сих пор	1	2
27	также и то	1	2
28	бы то ни	4	2
29	и не в	1	2
30	то и другое	4	2
31	еще до всякого	1	2
32	в данном случае	2	2
33	не может быть	6	2
34	потому что они	3	2
35	во всяком случае	2	2
36	на то что	2	2
37	тех или иных	1	2
38	для того чтобы	2	2
39	все еще не	1	1
40	крайней мере в	1	1
41	что в результате	2	1
42	то что я	2	1
43	по существу и	1	1
44	в самом деле	4	1
45	не больше как	1	1
46	сознательно и намеренно	1	1
47	так что в	3	1
48	свидетельствует о том	3	1
49	о том как	1	1
50	имеется в виду	1	1
51	да и то	1	1
52	как раз и	1	1
53	и то и	1	1
54	сам по себе	3	1
55	потому что у	1	1
56	что только в	2	1
57	с большим трудом	1	1
58	а не то	2	1
59	а так как	2	1
60	если она не	1	1
61	в этом отношении	1	1
62	можно было бы	1	1
63	и следовательно от	1	1
64	с этой стороны	1	1
65	с тех пор	1	1
66	с этой точки	1	1
67	у него нет	1	1
68	ту или иную	2	1
69	только потому что	1	1
70	не потому что	4	1
71	как раз в	1	1
72	не только в	4	1
73	крайней мере три	1	1
74	то ни было	4	1
75	а еще и	1	1
76	и потому что	1	1
77	те или другие	4	1
78	и как бы	1	1
79	так или иначе	4	1
80	содержит в себе	4	1
81	тут же в	1	1
82	и что она	1	1
83	еще и потому	1	1
84	то что вы	1	1
85	но в смысле	1	1
86	приводить нас к	1	1
87	что у него	1	1
88	сознание что и	1	1
89	только о том	1	1
90	том как совместить	1	1
91	этой точки зрения	1	1
92	смерть а не	1	1
93	у него и	1	1
94	ясно что это	1	1
95	по себе а	1	1
96	от того что	1	1
97	том смысле что	1	1
98	уже не просто	2	1
99	это и есть	1	1
100	что в ней	1	1
101	хотя бы в	2	1
102	мы находим весьма	1	1
103	можно ли в	1	1
104	вопрос о том	1	1
105	тот момент в	2	1
106	но еще и	3	1
107	быть только у	1	1
108	в то же	1	1
109	в том смысле	1	1
110	в результате этого	1	1
111	сама по себе	3	1
112	и для всякого	1	1
113	и т д	19	1
114	создает ту или	1	1
115	и для всего	1	1
