N	3gram	Losev_Dial_3	Stilisti
1	в то же	1	9
2	в зависимости от	2	7
3	то же время	1	7
4	мы никогда не	1	5
5	с точки зрения	14	5
6	того или иного	2	5
7	и то же	2	4
8	то же самое	1	4
9	одно и то	2	4
10	то что мы	3	4
11	той или иной	2	4
12	на самом деле	1	3
13	не забудем что	1	3
14	ни к чему	1	2
15	и той же	1	2
16	той же самой	1	2
17	и не только	3	2
18	и в то	1	2
19	в этом отношении	1	2
20	тот или иной	2	2
21	только потому что	1	2
22	имели в виду	1	2
23	и в основе	1	2
24	решительно ничего не	1	2
25	у нас не	1	2
26	не может быть	6	2
27	что же такое	2	2
28	есть не что	3	2
29	и как бы	1	2
30	не что иное	6	2
31	к чему не	1	2
32	связи с этим	1	2
33	о том что	5	2
34	что иное как	6	2
35	в связи с	1	2
36	к тому что	2	2
37	одной и той	1	2
38	тех или иных	1	2
39	у нас есть	1	1
40	может сказать ни	1	1
41	мы как раз	2	1
42	и ни от	2	1
43	нас есть такие	1	1
44	как только мы	1	1
45	хотя бы только	2	1
46	более или менее	1	1
47	не только о	2	1
48	допустим что это	1	1
49	не говоря уже	2	1
50	и нет ничего	2	1
51	в самом деле	5	1
52	и в особенности	1	1
53	таким образом речь	1	1
54	и в отношении	1	1
55	в обычных условиях	1	1
56	как раз и	3	1
57	до сих пор	1	1
58	и во всех	1	1
59	что такое сознание	1	1
60	и та же	1	1
61	несмотря на свою	1	1
62	о том какую	1	1
63	по крайней мере	5	1
64	что же мы	1	1
65	категорически утверждать что	1	1
66	все что было	1	1
67	что мы не	1	1
68	точками зрения в	1	1
69	не смог бы	1	1
70	заметим пока что	1	1
71	и в этом	2	1
72	тем не менее	10	1
73	мы показали что	1	1
74	но даже и	2	1
75	тех или других	1	1
76	не может сказать	1	1
77	иметь в виду	2	1
78	достаточно чтобы убедиться	1	1
79	в виду что	1	1
80	так и от	1	1
81	в которой живет	1	1
82	одна и та	1	1
83	сознание которое не	1	1
84	тем что его	1	1
85	без сновидений и	1	1
86	что это значит?	2	1
87	тем самым не	1	1
88	и что же	1	1
89	содержит в себе	1	1
90	и кроме того	1	1
91	только как результат	1	1
92	мы не можем	2	1
93	только одна из	1	1
94	само по себе	5	1
95	но то что	2	1
96	и никогда не	1	1
97	в конечном счете	1	1
98	не только не	7	1
99	и не может	1	1
100	мы ведь уже	1	1
101	только тогда когда	3	1
102	мы имеем в	1	1
103	с другой стороны	2	1
104	своего бытия в	1	1
105	ни от чего	3	1
106	но все эти	1	1
107	мы приходим к	1	1
108	но каким образом	1	1
109	в том что	3	1
110	перед нами не	1	1
111	забудем что мы	1	1
112	как и в	3	1
113	и в вопросе	1	1
114	тот факт что	1	1
