N	3gram	Tiupa_Disk_2	Analitik
1	в сочетании с	2	7
2	о том что	3	6
3	в том что	6	6
4	в данном случае	6	5
5	состоит в том	2	4
6	по отношению к	4	4
7	с одной стороны	4	4
8	в этом случае	2	4
9	мы имеем дело	1	3
10	подобно тому как	2	3
11	в этом отношении	4	3
12	героя нашего времени	1	3
13	по крайней мере	1	3
14	содержит в себе	2	3
15	того или иного	1	3
16	той или иной	3	3
17	тем не менее	1	3
18	как и в	5	3
19	в обоих случаях	2	2
20	присутствия в мире	2	2
21	в соответствии с	2	2
22	с точки зрения	2	2
23	в то же	4	2
24	и то что	2	2
25	субъекта объекта и	1	2
26	то есть в	1	2
27	в значительной степени	1	2
28	как правило не	1	2
29	в отличие от	12	2
30	текста а не	2	2
31	по природе своей	2	2
32	с другой стороны	1	2
33	объекта и адресата	1	2
34	то же время	5	2
35	в конечном счете	1	2
36	с той или	1	2
37	жизни но и	1	1
38	может трактоваться в	1	1
39	не в состоянии	1	1
40	одних и тех	1	1
41	ни о чем	1	1
42	можно сказать что	1	1
43	субъект объект и	1	1
44	объект и адресат	1	1
45	к другому в	1	1
46	и в пределах	1	1
47	эпических жанрах а	1	1
48	одно из значений	1	1
49	между тем как	1	1
50	не последнюю роль	1	1
51	одна из них	1	1
52	и тех же	1	1
53	вовлечение адресата в	1	1
54	уже было сказано	1	1
55	автором и читателем	1	1
56	человеческого я в	1	1
57	в полной мере	1	1
58	до известной степени	1	1
59	не совпадает с	1	1
60	в применении к	1	1
61	дело не с	1	1
62	может реализоваться и	1	1
63	и то же	2	1
64	картины мира в	1	1
65	это своего рода	1	1
66	так и на	2	1
67	одно и то	2	1
68	однако при этом	2	1
69	в мире в	2	1
70	своего рода фундамент	1	1
71	прежде всего в	1	1
72	имеем дело не	1	1
73	в первую очередь	2	1
74	при всей их	1	1
75	в свое время	2	1
76	в споре с	1	1
77	фраза текста акцентирует	1	1
78	только то что	1	1
79	я в мире	2	1
80	не может быть	3	1
81	целого состоит в	1	1
82	между я и	1	1
83	отнюдь не является	1	1
84	в своего рода	1	1
85	организации художественного времени	1	1
86	упускать из виду	1	1
87	последнюю роль в	1	1
88	из виду что	1	1
89	рассматривать его как	1	1
90	в самом деле	1	1
91	что ведет к	1	1
92	речь идет о	1	1
93	не менее в	1	1
94	как уже было	1	1
95	между автором и	1	1
96	на всем протяжении	1	1
97	в силу своей	1	1
98	жизнью и смертью	2	1
99	я и другой	1	1
100	иной жанровой стратегии	1	1
101	как и ее	1	1
102	человека в мире	1	1
103	в себе не	1	1
104	в эпических жанрах	1	1
105	в немалой степени	1	1
106	обратим внимание на	1	1
107	событием самого рассказывания	1	1
108	трактоваться в качестве	1	1
