N	3gram	Bakhtin_Pr_3	Hudozhes
1	о том что	2	9
2	то же время	5	8
3	по отношению к	1	8
4	в то же	5	8
5	в том что	3	6
6	можно было бы	1	4
7	с точки зрения	2	3
8	в этом отношении	1	3
9	но в то	1	3
10	жизни и смерти	2	3
11	в связи с	1	3
12	в следующей главе	1	3
13	тем не менее	2	3
14	как и в	3	3
15	в предыдущей главе	1	3
16	к себе самому	6	2
17	по своей природе	1	2
18	мы уже знаем	1	2
19	до сих пор	5	2
20	так или иначе	1	2
21	так и от	1	2
22	не может быть	1	2
23	и в конце	1	1
24	в начале рассказа	1	1
25	жизни на земле	1	1
26	а между тем	2	1
27	уже знаем что	1	1
28	то что я	1	1
29	отметим попутно что	1	1
30	состоит в том	1	1
31	в глазах других	1	1
32	прежде всего в	1	1
33	но при этом	1	1
34	в этом смысле	1	1
35	то же самое	1	1
36	сих пор еще	2	1
37	может быть только	1	1
38	в одной из	1	1
39	и в то	2	1
40	с самого начала	3	1
41	более или менее	3	1
42	и это вполне	1	1
43	этой жанровой традиции	1	1
44	в его жизни	1	1
45	на самом же	1	1
46	в отличие от	1	1
47	себе самому и	1	1
48	все той же	1	1
49	как и все	1	1
50	глазах других и	1	1
51	не чем иным	1	1
52	в конце концов	1	1
53	но тут же	1	1
54	в себя и	1	1
55	а также и	3	1
56	тот и другой	1	1
57	так и в	2	1
58	было бы дать	1	1
59	это своего рода	2	1
60	мы уже говорили	2	1
61	во всяком случае	1	1
62	он не знает	2	1
63	и тот и	1	1
64	самом же деле	1	1
65	что их жизнь	1	1
66	ничего не было	1	1
67	чем иным как	1	1
68	жизни как она	1	1
69	друг от друга	1	1
70	наше внимание на	1	1
