N	3gram	Bakhtin_fo_2	Problemy
1	с точки зрения	8	13
2	то же время	4	9
3	в то же	4	9
4	в том что	3	6
5	и в этом	3	5
6	но в то	1	5
7	в конце концов	1	5
8	на самом деле	1	4
9	том что он	1	4
10	между тем как	1	4
11	себе самом и	1	4
12	не может быть	1	4
13	и т п	11	3
14	то что было	2	3
15	сами по себе	2	3
16	дело идет о	1	3
17	это не значит	1	3
18	в этом отношении	2	3
19	с другой стороны	1	3
20	даже там где	1	2
21	но все же	1	2
22	и в сущности	1	2
23	значит конечно что	1	2
24	до сих пор	2	2
25	и в то	3	2
26	в одном времени	1	2
27	он ни был	1	2
28	из одного куска	1	2
29	как можно больше	1	2
30	для него самого	1	2
31	в данном случае	1	2
32	не только в	5	2
33	не значит конечно	1	2
34	как бы в	1	2
35	бы он ни	1	2
36	в пределах отдельных	2	2
37	в большинстве случаев	3	2
38	в пространстве а	1	2
39	в разрезе одного	2	2
40	в другом месте	2	1
41	за немногими исключениями	1	1
42	а следовательно и	2	1
43	мы уже говорили	3	1
44	к себе самому	3	1
45	а вовсе не	1	1
46	в свою очередь	1	1
47	и наконец в	1	1
48	у него был	1	1
49	но менее всего	1	1
50	то же самое	2	1
51	в этом случае	2	1
52	что действие романа	1	1
53	и для него	1	1
54	что в мире	1	1
55	разрезе одного момента	2	1
56	и его жизнь	1	1
57	они не могут	1	1
58	в нем мы	1	1
59	говорит он что	1	1
60	они вовсе не	1	1
61	он что в	1	1
62	в этом новом	1	1
63	и совершенно новое	1	1
64	а так как	1	1
65	не было бы	2	1
66	то что в	1	1
67	себе самому и	1	1
68	но он не	1	1
69	прежде всего необходимо	1	1
70	с самим собою	1	1
71	как мы уже	4	1
72	что весь этот	1	1
73	может быть или	1	1
74	в частности на	1	1
75	но и как	1	1
76	может быть и	2	1
77	те же что	1	1
78	то время как	1	1
79	же что и	1	1
80	таким образом и	1	1
81	он не знал	1	1
82	быть самим собою	1	1
83	на первый взгляд	1	1
84	рассеяны по всему	1	1
85	мы увидим дальше	1	1
86	его художественного мира	1	1
87	в своем существе	1	1
88	своего отношения к	1	1
89	в нашем анализе	1	1
90	к прошлому и	1	1
91	но только в	1	1
92	прошлому и будущему	1	1
93	совершенно новое видение	1	1
94	именно в том	1	1
95	этой точки зрения	1	1
96	о том что	1	1
97	предмет видения и	1	1
98	в одном из	1	1
99	по сравнению с	1	1
100	она дана как	1	1
101	так сказать по	1	1
102	в индивидуальном и	1	1
103	имеем в виду	3	1
104	в то время	1	1
105	у него есть	2	1
106	рядом с этим	1	1
107	несмотря на эти	1	1
108	с самого начала	1	1
109	как бы ни	1	1
110	новое видение и	1	1
111	и так сказать	1	1
112	может показаться что	1	1
113	выходит за пределы	1	1
114	можно сказать что	1	1
115	мы имеем в	2	1
116	что должно быть	1	1
117	уже не только	1	1
118	к тому что	1	1
119	конечно не в	1	1
120	точки зрения может	1	1
121	на этот мир	1	1
122	друг с другом	4	1
123	и в нем	1	1
124	для того чтобы	7	1
125	в себе в	1	1
126	с нею в	1	1
127	видение и изображение	1	1
128	что и в	1	1
129	конечно что в	1	1
130	и т д	3	1
131	как мы видели	1	1
132	новое отношение к	1	1
