N	2gram	Losev_Prob_4	Analitik
1	не только	24	22
2	и в	20	18
3	как и	6	14
4	так и	10	14
5	в этом	9	14
6	и его	10	13
7	но и	14	13
8	том что	12	12
9	в качестве	10	12
10	и не	28	12
11	в частности	2	12
12	при этом	6	11
13	то есть	27	10
14	а в	4	10
15	как бы	4	10
16	что в	3	9
17	может быть	9	9
18	а не	7	9
19	в том	20	9
20	со своей	2	8
21	с его	2	8
22	не случайно	1	8
23	и даже	9	8
24	как раз	4	7
25	в его	3	7
26	с другой	7	7
27	но не	5	7
28	и самого	1	6
29	еще не	7	6
30	в этой	4	6
31	он не	2	6
32	в их	1	6
33	не в	13	6
34	к тому	3	6
35	для него	3	6
36	о том	5	6
37	в начале	3	6
38	того же	2	5
39	мы имеем	6	5
40	как нам	1	5
41	в самом	2	5
42	в случае	1	5
43	однако в	2	5
44	или иной	13	5
45	что и	3	5
46	уже не	5	5
47	в конце	2	5
48	никогда не	1	5
49	в свою	1	5
50	прежде всего	11	5
51	не является	10	5
52	такого рода	7	5
53	в результате	8	5
54	другой стороны	6	5
55	и на	3	4
56	столь же	2	4
57	что он	8	4
58	отнюдь не	10	4
59	в своем	3	4
60	и как	3	4
61	и к	3	4
62	таким образом	8	4
63	по себе	11	4
64	тем самым	4	4
65	в одном	4	4
66	имеем дело	3	4
67	не менее	10	4
68	свою очередь	1	4
69	в пределах	2	4
70	шекспира и	1	4
71	и сам	1	4
72	внимание на	1	4
73	можно сказать	5	4
74	крайней мере	6	4
75	себя в	2	4
76	не есть	12	4
77	далеко не	2	4
78	по крайней	6	4
79	о чем	1	4
80	в данном	6	4
81	все же	2	4
82	перед нами	13	4
83	едва ли	10	3
84	который в	1	3
85	мы не	7	3
86	говорить о	2	3
87	в целом	1	3
88	уже в	4	3
89	здесь не	7	3
90	о смерти	1	3
91	но как	3	3
92	если в	1	3
93	что они	2	3
94	как в	5	3
95	с этим	4	3
96	из этих	1	3
97	с их	1	3
98	тому же	2	3
99	у пушкина	3	3
100	в году	1	3
101	то же	7	3
102	в каждом	1	3
103	не будет	2	3
104	его в	2	3
105	точки зрения	14	3
106	и без	6	3
107	все это	9	3
108	целое то	1	3
109	в то	4	3
110	дело не	3	3
111	только не	4	3
112	ничего не	1	3
113	той или	14	3
114	указывает на	4	3
115	с ее	2	3
116	в ее	5	3
117	данном случае	5	3
118	жизнь и	4	3
119	именно в	7	3
120	было бы	14	3
121	дело с	2	3
122	во всем	2	3
123	однако с	1	3
124	к содержанию	1	3
125	были бы	3	3
126	еще и	3	3
127	что не	4	3
128	не было	3	3
129	однако и	1	3
130	не всегда	1	3
131	он и	1	3
132	его как	1	3
133	как это	3	3
134	к жизни	1	3
135	пока еще	1	3
136	по поводу	1	3
137	во сне	1	3
138	только к	3	2
139	самом деле	3	2
140	мере в	1	2
141	от своей	1	2
142	по преимуществу	2	2
143	уже по	2	2
144	есть не	6	2
145	на себя	1	2
146	и он	2	2
147	в ней	7	2
148	нам представляется	2	2
149	во всех	4	2
150	со всеми	2	2
151	это и	4	2
152	сама по	2	2
153	как к	1	2
154	нам кажется	2	2
155	когда он	1	2
156	могли бы	1	2
157	но в	8	2
158	в противоположность	1	2
159	то ли	2	2
160	второго порядка	3	2
161	бы и	3	2
162	все эти	16	2
163	в себе	12	2
164	на его	2	2
165	что она	4	2
166	в нем	5	2
167	не как	1	2
168	и вот	1	2
169	и по	2	2
170	это не	7	2
171	в жизни	3	2
172	в них	5	2
173	о которых	2	2
174	с тем	4	2
175	несмотря на	4	2
176	с не	1	2
177	с точки	11	2
178	в принципе	1	2
179	от его	1	2
180	этих моментов	1	2
181	тем не	10	2
182	но они	2	2
183	даже в	1	2
184	чистом виде	2	2
185	вплоть до	3	2
186	дело в	2	2
187	на два	1	2
188	которого он	1	2
189	по своей	1	2
190	могут быть	1	2
191	сравнении с	2	2
192	поэтому в	1	2
193	начале этого	1	2
194	об этом	6	2
195	и здесь	1	2
196	в глаза	1	2
197	в новую	1	2
198	в значительной	2	2
199	обе эти	1	2
200	только в	23	2
201	тем или	1	2
202	то в	2	2
203	и ее	4	2
204	тот или	2	2
205	с одной	1	2
206	все они	3	2
207	для всех	3	2
208	всяком случае	4	2
209	нуждается в	1	2
210	мы можем	3	2
211	тем что	3	2
212	указание на	1	2
213	своей дочери	1	2
214	одной стороны	1	2
215	и прежде	2	2
216	в романе	1	2
217	говорит о	2	2
218	на эту	1	2
219	что мы	3	2
220	не может	5	2
221	о себе	3	2
222	вместе с	5	2
223	и потому	7	2
224	по своему	6	2
225	в той	8	2
226	когда мы	5	2
227	да и	5	2
228	в контексте	1	2
229	и для	4	2
230	и от	6	2
231	мира и	1	2
232	хотя и	5	2
233	и все	8	2
234	в сравнении	2	2
235	же в	4	2
236	как показывает	2	2
237	хотя в	1	2
238	то что	15	2
239	о своем	1	2
240	сказать что	7	2
241	совершенно не	3	2
242	а также	6	2
243	в искусстве	1	2
244	во всяком	8	2
245	гораздо более	1	2
246	но наоборот	1	1
247	как известно	1	1
248	также что	1	1
249	говоря о	1	1
250	у гоголя	1	1
251	таком случае	1	1
252	человека и	1	1
253	связана с	1	1
254	сам по	6	1
255	и четвертой	1	1
256	на самом	5	1
257	сне он	1	1
258	и есть	4	1
259	не признает	1	1
260	перед лицом	1	1
261	тем же	1	1
262	к другому	1	1
263	и до	1	1
264	в зависимости	3	1
265	элементы и	1	1
266	сказаться на	1	1
267	при анализе	1	1
268	собой как	1	1
269	на первом	1	1
270	что между	1	1
271	что если	1	1
272	вопрос о	1	1
273	единство и	1	1
