N	3gram	Propp_Russ_2	FransuaR
1	как мы видели	1	4
2	после того как	2	4
3	в свою очередь	1	3
4	все то что	1	3
5	в том что	18	3
6	дело в том	1	2
7	более или менее	1	2
8	о том как	1	2
9	но все это	1	2
10	в этом отношении	1	2
11	то что в	1	2
12	можно было бы	1	2
13	те и другие	1	2
14	как и в	1	2
15	что иное как	2	1
16	потому что он	1	1
17	с таким же	1	1
18	в том же	1	1
19	не совсем точно	1	1
20	мы уже знаем	1	1
21	к новому от	1	1
22	нужно заметить что	1	1
23	а на другой	1	1
24	но и в	1	1
25	на самом же	2	1
26	особое значение и	1	1
27	по аналогии с	1	1
28	до некоторой степени	1	1
29	все же в	1	1
30	правильнее было бы	1	1
31	одно мгновение и	1	1
32	и через них	1	1
33	в это время	1	1
34	это не было	1	1
35	в применении к	1	1
36	не что иное	2	1
37	в данном случае	6	1
38	к этому образу	1	1
39	и в этом	1	1
40	о том что	4	1
41	одним из самых	1	1
42	и это не	1	1
43	это не совсем	1	1
44	таким образом в	1	1
45	во всяком случае	1	1
46	и все это	1	1
47	том что они	1	1
48	это и есть	1	1
49	как мы уже	1	1
50	самом же деле	2	1
51	и по своим	1	1
52	они как бы	1	1
53	тем более что	1	1
54	в этой же	1	1
55	по этому поводу	2	1
56	так что в	1	1
57	и в том	1	1
58	чем в других	1	1
59	на другой день	2	1
