N	2gram	Propp_Isto_1	SlovoVZh
1	не может	15	16
2	может быть	25	14
3	как бы	2	13
4	и его	3	13
5	таким образом	8	12
6	и в	28	12
7	по отношению	3	11
8	в нашем	1	11
9	отношению к	3	11
10	и не	9	10
11	если бы	8	9
12	так как	6	9
13	прежде всего	10	8
14	художественного произведения	1	7
15	сказать что	5	7
16	для нас	13	7
17	в ней	7	6
18	в том	9	6
19	только в	11	6
20	при этом	3	6
21	в нем	2	6
22	должна быть	5	5
23	то же	12	5
24	в виду	1	5
25	отнюдь не	1	5
26	как в	2	5
27	но в	8	5
28	и др	7	5
29	в жизни	1	5
30	а не	15	5
31	как и	4	5
32	что мы	7	5
33	том что	7	5
34	никогда не	14	5
35	хотя бы	4	5
36	то что	9	5
37	на самом	1	4
38	зависимости от	2	4
39	как если	1	4
40	в этом	8	4
41	все же	10	4
42	уже не	3	4
43	не только	12	4
44	ни было	2	4
45	так и	9	4
46	материала и	2	4
47	с другой	6	4
48	что не	2	4
49	не в	9	4
50	его в	6	4
51	дело в	3	4
52	и к	1	4
53	и на	4	4
54	здесь не	4	3
55	в котором	3	3
56	в пределах	4	3
57	ведь и	1	3
58	ясно что	2	3
59	еще не	7	3
60	мы не	10	3
61	с героем	2	3
62	о том	9	3
63	и герой	1	3
64	бы то	2	3
65	но и	10	3
66	между тем	2	3
67	точка зрения	2	3
68	того что	4	3
69	когда он	6	3
70	имеет в	1	3
71	и ее	1	3
72	все эти	4	3
73	только на	1	3
74	конечно не	2	3
75	в себе	2	3
76	да и	1	3
77	для него	2	3
78	отражает в	1	3
79	он должен	2	3
80	и по	3	3
81	то ни	2	3
82	и с	4	3
83	до сих	5	3
84	в некоторых	2	3
85	и пр	4	3
86	в них	1	3
87	и уже	1	3
88	в своей	1	3
89	так же	7	3
90	в такой	2	3
91	тем не	6	3
92	и более	1	3
93	из этого	2	3
94	по себе	3	3
95	сих пор	5	3
96	не менее	6	3
97	все это	4	3
98	и для	4	3
99	бы мы	2	3
100	так называемой	1	3
101	с ним	2	3
102	или не	1	3
103	в каком	1	3
104	и то	1	2
105	как это	3	2
106	но тем	1	2
107	в себя	1	2
108	действия и	3	2
109	едва ли	1	2
110	каком отношении	1	2
111	те же	1	2
112	в строгой	1	2
113	мы имеем	13	2
114	мы в	2	2
115	и здесь	7	2
116	не остается	1	2
117	и та	1	2
118	но мы	2	2
119	и что	10	2
120	между собой	4	2
121	нас же	1	2
122	в его	5	2
123	что и	6	2
124	подчеркнуть что	2	2
125	в форме	3	2
126	относится к	2	2
127	независимо от	1	2
128	поскольку они	1	2
129	в своем	5	2
130	в формах	1	2
131	кроме того	1	2
132	как уже	2	2
133	дело с	2	2
134	в какой	3	2
135	словом и	1	2
136	и потому	2	2
137	и так	1	2
138	несколько подробнее	1	2
139	в самое	1	2
140	бы не	1	2
141	с одной	4	2
142	какой степени	1	2
143	тому же	1	2
144	он не	2	2
145	не так	2	2
146	в зависимости	2	2
147	к ним	4	2
148	мы можем	1	2
149	но что	1	2
150	но все	4	2
151	в особенности	2	2
152	на примере	1	2
153	это не	7	2
154	мы никогда	1	2
155	до известной	1	2
156	оно не	1	2
157	социальной жизни	4	2
158	одной стороны	4	2
159	зависит от	2	2
160	другой стороны	5	2
161	его как	2	2
162	была бы	2	2
163	там где	4	2
164	связь с	4	2
165	нет ничего	1	2
166	вместе с	6	2
167	в отношении	1	2
168	но не	5	2
169	точку зрения	3	2
170	быть только	1	2
171	она не	1	2
172	в основном	2	2
173	тогда когда	2	2
174	в то	3	2
175	и притом	1	2
176	на него	4	2
177	известной степени	1	2
178	окно и	1	2
179	ничего не	2	2
180	и все	1	2
181	в этих	7	2
182	но это	4	2
183	между ними	2	2
184	же относится	2	2
185	стороны и	1	2
186	слагается из	1	2
187	могут быть	4	2
188	же самое	3	2
189	на это	2	2
190	что в	12	2
191	и другие	4	2
192	не есть	2	2
193	к этому	2	2
194	и это	1	1
195	ту же	1	1
196	например в	5	1
197	же как	2	1
198	как мы	3	1
199	чтобы не	3	1
200	не приходят	1	1
201	момент в	1	1
202	мы здесь	3	1
203	на основе	5	1
204	совершенно ясно	1	1
205	это и	1	1
206	его это	1	1
207	он находится	1	1
208	тем же	1	1
209	только то	1	1
210	с самого	2	1
211	зрения не	1	1
212	то время	3	1
213	идет речь	1	1
214	нем но	1	1
215	из его	1	1
216	и больше	1	1
217	слово есть	1	1
218	можно было	5	1
219	этом направлении	1	1
220	мы уже	1	1
221	силы принимают	1	1
222	другая форма	1	1
223	себе как	1	1
224	та же	1	1
225	что уже	1	1
226	для этого	3	1
227	он как	1	1
228	не вполне	2	1
229	на себя	1	1
230	сводится к	1	1
231	не знают	3	1
232	к целому	1	1
233	и он	3	1
234	стороны его	2	1
235	на них	2	1
236	заключена в	1	1
237	там же	2	1
238	не найдем	1	1
239	столь же	2	1
240	материала это	1	1
241	с соответствующими	1	1
242	в значительной	1	1
243	так если	2	1
244	во всех	2	1
245	образом мы	2	1
246	в конечном	2	1
247	не событиям	1	1
248	то мы	4	1
249	все в	1	1
250	только тех	1	1
251	и всего	1	1
252	то в	1	1
253	от его	1	1
254	к которой	1	1
255	непосредственно в	2	1
256	что они	5	1
257	именно в	3	1
258	нем и	1	1
259	события которые	1	1
260	он или	1	1
261	от целого	1	1
262	и она	2	1
263	не входят	1	1
264	если она	1	1
265	что именно	1	1
266	так называемая	3	1
267	выйти из	1	1
268	пути в	2	1
269	в современной	3	1
270	далее мы	1	1
271	что здесь	5	1
272	на которой	1	1
273	перед нами	3	1
274	формы действительно	1	1
275	хотя и	1	1
276	тот же	2	1
277	мы увидим	10	1
278	ли он	3	1
279	более или	5	1
280	себе не	1	1
281	увидим что	5	1
282	значение этих	1	1
283	к делу	2	1
284	тому как	1	1
285	нам удалось	1	1
286	что это	8	1
287	в целом	2	1
288	если мы	3	1
289	не то	4	1
290	себя в	2	1
291	еще один	2	1
292	мы обратимся	1	1
293	сливаются в	1	1
294	не можем	3	1
295	во многих	2	1
296	в большинстве	4	1
297	дальше и	1	1
298	значение и	2	1
299	в виде	2	1
300	не исчерпывает	1	1
301	исходит из	3	1
302	что она	5	1
303	противном случае	1	1
304	не из	1	1
305	ей в	1	1
306	оно всегда	1	1
307	или даже	3	1
308	при помощи	2	1
309	его и	2	1
310	целого они	1	1
311	не высказывается	1	1
312	на одну	1	1
313	явление но	1	1
314	одно из	1	1
315	и их	3	1
316	этого нельзя	1	1
317	не как	3	1
318	он пользуется	1	1
319	пор мы	2	1
320	в одном	5	1
321	и вот	2	1
322	вовсе не	2	1
323	у нее	1	1
324	можно с	1	1
325	друг друга	1	1
326	уверенностью сказать	1	1
327	как его	1	1
328	у него	1	1
329	какой бы	1	1
330	сложную систему	1	1
331	подобно тому	1	1
332	на этом	3	1
333	дать только	1	1
334	природой и	1	1
335	это один	2	1
336	или иных	1	1
337	тесное родство	1	1
338	мы берем	1	1
339	герой и	1	1
340	самом же	1	1
341	значительной степени	1	1
342	здесь мы	7	1
343	и только	2	1
344	этой задачи	1	1
345	же деле	1	1
346	в другом	3	1
347	связанных с	1	1
348	другого и	1	1
349	ни одной	2	1
350	мы это	1	1
351	или наконец	1	1
352	должно быть	2	1
353	них в	1	1
354	и мы	2	1
355	было бы	7	1
356	к которому	5	1
357	этом смысле	1	1
358	и тем	2	1
359	один и	2	1
360	кажется что	1	1
361	но есть	1	1
362	что для	1	1
363	говорит о	2	1
364	от нее	1	1
365	но уже	2	1
366	и во-вторых	1	1
367	люди не	1	1
368	не было	1	1
369	а с	2	1
370	не знает	5	1
371	бы им	1	1
372	не на	2	1
373	в ее	2	1
374	не всегда	8	1
375	которой он	1	1
376	несмотря на	1	1
377	легче всего	1	1
378	к некоторому	1	1
379	на эту	3	1
380	него не	1	1
381	в изучении	1	1
382	же не	3	1
383	и некоторые	1	1
384	здесь имеет	1	1
385	в истории	1	1
386	обратимся к	1	1
387	и тогда	3	1
388	но можно	1	1
389	для этой	1	1
390	мы видели	2	1
391	или менее	5	1
392	все элементы	1	1
393	все более	1	1
394	вступает в	2	1
395	но если	2	1
396	в частности	2	1
397	на который	1	1
398	учитывать его	1	1
399	то он	2	1
400	все основные	1	1
401	нас не	3	1
402	это делает	1	1
403	как одно	1	1
404	дело может	1	1
405	она в	1	1
406	сторона дела	1	1
407	не могут	2	1
408	так мы	1	1
409	с уверенностью	1	1
410	стороны как	1	1
411	он будет	1	1
412	наряду с	3	1
413	этих явлений	1	1
414	удалось показать	1	1
415	нельзя было	1	1
416	и тот	2	1
417	которые в	2	1
418	всегда имеет	1	1
419	сами по	1	1
420	мы еще	3	1
421	не сливаются	1	1
422	что например	3	1
423	случае мы	1	1
424	и вся	1	1
425	по мере	2	1
426	одна сторона	1	1
427	другую форму	1	1
428	чрезвычайно важный	1	1
429	только для	2	1
430	природу и	1	1
431	в который	1	1
432	с которой	1	1
433	в противном	1	1
434	самого начала	2	1
435	как о	2	1
436	в русской	2	1
437	и утверждают	1	1
438	только из	2	1
439	тех или	1	1
440	весь этот	1	1
441	в основе	4	1
442	только одна	1	1
443	важнейшая форма	1	1
444	время как	3	1
445	материала в	1	1
446	уже на	1	1
447	к пониманию	1	1
448	при таком	1	1
449	того чтобы	1	1
450	не существует	2	1
451	понять ее	1	1
452	всей его	1	1
453	это мы	1	1
454	рассматривать как	2	1
455	найти в	1	1
456	в результате	1	1
457	эта сторона	1	1
458	в качестве	5	1
459	или иным	1	1
460	имеем дело	1	1
461	степени их	1	1
462	не должен	5	1
463	как явление	1	1
464	мы должны	13	1
465	по своей	2	1
466	все явления	1	1
467	выделены из	1	1
468	связи с	4	1
469	знают что	1	1
470	можно только	1	1
471	для анализа	1	1
472	обстоит дело	4	1
473	здесь же	2	1
474	входят в	1	1
475	как будто	4	1
476	этом отношении	1	1
477	совершенно необходимо	1	1
478	в области	2	1
479	явно не	1	1
480	с ней	2	1
481	у нас	1	1
482	только как	1	1
483	материала но	1	1
484	и оно	1	1
485	и сейчас	1	1
486	равно как	1	1
487	возникает из	2	1
488	когда мы	2	1
489	есть только	3	1
490	или иного	1	1
491	и героем	1	1
492	ее нет	1	1
493	героя в	5	1
494	должны быть	4	1
495	что оно	1	1
496	к другим	1	1
497	мы могли	1	1
498	но из	1	1
499	или он	1	1
500	во всяком	1	1
501	они не	4	1
502	к тому	6	1
