N	3gram	Ircho_Kome_3	EvropaiC
1	в том что	9	16
2	до сих пор	9	12
3	по отношению к	3	10
4	друг с другом	1	9
5	с точки зрения	3	8
6	более или менее	1	7
7	на то что	1	7
8	друг от друга	1	6
9	для того чтобы	6	6
10	в самом деле	6	5
11	по сравнению с	2	5
12	в этом случае	2	4
13	сих пор не	1	4
14	и без того	1	4
15	к тому же	4	4
16	с другой стороны	2	4
17	о том что	4	4
18	тем не менее	3	4
19	в конце концов	2	4
20	в настоящее время	1	3
21	в том же	1	3
22	так или иначе	2	3
23	в связи с	3	3
24	не в состоянии	1	2
25	далеко не в	1	2
26	бы то ни	2	2
27	то же время	4	2
28	несмотря на то	1	2
29	вместе с тем	3	2
30	из того же	2	2
31	именно потому что	2	2
32	то ни было	2	2
33	с одной стороны	3	2
34	таким же образом	1	2
35	как бы то	1	2
36	во всяком случае	3	2
37	в свою очередь	6	2
38	ничего общего с	1	2
39	но все же	2	2
40	в то же	4	2
41	иначе обстоит дело	2	1
42	хотя и не	2	1
43	своих предшественников для	1	1
44	и это обстоятельство	1	1
45	меньше чем в	1	1
46	с тем как	1	1
47	то время как	2	1
48	и для самого	1	1
49	новые вопросы является	1	1
50	не говоря уже	1	1
51	но при этом	1	1
52	этого еще не	1	1
53	то же самое	3	1
54	что и для	1	1
55	сих пор еще	1	1
56	и тому же	1	1
57	и не может	1	1
58	это не так	1	1
59	говоря уже о	1	1
60	в зависимости от	1	1
61	же образом как	1	1
62	независимо от того	1	1
63	и если бы	1	1
64	том числе и	1	1
65	за то что	1	1
66	на то обстоятельство	1	1
67	на пути к	1	1
68	по крайней мере	1	1
69	так как все	1	1
70	то обстоятельство что	2	1
71	к ней и	1	1
72	как все они	1	1
73	в раннем детстве	1	1
74	таким образом и	1	1
75	состоит в том	2	1
76	потому что при	1	1
77	вопросы является ли	1	1
78	и с этой	2	1
79	или вовсе не	1	1
80	в течение которого	1	1
81	и еще больше	1	1
82	и сам он	1	1
83	в своем уме	1	1
84	и ничем не	1	1
85	но вместе с	1	1
86	что у него	1	1
87	не совсем в	1	1
88	малейшего намека на	1	1
89	до тех пор	3	1
90	что я во	1	1
91	же самое что	1	1
92	в то время	2	1
93	с самого начала	4	1
94	не менее в	1	1
95	бы при этом	1	1
96	с этой целью	1	1
97	в том числе	1	1
98	к тому что	1	1
99	у них в	1	1
100	даже если он	1	1
101	все это делает	1	1
102	сих пор на	1	1
103	таким образом для	1	1
104	одному и тому	1	1
105	как мы знаем	1	1
