N	3gram	Bakhtin_Fr_3	VrazhdaK
1	то же время	6	4
2	в то же	6	4
3	в связи с	4	3
4	в начале года	1	2
5	с точки зрения	1	2
6	как раз в	2	2
7	но в то	4	2
8	в году и	1	2
9	не может быть	2	2
10	в том что	1	2
11	в комментариях к	1	1
12	в том же	2	1
13	на первый план	1	1
14	до сих пор	4	1
15	в мировой литературе	3	1
16	и не может	1	1
17	в той же	4	1
18	он и не	1	1
19	в этом отношении	2	1
20	что в нем	1	1
21	все же в	1	1
22	может быть и	1	1
23	войне и мире	1	1
24	о том как	1	1
25	и перед ними	1	1
26	к этому моменту	1	1
27	в высшей степени	1	1
28	и в этом	1	1
29	прямое выражение в	1	1
30	и во всей	2	1
31	во всяком случае	1	1
32	и даже некоторые	1	1
33	с другой стороны	1	1
34	связи с этим	1	1
35	что они не	1	1
36	заключается в том	1	1
37	его отношение к	2	1
38	в свою очередь	1	1
39	это и есть	1	1
40	что в ней	1	1
41	о том что	2	1
42	и в самом	1	1
43	этим можно объяснить	1	1
44	в ту эпоху	7	1
45	имеется в виду	1	1
46	и все что	2	1
47	и всего романа	1	1
48	ко всем чертям	1	1
