N	4gram	Bakhtin_Pr_3	Problema
1	на самом же деле	1	4
2	и т д и	1	4
3	бы то ни было	4	3
4	одно и то же	1	3
5	в той или иной	2	2
6	чего бы то ни	2	2
7	ни в чем не	2	2
8	и ни в чем	1	2
9	и это вовсе не	1	2
10	сама по себе как	1	2
11	может быть даже в	1	1
12	может быть и речи	1	1
13	и именно потому что	1	1
14	в заключение мы должны	1	1
15	одного и того же	1	1
16	может быть даже и	1	1
17	не чем иным как	1	1
18	во всяком случае не	1	1
19	а может быть даже	2	1
20	на самом деле и	1	1
21	не может быть и	1	1
22	тут не может быть	1	1
23	именно потому что они	1	1
24	уже сама по себе	1	1
25	по себе и не	1	1
