N	3gram	Bakhtin_Pr_3	Psycholo
1	в том что	3	12
2	все то что	2	11
3	о том что	2	10
4	то же самое	1	6
5	с самого начала	3	5
6	и может быть	1	4
7	с точки зрения	2	4
8	можно было бы	1	4
9	не то что	3	3
10	в конце концов	1	3
11	смысле этого слова	1	3
12	так как это	1	3
13	во всяком случае	1	3
14	до сих пор	5	3
15	и в конце	1	2
16	уже знаем что	1	2
17	сказать что в	1	2
18	да и не	1	2
19	в мире в	1	2
20	с другой стороны	1	2
21	и той же	1	2
22	этого рассказа как	1	2
23	в нем нет	3	2
24	до самого конца	1	2
25	мы видим что	1	2
26	одной и той	1	2
27	мы уже знаем	1	2
28	не сбудется и	1	1
29	что иное как	1	1
30	мы в дальнейшем	1	1
31	или хотя бы	1	1
32	мы уже говорили	2	1
33	средние века в	4	1
34	а не в	1	1
35	по отношению к	1	1
36	равно как и	1	1
37	также и в	1	1
38	мы должны перейти	1	1
39	том что на	1	1
40	по своим художественным	1	1
41	этот рассказ в	1	1
42	или во всяком	1	1
43	знает что он	1	1
44	если скажем что	1	1
45	в той же	1	1
46	жизни и смерти	2	1
47	потому что это	2	1
48	то же время	5	1
49	все той же	1	1
50	и не может	1	1
51	можно сказать с	1	1
52	значит ли это	1	1
53	и в то	2	1
54	а также и	3	1
55	той же цели	1	1
56	и без него	1	1
57	как и на	1	1
58	друг к другу	1	1
59	прямо сказать что	1	1
60	но только в	1	1
61	ошибемся если скажем	1	1
62	для правильного понимания	2	1
63	я не могу	1	1
64	в нем есть	1	1
65	потому что они	1	1
66	а может быть	1	1
67	действие в ней	1	1
68	вместе с ним	1	1
69	сходятся в одной	1	1
70	не может быть	1	1
71	не что иное	1	1
72	перейти к анализу	1	1
73	в истории литературы	1	1
74	то есть в	2	1
75	и никогда не	1	1
76	всей художественной литературы	1	1
77	и все они	1	1
78	можно сказать что	4	1
79	в этом смысле	1	1
80	в то же	5	1
81	как мы уже	3	1
82	в предисловии к	1	1
83	в средние века	10	1
84	таким образом по	1	1
85	так или иначе	1	1
86	как бы он	1	1
