N	3gram	Voloshinov_1	Myslijsy
1	по отношению к	9	13
2	в том что	4	13
3	не может быть	3	9
4	тем не менее	2	6
5	но и в	1	4
6	в свою очередь	1	4
7	и т д	1	4
8	а между тем	1	3
9	с точки зрения	10	3
10	с одной стороны	1	3
11	и той же	1	3
12	то же время	5	3
13	с самого начала	5	3
14	так и в	2	3
15	в то же	5	3
16	одной и той	1	3
17	мы увидим что	4	3
18	таким образом что	1	2
19	и может быть	2	2
20	только потому что	1	2
21	зависит от того	1	2
22	дело в том	1	2
23	так как в	1	2
24	в таком виде	1	2
25	в таком случае	2	2
26	бы то ни	1	2
27	на этот вопрос	1	2
28	по крайней мере	1	2
29	не могут быть	3	2
30	для того чтобы	1	2
31	что при таком	1	2
32	все то что	2	2
33	не нуждается в	1	2
34	быть не может	1	2
35	общие для всех	1	1
36	и связанное с	1	1
37	все в нем	1	1
38	а следовательно и	2	1
39	с ее точки	1	1
40	увидим что этот	1	1
41	один из основных	1	1
42	во внимание и	1	1
43	это было бы	1	1
44	на самом деле	2	1
45	в себе самом	1	1
46	но и по	1	1
47	отношению к тому	1	1
48	мы не можем	1	1
49	душевной жизни человека	2	1
50	при других обстоятельствах	1	1
51	сам по себе	2	1
52	же объясняется и	1	1
53	в его душе	1	1
54	той же группе	1	1
55	который необходим для	1	1
56	не было бы	1	1
57	только то что	2	1
58	в этом отношении	2	1
59	из того что	1	1
60	в собственном смысле	1	1
61	до сих пор	3	1
62	вместе с этим	1	1
63	и не нуждается	2	1
64	всего человеческого рода	1	1
65	что бы то	1	1
66	продолжает жить и	1	1
67	связанная с ним	1	1
68	потому что оно	1	1
69	а есть только	1	1
70	но при этом	1	1
71	и в отношении	1	1
72	то ни стало	1	1
73	друг на друга	1	1
74	во что бы	1	1
75	или по крайней	1	1
76	рождается вместе с	1	1
77	могут быть сведены	1	1
78	во всяком случае	3	1
79	мы видели что	1	1
80	жизни таким образом	1	1
81	и таким образом	1	1
82	было бы предположить	1	1
83	в то время	1	1
84	то что мы	1	1
85	о том что	1	1
86	но все же	1	1
87	не теряет своей	1	1
88	возможно только в	1	1
89	может перейти в	1	1
90	то время когда	1	1
91	них не было	1	1
92	таким образом в	1	1
93	не может в	1	1
94	она не может	1	1
95	как мы видели	4	1
