N	3gram	Vygotskiy__5	Formalny
1	с точки зрения	2	14
2	не может быть	2	14
3	на самом деле	2	12
4	и т д	3	6
5	и т п	3	5
6	в зависимости от	6	5
7	с другой стороны	5	5
8	в самом деле	5	4
9	в данном случае	2	4
10	для того чтобы	19	4
11	потому что он	2	3
12	по отношению к	1	3
13	то же самое	3	3
14	в этом отношении	3	3
15	вместе с тем	3	3
16	в художественном произведении	1	3
17	в том что	14	3
18	ни в каких	1	2
19	одним и тем	3	2
20	равно как и	1	2
21	в этом смысле	1	2
22	нам кажется что	1	2
23	мы увидим что	6	2
24	то или иное	1	2
25	до известной степени	1	2
26	сами по себе	2	2
27	в отличие от	2	2
28	и тем же	3	2
29	только то что	1	2
30	дело в том	1	2
31	мы видели что	1	2
32	мы не можем	1	2
33	не только не	4	2
34	именно потому что	2	2
35	не может стать	1	2
36	между ними и	1	2
37	к тому что	6	2
38	смысле этого слова	1	2
39	в конце концов	2	2
40	формы и содержания	1	2
41	дело и в	1	1
42	для нас важно	1	1
43	сводится к следующему	1	1
44	и того же	2	1
45	что в этом	6	1
46	сводится к тому	2	1
47	говорит об этом	1	1
48	же обстоит дело	2	1
49	иметь в виду	3	1
50	они никогда не	1	1
51	ни к каким	1	1
52	так же обстоит	2	1
53	достаточно сказать что	1	1
54	противоречия между ними	1	1
55	в каждый данный	1	1
56	один и тот	1	1
57	в этом случае	2	1
58	каждый данный момент	1	1
59	то мы можем	1	1
60	в одной из	1	1
61	он указывает что	1	1
62	на первый план	2	1
63	в том или	1	1
64	но эта внешняя	1	1
65	обстоит дело и	2	1
66	в лучшем случае	3	1
67	сам по себе	3	1
68	котором мы говорили	2	1
69	из того что	3	1
70	в собственном смысле	1	1
71	с тем что	3	1
72	фабулы и сюжета	1	1
73	к тому чтобы	1	1
74	то что жизнь	1	1
75	том или ином	1	1
76	из ложного предположения	1	1
77	с этой точки	1	1
78	они находятся в	1	1
79	именно в этом	1	1
80	так сказать в	1	1
81	что они находятся	1	1
82	до сих пор	5	1
83	если же мы	1	1
84	и что в	3	1
85	тот факт что	4	1
86	так же как	2	1
87	что он был	1	1
88	не только в	2	1
89	и вне искусства	1	1
90	в самом процессе	1	1
91	с одной стороны	12	1
92	и тот же	1	1
93	в своей теории	1	1
94	если бы в	1	1
95	и в этой	1	1
96	здесь имеет место	1	1
97	что это не	1	1
98	художественное произведение в	1	1
99	что ни одна	1	1
100	а не как	1	1
101	в последнее время	1	1
102	собственном смысле слова	1	1
103	о котором мы	3	1
104	мы все время	1	1
105	не может и	1	1
106	и той же	2	1
107	но так как	1	1
108	все то что	2	1
109	потому что они	1	1
110	этой точки зрения	1	1
111	о том что	6	1
112	таким образом все	2	1
113	того или иного	1	1
114	в частности в	1	1
115	и все же	1	1
116	первой и второй	1	1
117	ни в каком	1	1
118	которые сами по	1	1
119	жизни и потому	1	1
120	можно было бы	3	1
121	он был бы	1	1
122	с самого начала	3	1
123	и в самом	2	1
124	зависимости от того	2	1
125	но никак не	1	1
126	в этом заключается	1	1
127	той или иной	2	1
128	в нем нет	1	1
129	и в романе	1	1
130	можно сказать что	2	1
131	совершенно прав когда	2	1
132	мы имеем в	1	1
133	на то что	16	1
134	лежит в основе	1	1
135	одного и того	2	1
136	ложного предположения что	1	1
137	совершенно очевидно что	2	1
138	никак не могут	1	1
139	в искусстве и	3	1
140	одной и той	2	1
141	мы уже указывали	1	1
142	уже указывали на	1	1
143	и в том	1	1
144	друг с другом	3	1
145	мы совершенно не	1	1
146	в жизни и	1	1
147	исходили из ложного	2	1
148	можно выразить так	1	1
149	мы еще не	1	1
150	и только в	1	1
