N	4gram	Losev_Vlad_2	Problema
1	и тем не менее	1	8
2	дело в том что	3	3
3	не что иное как	1	2
4	точно так же и	1	2
5	или по крайней мере	2	1
6	что бы то ни	1	1
7	и на этот раз	2	1
8	что пишет тот же	1	1
9	в то время как	1	1
10	взятый сам по себе	1	1
11	во что бы то	1	1
12	как мы уже сказали	1	1
13	заключается в том что	2	1
14	но в то же	1	1
15	уже содержит в себе	1	1
16	на то что в	1	1
17	как раз и является	1	1
18	в дальнейшем мы и	1	1
19	бы то ни стало	1	1
20	как мы сказали выше	1	1
21	и в то же	1	1
22	а может быть и	1	1
23	не говоря уже о	2	1
24	в связи с этим	1	1
