N	3gram	Losev_Prob_5	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	2	8
4	в большинстве случаев	1	6
5	в том что	8	6
6	в настоящее время	3	3
7	в том числе	2	3
8	в связи с	7	3
9	в своем романе	1	2
10	в те времена	2	2
11	и до сих	1	2
12	с точки зрения	8	2
13	бы то ни	2	2
14	том числе и	1	2
15	в данном случае	2	2
16	но в то	1	2
17	с одной стороны	3	2
18	дело в том	2	2
19	в то время	3	2
20	в нем и	1	2
21	о том что	9	2
22	можно сказать что	3	2
23	с другой стороны	5	2
24	для того чтобы	2	2
25	не может быть	2	2
26	это уже не	2	1
27	что и здесь	1	1
28	возможно было только	1	1
29	собственные имена в	1	1
30	же время это	1	1
31	а также и	1	1
32	здесь перед нами	1	1
33	по отношению к	2	1
34	на самом деле	1	1
35	в самом деле	1	1
36	таким образом здесь	1	1
37	вместе с тем	3	1
38	но и в	2	1
39	в этом отношении	1	1
40	говорит о себе	1	1
41	и все свое	1	1
42	в значительной мере	2	1
43	и то что	3	1
44	то есть на	1	1
45	и в частности	3	1
46	о том как	1	1
47	на эту тему	1	1
48	он вовсе не	1	1
49	не потому что	1	1
50	мы находим и	2	1
51	то ни было	1	1
52	оказывается что в	2	1
53	состоит в том	1	1
54	так и в	1	1
55	и в этом	1	1
56	и вместе с	1	1
57	а с другой	3	1
58	и что она	1	1
59	все же не	3	1
60	смысле слова но	1	1
61	именно в эпоху	1	1
62	потому что они	2	1
63	и образ самого	1	1
64	в этой фигуре	1	1
65	у него и	1	1
66	то есть с	1	1
67	и как бы	1	1
68	и притом в	1	1
69	с самого начала	1	1
70	вопрос о том	1	1
71	что никогда не	1	1
72	в ту эпоху	1	1
73	ни о каком	1	1
74	за это в	1	1
75	в этом смысле	3	1
76	после того как	3	1
77	в античной литературе	1	1
78	в результате этого	1	1
79	можно было бы	1	1
80	уже не просто	1	1
81	нового времени в	1	1
82	в предисловии к	1	1
83	в новое время	3	1
84	к тому же	1	1
85	мы встречаем и	1	1
86	той или иной	1	1
