N	3gram	Vinokur_St_3	Tragedij
1	то же время	3	5
2	в то же	3	5
3	и в частности	1	2
4	в году в	1	2
5	о том что	4	2
6	и в самом	1	2
7	но все же	2	2
8	в том что	11	2
9	в известной степени	1	1
10	том что он	1	1
11	бориса годунова и	3	1
12	сам по себе	1	1
13	не может жить	1	1
14	объясняется и то	1	1
15	и т п	6	1
16	никогда не был	1	1
17	может быть не	1	1
18	в применении к	1	1
19	он считает что	2	1
20	во всяком случае	4	1
21	в конце концов	3	1
22	объясняется тем что	1	1
23	в чем же	1	1
24	в общем смысле	1	1
25	и в этом	2	1
26	тем не менее	2	1
27	прежде всего необходимо	1	1
28	себя а за	1	1
29	в связи с	3	1
30	то что он	1	1
31	за себя а	1	1
32	не может быть	5	1
33	от бориса годунова	1	1
34	уже не к	1	1
35	на вопрос о	1	1
36	не за себя	1	1
37	но в конце	1	1
38	что в ней	1	1
39	у него есть	2	1
40	в одном из	1	1
41	с самого начала	2	1
42	не только не	1	1
43	уже в году	1	1
44	в самом деле	1	1
45	отметить что в	1	1
46	к тому что	2	1
47	в стихах и	1	1
