N	2gram	Propp_Isto_5	formyVre
1	и в	25	46
2	в этом	10	22
3	и т	20	14
4	прежде всего	6	14
5	вовсе не	2	13
6	и его	9	12
7	во всех	2	11
8	не только	13	11
9	только в	7	11
10	смерти в	1	11
11	как бы	2	10
12	во время	7	10
13	точки зрения	2	10
14	в том	6	10
15	но в	1	10
16	мы уже	4	9
17	не в	6	9
18	у него	2	9
19	но и	13	9
20	вместе с	22	9
21	и не	11	9
22	и для	2	9
23	мира и	1	9
24	то же	4	8
25	как и	7	8
26	с точки	1	8
27	для того	3	8
28	того чтобы	3	8
29	потому что	7	8
30	связи с	8	8
31	в его	12	8
32	из них	2	8
33	в связи	4	8
34	в основном	4	8
35	жизни и	2	8
36	и на	8	7
37	всех этих	1	7
38	может быть	17	7
39	в одном	1	7
40	то что	7	7
41	как мы	5	6
42	еще не	8	6
43	все же	10	6
44	и наконец	1	6
45	при этом	1	6
46	человека в	3	6
47	и с	3	6
48	его в	9	6
49	в основе	1	6
50	никогда не	3	6
51	так как	11	6
52	в особенности	3	6
53	здесь в	1	6
54	все это	4	6
55	и все	3	6
56	но не	5	5
57	с этим	5	5
58	в своем	1	5
59	все эти	8	5
60	связанные с	2	5
61	он не	4	5
62	в нем	7	5
63	этих форм	1	5
64	в то	3	5
65	в дальнейшем	4	5
66	и у	1	5
67	и др	3	5
68	в частности	7	5
69	в пределах	4	5
70	по существу	2	5
71	что в	8	5
72	также и	1	4
73	человека и	2	4
74	и он	6	4
75	что они	1	4
76	в истории	4	4
77	как в	6	4
78	уже в	2	4
79	в себе	1	4
80	их в	3	4
81	том что	8	4
82	в котором	1	4
83	место в	1	4
84	же время	1	4
85	уже говорили	1	4
86	к себе	1	4
87	смерти и	1	4
88	в образе	5	4
89	с ним	4	4
90	загробном мире	1	4
91	о том	7	4
92	все его	2	4
93	на острове	1	4
94	так что	2	4
95	конечно не	1	4
96	с другом	2	4
97	а не	2	4
98	отнюдь не	1	4
99	друг с	2	4
100	с этой	2	4
101	же в	2	4
102	есть и	1	4
103	на свет	1	4
104	здесь еще	3	3
105	нас это	1	3
106	ему в	3	3
107	в виду	1	3
108	того же	2	3
109	мы еще	1	3
110	другой пример	2	3
111	отношение к	1	3
112	целый ряд	1	3
113	как уже	1	3
114	и как	3	3
115	уже не	11	3
116	та же	1	3
117	т д	18	3
118	и по	2	3
119	таким образом	9	3
120	здесь мы	5	3
121	а затем	7	3
122	связанных с	1	3
123	по всему	1	3
124	в их	1	3
125	в которых	3	3
126	как можно	2	3
127	формы для	1	3
128	к тому	1	3
129	на основе	1	3
130	роль в	2	3
131	том как	2	3
132	а также	1	3
133	как у	2	3
134	затем в	3	3
135	борьба с	1	3
136	что и	6	3
137	того что	2	3
138	тот же	1	3
139	что он	22	3
140	все они	1	3
141	в качестве	7	3
142	и они	2	3
143	для него	1	3
144	тем что	10	3
145	в форме	3	3
146	что на	1	3
147	и даже	1	3
148	не было	1	3
149	о чем	2	3
150	еще нет	1	3
151	это значит	2	3
152	в это	2	3
153	вверх и	1	3
154	в этих	6	3
155	ее в	2	3
156	а в	3	3
157	в море	5	3
158	но эти	3	3
159	и другие	1	3
160	к этому	2	3
161	том числе	1	3
162	ту же	2	2
163	и есть	1	2
164	тем же	1	2
165	и так	1	2
166	почти всегда	1	2
167	мы имеем	14	2
168	они были	1	2
169	не был	1	2
170	аналогичный пример	1	2
171	совсем не	1	2
172	не считая	1	2
173	если в	3	2
174	в одной	1	2
175	то в	2	2
176	пространства и	1	2
177	и к	1	2
178	от этого	4	2
179	в этой	3	2
180	с одной	7	2
181	только один	3	2
182	под землей	2	2
183	о смерти	1	2
184	после этого	2	2
185	и вот	1	2
186	по всем	1	2
187	на этом	3	2
188	по себе	2	2
189	с тем	8	2
190	со своими	2	2
191	которой он	2	2
192	одна и	1	2
193	мы видели	7	2
194	в царстве	1	2
195	представление о	17	2
196	но он	2	2
197	и более	1	2
198	она не	2	2
199	эти формы	1	2
200	на котором	1	2
201	там где	6	2
202	и всегда	1	2
203	мире и	1	2
204	ссылаясь на	1	2
205	очень часто	1	2
206	могут быть	6	2
207	числе и	1	2
208	и потому	2	2
209	и это	4	2
210	и о	1	2
211	здесь не	1	2
212	без всякого	1	2
213	и от	1	2
214	в средневековой	1	2
215	в себя	3	2
216	особенно в	2	2
217	находится в	2	2
218	утверждает что	1	2
219	можно сказать	2	2
220	это не	6	2
221	и только	1	2
222	в литературе	1	2
223	значит что	2	2
224	что здесь	3	2
225	один из	2	2
226	мы видим	8	2
227	него и	5	2
228	и других	2	2
229	характерно что	1	2
230	представлений о	7	2
231	в конце	1	2
232	они сами	2	2
233	смерти с	1	2
234	не были	1	2
235	или иной	1	2
236	до сих	2	2
237	с другой	9	2
238	сюда же	3	2
239	было бы	1	2
240	наконец в	1	2
241	и затем	2	2
242	в некоторых	4	2
243	и пр	3	2
244	их не	1	2
245	а на	2	2
246	не знает	1	2
247	человек в	1	2
248	и мотив	1	2
249	дается как	1	2
250	если не	4	2
251	для чего	1	2
252	что все	4	2
253	не может	6	2
254	так же	5	2
255	как это	1	2
256	по своему	1	2
257	в данном	3	2
258	наряду с	4	2
259	одновременно с	2	2
260	а потом	1	2
261	этом случае	7	2
262	сих пор	2	2
263	драгоценные камни	3	2
264	только для	1	2
265	с большой	2	2
266	ее и	3	2
267	у них	1	2
268	но это	7	2
269	равно как	1	2
270	в иной	7	2
271	как на	1	2
272	во всяком	1	2
273	все что	1	2
274	себя как	1	1
275	то на	1	1
276	например в	5	1
277	относится и	1	1
278	и действительно	5	1
279	мы здесь	4	1
280	связан с	2	1
281	в преисподнюю	4	1
282	в воду	8	1
283	где-то за	1	1
284	на самом	1	1
285	вне связи	1	1
286	земель за	1	1
287	еще совершенно	1	1
288	некоторой степени	1	1
289	здесь и	1	1
290	фольклора и	1	1
291	ноги и	1	1
292	не имеют	1	1
293	весьма древний	1	1
294	должна быть	1	1
295	кости и	1	1
296	особенно часто	1	1
297	тридевять земель	3	1
298	а как	2	1
299	есть не	1	1
300	в особой	1	1
301	общества и	1	1
302	и свой	1	1
303	что ели	1	1
304	что уже	1	1
305	большую роль	1	1
306	вопрос о	2	1
307	на место	1	1
308	выходит из	1	1
309	одновременно в	1	1
310	представлением о	3	1
311	время как	1	1
312	после боя	4	1
313	из того	1	1
314	же что	1	1
315	форм в	1	1
316	это время	2	1
317	в ней	5	1
318	он сам	1	1
319	время в	2	1
320	я был	1	1
321	самом деле	2	1
322	всех приведенных	1	1
323	герой не	3	1
324	себе и	1	1
325	тому времени	1	1
326	отличие от	1	1
327	изображается с	1	1
328	как говорит	1	1
329	что во	2	1
330	его на	4	1
331	до его	2	1
332	и одним	1	1
333	что как	1	1
334	путь в	1	1
335	в него	5	1
336	все остальные	1	1
337	они дают	2	1
338	когда он	2	1
339	его к	3	1
340	быть объяснена	1	1
341	следующим образом	1	1
342	под тем	1	1
343	и отчасти	1	1
344	и этим	2	1
345	он дал	1	1
346	в самом	1	1
347	животных и	2	1
348	в которой	4	1
349	его а	1	1
350	мяса и	1	1
351	так в	2	1
352	левое ухо	1	1
353	еще один	2	1
354	частности с	1	1
355	остановиться на	1	1
356	и тот	1	1
357	этого образа	1	1
358	античности в	1	1
359	дальше и	1	1
360	его но	1	1
361	в брюхе	3	1
362	стороны в	1	1
363	он ни	1	1
364	мы можем	2	1
365	они в	1	1
366	в тот	1	1
367	не как	4	1
368	в мифах	6	1
369	и сказал	1	1
370	основные группы	1	1
371	так например	2	1
372	они на	1	1
373	в глубину	1	1
374	но все	5	1
375	и извергает	1	1
376	в состоянии	1	1
377	они должны	1	1
378	об этом	2	1
379	это же	3	1
380	особенности в	2	1
381	картину борьбы	1	1
382	на этой	4	1
383	это было	2	1
384	или просто	1	1
385	с животными	1	1
386	что один	1	1
387	на тех	2	1
388	и тем	4	1
389	чаще всего	1	1
390	о которых	2	1
391	а за	1	1
392	новые формы	1	1
393	других формах	1	1
394	ключ к	1	1
395	мы не	5	1
396	такой же	2	1
397	зато в	1	1
398	за тридевять	4	1
399	смысл и	1	1
400	он сказал	1	1
401	лучше всего	1	1
402	и еще	1	1
403	вещи в	1	1
404	в своей	2	1
405	видели в	1	1
406	вне всякого	1	1
407	есть как	1	1
408	за которым	1	1
409	а чтобы	1	1
410	имеется и	3	1
411	с самого	1	1
412	от его	1	1
413	тогда еще	1	1
414	в поэме	1	1
415	живут в	1	1
416	такую же	1	1
417	превратиться в	1	1
418	и эти	1	1
419	без всяких	2	1
420	борьбу с	1	1
421	приведем несколько	1	1
422	в мое	1	1
423	самое сердце	1	1
424	в пропасть	1	1
425	в землю	2	1
426	то их	1	1
427	случае мы	1	1
428	например и	1	1
429	что есть	1	1
430	в таких	3	1
431	с которой	1	1
432	виду что	1	1
433	не имеет	1	1
434	самого начала	1	1
435	одна из	2	1
436	на него	8	1
437	не по	1	1
438	материала в	1	1
439	когда они	2	1
440	в стадии	1	1
441	они стали	3	1
442	остановимся подробнее	1	1
443	и уже	1	1
444	имеет отношение	1	1
445	это мы	1	1
446	мертвых в	1	1
447	так много	1	1
448	через него	1	1
449	правда в	1	1
450	человека за	1	1
451	как новый	2	1
452	этих двух	1	1
453	или как	2	1
454	в живую	1	1
455	и связи	1	1
456	в бочке	6	1
457	во всем	2	1
458	по земле	1	1
459	дело сводится	1	1
460	уже и	2	1
461	особое внимание	1	1
462	не под	1	1
463	в стиле	1	1
464	и здесь	7	1
465	герой убивает	2	1
466	как только	1	1
467	девушке и	1	1
468	основаны на	1	1
469	его с	1	1
470	как для	1	1
471	сказать что	2	1
472	оно не	1	1
473	где он	1	1
474	все виды	1	1
475	приходит к	1	1
476	на помощь	1	1
477	себе в	1	1
478	свою очередь	1	1
479	в ее	4	1
480	данном случае	2	1
481	корова и	1	1
482	нами выше	1	1
483	то время	1	1
484	он принял	1	1
485	и характер	1	1
486	на свой	1	1
487	из желудка	1	1
488	и сам	2	1
489	иной мир	6	1
490	не за	1	1
491	здесь он	2	1
492	здесь как	2	1
493	с собой	1	1
494	еще в	2	1
495	что от	2	1
496	мы в	1	1
497	магические формулы	1	1
498	если бы	2	1
499	и вообще	3	1
500	один аналогичный	1	1
501	один человек	1	1
502	с человеком	1	1
503	феодальный строй	1	1
504	сводится к	1	1
505	также уже	1	1
506	все вещи	1	1
507	за пределами	1	1
508	но мы	3	1
509	никак не	1	1
510	в риме	1	1
511	и что	8	1
512	и движения	1	1
513	в различных	2	1
514	доходит до	1	1
515	этот момент	1	1
516	на одном	2	1
517	говорит он	1	1
518	он по	1	1
519	представления о	3	1
520	ряд других	1	1
521	своему содержанию	1	1
522	в другую	2	1
523	преисподнюю в	1	1
524	библейских и	1	1
525	герой в	4	1
526	в формах	2	1
527	см гл	3	1
528	о душе	1	1
529	землю и	2	1
530	вступить в	1	1
531	мы увидим	5	1
532	ли он	2	1
533	целого и	1	1
534	должен быть	2	1
535	и ее	1	1
536	близки к	1	1
537	трупа в	1	1
538	и выходит	1	1
539	именно на	2	1
540	себя в	6	1
541	оказывается в	1	1
542	море и	1	1
543	то и	1	1
544	борьбы с	1	1
545	затем через	1	1
546	в виде	9	1
547	как этот	1	1
