N	3gram	Bakhtin_Pr_2	Komedia
1	в том что	4	9
2	в то время	1	5
3	с другой стороны	1	5
4	к тому же	1	5
5	то время как	1	4
6	в конце концов	3	4
7	в одном из	1	4
8	то же время	3	4
9	в то же	3	4
10	по отношению к	8	3
11	в этом отношении	2	3
12	о том что	3	3
13	может быть даже	2	2
14	до сих пор	2	2
15	каждый из них	1	2
16	мы можем судить	1	2
17	на протяжении всего	2	2
18	именно потому что	1	2
19	на то что	2	2
20	в новое время	1	2
21	таким образом в	2	2
22	но прежде всего	1	1
23	точек зрения на	1	1
24	хотя и не	1	1
25	что же касается	1	1
26	как раз на	1	1
27	а в душе	1	1
28	более или менее	1	1
29	большей или меньшей	1	1
30	в них-то и	1	1
31	подобно тому как	2	1
32	различных точек зрения	1	1
33	в том числе	2	1
34	том что на	1	1
35	же как и	2	1
36	в зависимости от	3	1
37	только в условиях	1	1
38	у него не	1	1
39	а может быть	2	1
40	независимо от того	1	1
41	далеко за пределы	1	1
42	можно было бы	1	1
43	это вовсе не	2	1
44	что все это	1	1
45	и у него	1	1
46	в самом начале	3	1
47	и формы его	1	1
48	так же как	3	1
49	в данном случае	1	1
50	не только в	1	1
51	именно в этой	1	1
52	в высшей степени	1	1
53	смысле этого слова	2	1
54	в чем же	2	1
55	в отличие от	1	1
56	в его произведениях	1	1
57	и в их	1	1
58	из них не	1	1
59	и в дальнейшем	1	1
60	и в том	2	1
61	потому что они	2	1
62	этой точки зрения	2	1
63	во множественном числе	1	1
64	что он не	1	1
65	в дальнейшем течении	1	1
66	быть даже и	1	1
67	как один из	1	1
68	но он не	1	1
69	и независимо от	1	1
70	и каждый из	1	1
71	что у него	1	1
72	с самого начала	1	1
73	в его творчестве	3	1
74	друг от друга	2	1
75	в большинстве случаев	2	1
76	и видят в	1	1
77	не только их	2	1
78	тем не менее	1	1
79	как мы видели	3	1
80	одном из своих	1	1
81	в предисловии к	1	1
82	для того чтобы	1	1
83	может быть в	1	1
84	именно к этому	1	1
85	так как он	1	1
86	периода его творчества	1	1
