N	4gram	Losev_Vlad_3	Problema
1	и тем не менее	1	3
2	в буквальном смысле слова	1	2
3	не имеет ничего общего	2	2
4	что перед нами здесь	1	2
5	а это значит что	1	2
6	не что иное как	1	2
7	себе отчет в том	1	2
8	на самом же деле	2	2
9	в то время как	2	2
10	ни в каком смысле	1	2
11	содержит в себе и	2	2
12	то же самое время	1	2
13	ничего общего ни с	1	2
14	в то же самое	1	2
15	отчет в том что	1	2
16	в каком смысле не	1	2
17	мы не будем здесь	1	2
18	дело в том что	4	1
19	не говоря уже об	1	1
20	в том смысле как	1	1
21	о том как эта	1	1
22	не подлежит никакому сомнению	1	1
23	а тем не менее	1	1
24	достаточно указать хотя бы	1	1
25	также и то что	2	1
26	и в то же	2	1
27	взятое само по себе	1	1
28	том смысле как мы	1	1
29	тем не менее он	1	1
30	не выходит за пределы	1	1
31	с начала до конца	1	1
32	а вместе с тем	1	1
33	мало чем отличается от	1	1
34	еще и потому что	2	1
35	и вместе с тем	2	1
36	ничего не говорит о	2	1
37	сама по себе в	1	1
38	бы то ни было	1	1
39	с этой точки зрения	1	1
40	мы должны сказать что	1	1
41	указать хотя бы на	1	1
42	заключается в том что	1	1
43	не содержит в себе	1	1
44	отдавать себе отчет в	1	1
45	же в конце концов	1	1
46	так же как и	1	1
47	то более то менее	1	1
48	в себе также и	1	1
49	вовсе не так просто	1	1
50	имеет ничего общего с	2	1
51	то это значит что	4	1
52	возможна только при наличии	1	1
53	и ни в каком	1	1
54	свидетельствует о том что	2	1
55	мы только что сказали	1	1
56	то в каждой из	1	1
57	если иметь в виду	1	1
