N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	56
2	то есть	5	24
3	в романе	15	21
4	в его	10	18
5	таким образом	10	17
6	все эти	4	15
7	в этом	8	14
8	в том	8	13
9	так и	6	13
10	он был	1	12
11	в то	10	12
12	и его	9	12
13	то же	7	11
14	в них	1	11
15	в этих	1	11
16	как бы	11	11
17	и до	1	10
18	мы уже	1	10
19	еще не	5	10
20	же время	7	10
21	эпохи в	1	9
22	в самом	3	9
23	и не	9	9
24	только в	2	9
25	но и	8	9
26	во всех	1	8
27	не только	13	8
28	в нем	3	8
29	и с	8	8
30	и их	1	8
31	и даже	5	8
32	до сих	3	8
33	и др	3	8
34	сих пор	3	8
35	все это	6	8
36	том что	4	8
37	и на	5	7
38	в большинстве	1	7
39	уже говорили	1	7
40	как мы	1	7
41	у него	6	7
42	в частности	2	7
43	той же	1	6
44	в ее	2	6
45	в этой	5	6
46	но в	4	6
47	на его	4	6
48	своего времени	1	6
49	вовсе не	2	6
50	мы видим	4	6
51	связи с	1	6
52	прежде всего	8	6
53	потому что	7	6
54	одним из	3	5
55	у гоголя	1	5
56	с его	1	5
57	но не	5	5
58	в пределах	1	5
59	он не	3	5
60	так сказать	2	5
61	роль в	2	5
62	мы видели	1	5
63	такой же	2	5
64	во время	1	5
65	своего рода	3	5
66	в процессе	2	5
67	никогда не	11	5
68	в области	1	5
69	говорили что	1	5
70	один из	3	5
71	не было	2	5
72	как и	6	5
73	в творчестве	5	5
74	в результате	1	5
75	что в	7	5
76	и другие	1	5
77	ту же	1	4
78	например в	5	4
79	и потому	4	4
80	не был	1	4
81	и к	1	4
82	в которой	2	4
83	что это	1	4
84	в себе	3	4
85	при этом	8	4
86	их в	2	4
87	что все	1	4
88	и ее	2	4
89	и более	1	4
90	даже в	1	4
91	одна из	3	4
92	и несколько	1	4
93	в духе	4	4
94	того времени	1	4
95	и других	2	4
96	о том	5	4
97	в ту	2	4
98	с одной	1	4
99	так как	3	4
100	в изображении	1	4
101	пор еще	1	4
102	в основе	2	4
103	в свете	3	4
104	в своих	3	4
105	в году	16	3
106	в их	3	3
107	не просто	1	3
108	перед нами	1	3
109	и наконец	2	3
110	его к	1	3
111	главным образом	1	3
112	первой части	4	3
113	характер в	2	3
114	ведь в	1	3
115	не мог	1	3
116	не в	4	3
117	но он	1	3
118	в таких	1	3
119	казалось бы	3	3
120	во все	1	3
121	другом месте	1	3
122	рядом с	2	3
123	и о	1	3
124	характер и	1	3
125	мы наблюдаем	1	3
126	в другом	1	3
127	в образе	3	3
128	и здесь	1	3
129	между тем	3	3
130	в литературе	2	3
131	одной из	3	3
132	так что	2	3
133	уже не	3	3
134	был бы	1	3
135	что и	1	3
136	может быть	8	3
137	к которому	2	3
138	что для	1	3
139	более того	2	3
140	сказать что	1	3
141	связь с	2	3
142	образом и	1	3
143	в первой	2	3
144	в связи	1	3
145	то что	3	3
146	том числе	1	3
147	самом деле	2	2
148	по преимуществу	2	2
149	действительности и	1	2
150	из всех	1	2
151	мы не	4	2
152	и стиль	1	2
153	прибегает к	1	2
154	с другой	2	2
155	почти до	1	2
156	что они	4	2
157	хотя и	4	2
158	когда он	4	2
159	и как	1	2
160	за это	1	2
161	с их	1	2
162	смеха в	1	2
163	что она	4	2
164	и еще	2	2
165	в виде	2	2
166	и такие	1	2
167	так например	3	2
168	в мире	5	2
169	его в	3	2
170	смеха и	1	2
171	ни в	1	2
172	из нее	1	2
173	несмотря на	1	2
174	в развитии	1	2
175	для него	3	2
176	в своей	6	2
177	в котором	3	2
