N	3gram	Voloshinov_2	Narrotol
1	в том что	6	8
2	не сводится к	1	6
3	не только в	1	6
4	по отношению к	8	5
5	в отличие от	3	5
6	с одной стороны	3	5
7	о том что	3	4
8	к тому же	2	4
9	тем не менее	1	4
10	в соответствии с	1	3
11	в этом отношении	1	3
12	той или иной	4	3
13	того или иного	2	3
14	то же время	8	3
15	в конечном счете	1	3
16	можно сказать что	1	3
17	в то же	8	3
18	к тому что	3	3
19	с точки зрения	13	2
20	на самом деле	4	2
21	но и в	2	2
22	и не может	3	2
23	в равной степени	1	2
24	не может быть	10	2
25	и того же	4	1
26	на том что	1	1
27	что иное как	1	1
28	одной стороны и	2	1
29	в той или	3	1
30	как он относится	1	1
31	так сказать с	1	1
32	в данный момент	1	1
33	в живой речи	1	1
34	всех без исключения	2	1
35	прежде всего на	1	1
36	одним и тем	2	1
37	может быть сведена	1	1
38	как бы не	1	1
39	более или менее	2	1
40	в этом последнем	2	1
41	в самом деле	5	1
42	и т.п то	1	1
43	в слове и	1	1
44	продукт социального взаимодействия	1	1
45	свидетельствует о том	1	1
46	в этом процессе	1	1
47	или даже вовсе	1	1
48	той же самой	1	1
49	то же самое	5	1
50	по сравнению с	1	1
51	только по отношению	1	1
52	в таком случае	3	1
53	в зависимости от	2	1
54	что все эти	1	1
55	к тому или	1	1
56	а с другой	1	1
57	в противном случае	2	1
58	на себя самого	1	1
59	до сих пор	3	1
60	не могли бы	1	1
61	той степени в	1	1
62	так или иначе	1	1
63	между тем для	1	1
64	так а не	1	1
65	в противоречие с	1	1
66	и тем же	2	1
67	во всех без	1	1
68	тому или иному	1	1
69	однако и здесь	1	1
70	и все его	1	1
71	а не иначе	1	1
72	в связи с	7	1
73	в гостиной в	1	1
74	быть сведена к	1	1
75	в этом направлении	1	1
76	во всяком случае	2	1
77	и в других	1	1
78	в той степени	1	1
79	степени в какой	1	1
80	на протяжении веков	1	1
81	и небо и	1	1
82	но они не	1	1
83	так и в	1	1
84	начало и конец	1	1
85	одного и того	4	1
86	в большинстве случаев	5	1
87	не что иное	1	1
88	для того чтобы	6	1
89	с той или	1	1
90	это свидетельствует о	1	1
91	является не только	2	1
92	не в слове	1	1
