N	3gram	Vygotskiy__3	Problemy
1	с самого начала	6	8
2	по отношению к	2	6
3	мы уже говорили	5	5
4	с которым он	1	4
5	во всяком случае	4	4
6	той или иной	2	4
7	друг с другом	5	4
8	в этом смысле	2	3
9	и в самом	1	3
10	бы то ни	1	3
11	уже говорили что	2	3
12	то ни было	1	3
13	в высшей степени	6	3
14	в конце концов	1	3
15	друг к другу	1	3
16	с другой стороны	3	3
17	не может быть	2	3
18	и к другому	1	3
19	смысле этого слова	4	2
20	с точки зрения	1	2
21	как и все	1	2
22	сам по себе	1	2
23	в отличие от	6	2
24	к тому чтобы	1	2
25	можно было бы	5	2
26	слова и его	1	2
27	на этот раз	1	2
28	и в этом	2	2
29	так и в	2	2
30	подобно тому как	1	2
31	как мы уже	2	2
32	в том что	17	2
33	мы увидим что	1	2
34	что он в	1	2
35	все более и	1	1
36	самого начала все	1	1
37	тот же самый	1	1
38	точки зрения на	2	1
39	и другого в	1	1
40	на которой он	1	1
41	на котором мы	1	1
42	но и по	1	1
43	самого начала в	1	1
44	в этом случае	1	1
45	до сих пор	1	1
46	отношении друг к	1	1
47	вместе с тем	10	1
48	мы могли бы	7	1
49	то что в	2	1
50	за то что	1	1
51	заключает в себе	2	1
52	том или ином	1	1
53	что дело идет	1	1
54	он не мог	1	1
55	благодаря этому его	1	1
56	как если бы	1	1
57	и то что	2	1
58	в котором все	1	1
59	к тому что	1	1
60	что он так	1	1
61	о том как	1	1
62	в значительной степени	1	1
63	его к тому	1	1
64	то время как	4	1
65	в данном случае	1	1
66	общения с ним	1	1
67	и все его	1	1
68	время как в	1	1
69	и как бы	1	1
70	всяком случае не	1	1
71	и в отношении	2	1
72	и т.д но	1	1
73	к той же	1	1
74	и в том	1	1
75	мы видели что	3	1
76	и во всяком	2	1
77	в то время	4	1
78	не в плане	1	1
79	раз и навсегда	1	1
80	из которых каждый	2	1
81	но тем не	1	1
82	как и в	2	1
83	и слово с	1	1
84	всяком случае в	1	1
85	но только в	1	1
86	в такой форме	1	1
87	с внутренней речью	1	1
88	и вместе с	2	1
89	в свою очередь	2	1
90	и того же	4	1
91	о том что	3	1
92	но все эти	1	1
93	более и более	1	1
94	и у человека	1	1
95	одного и того	4	1
96	друг от друга	1	1
97	тем не менее	5	1
98	этого слова и	1	1
99	как мы говорили	1	1
100	какого бы то	1	1
101	но ни один	1	1
102	сама по себе	1	1
103	по сравнению со	1	1
104	как мы видели	3	1
105	то что они	1	1
106	могли бы сказать	3	1
107	для того чтобы	7	1
108	того же слова	1	1
109	определения и все	1	1
110	что и в	5	1
111	то же самое	1	1
112	в этом отношении	3	1
113	с первого же	1	1
114	но по своей	1	1
