N	2gram	Bakhtin_Fr_7	Otkroven
1	у него	6	22
2	и в	41	19
3	но и	9	13
4	и не	7	13
5	в этом	15	12
6	человека в	2	11
7	не в	9	11
8	не только	5	11
9	может быть	4	11
10	а не	2	11
11	человека и	1	10
12	в нем	7	10
13	и все	14	10
14	прежде всего	11	9
15	к человеку	2	9
16	не было	3	9
17	в человеке	2	9
18	никогда не	2	9
19	потому что	5	9
20	он был	3	8
21	в его	12	7
22	человек не	1	7
23	он не	4	7
24	в глубине	1	7
25	до конца	2	7
26	нет ничего	1	7
27	но он	4	7
28	от него	1	7
29	как и	14	6
30	все это	10	6
31	отношение к	2	5
32	в том	11	5
33	в самом	1	5
34	в этой	13	5
35	человеке и	1	5
36	для него	6	5
37	него в	1	5
38	а в	5	5
39	то что	8	5
40	человеку и	1	5
41	он сам	1	4
42	с его	2	4
43	все в	1	4
44	все эти	13	4
45	него и	1	4
46	на земле	4	4
47	не может	3	4
48	о бессмертии	1	4
49	и его	9	4
50	что в	9	4
51	только и	1	4
52	и есть	3	3
53	различие между	1	3
54	о том	6	3
55	еще не	2	3
56	к нему	5	3
57	жизни все	1	3
58	легенде о	1	3
59	было бы	4	3
60	того что	2	3
61	что он	3	3
62	и ее	2	3
63	в себе	11	3
64	о природе	1	3
65	и вот	2	3
66	не могут	1	3
67	это было	2	3
68	что человек	1	3
69	это не	6	3
70	чем на	1	3
71	никто не	10	3
72	мысли и	1	3
73	как бы	7	3
74	с ним	2	3
75	и от	8	3
76	в этих	2	3
77	души но	1	3
78	в своих	1	3
79	все что	4	3
80	и с	4	2
81	те которые	1	2
82	и то	2	2
83	в ее	1	2
84	мысль о	1	2
85	этого мира	1	2
86	что у	3	2
87	так и	10	2
88	его не	1	2
89	и о	1	2
90	движение в	8	2
91	по себе	1	2
92	и на	4	2
93	природы и	1	2
94	совсем не	3	2
95	что и	5	2
96	что они	1	2
97	в истории	1	2
98	как к	1	2
99	в своем	9	2
100	и нет	1	2
101	все же	1	2
102	и к	5	2
103	и потому	3	2
104	и этим	1	2
105	в которой	2	2
106	он в	1	2
107	учение о	2	2
108	так что	1	2
109	уже в	5	2
110	о которой	1	2
111	одно из	1	2
112	же это	1	2
113	ведь это	1	2
114	так как	3	2
115	этом мире	1	2
116	тем что	3	2
117	в других	1	2
118	даже и	1	2
119	момент в	4	2
120	в другом	1	2
121	и из	1	2
122	его в	3	2
123	человека а	1	2
124	сказать что	1	2
125	с тем	1	2
126	чем в	1	2
127	для человека	1	2
128	должно быть	4	2
129	том что	4	2
130	что есть	2	2
131	в глубь	2	2
132	от человека	1	2
133	к этому	5	2
134	и там	1	2
135	в человеческом	3	2
136	свобода и	1	2
137	человека есть	1	2
138	не имеет	3	2
139	у кого	1	2
140	и для	5	2
141	и бесконечно	1	2
142	ничего не	4	2
143	не есть	2	2
144	в глубину	1	2
145	легенда о	1	2
146	в своей	3	2
147	что все	2	2
148	всего в	5	2
149	хотя и	4	2
150	ее в	1	2
151	но в	8	2
152	о судьбе	1	1
153	и это	5	1
154	и самое	1	1
155	отношения к	1	1
156	также и	2	1
157	например в	3	1
158	с образом	3	1
159	и через	1	1
160	в виду	4	1
161	сам по	1	1
162	на нем	1	1
163	на самом	2	1
164	характер и	1	1
165	между двумя	1	1
166	из самых	3	1
167	к другому	1	1
168	и до	6	1
169	уже указывали	1	1
170	должна быть	1	1
171	и когда	1	1
172	стихию которая	1	1
173	легенды о	3	1
174	можно было	3	1
175	из всех	2	1
176	не с	1	1
177	есть не	2	1
178	из которой	1	1
179	он знает	2	1
180	мы не	2	1
181	том как	2	1
182	ту же	2	1
183	представляется мне	1	1
184	связан с	2	1
185	динамично все	1	1
186	в первый	1	1
187	эпоху возрождения	1	1
188	в эпоху	7	1
189	и проклятие	1	1
190	бессмертии души	1	1
191	в сущности	4	1
192	находится в	2	1
193	о нем	3	1
194	кого не	1	1
195	это я	1	1
196	но к	1	1
197	в ней	5	1
198	нем все	1	1
199	и что	1	1
200	в глаза	1	1
201	его жизни	1	1
202	после того	4	1
203	бы еще	1	1
204	все его	3	1
205	это была	3	1
206	там и	1	1
207	самом деле	1	1
208	доходит до	1	1
209	но не	1	1
210	и всякий	1	1
211	в новом	1	1
212	иногда и	1	1
213	себе и	1	1
214	в форме	3	1
215	человек может	2	1
216	все время	2	1
217	в центре	1	1
218	что во	1	1
219	в одной	2	1
220	как в	5	1
221	по содержанию	1	1
222	бросается в	1	1
223	в частности	1	1
224	один из	1	1
225	что только	1	1
226	и как	2	1
227	от народной	1	1
228	дается в	1	1
229	с ними	3	1
230	не существенны	1	1
231	открытым и	1	1
232	ли он	1	1
233	силе и	1	1
234	и судьбу	1	1
235	от этого	3	1
236	жизни есть	1	1
237	женщинами и	1	1
238	и после	1	1
239	который в	1	1
240	что это	4	1
241	от бога	1	1
242	счастья и	1	1
243	есть для	1	1
244	за это	1	1
245	со всеми	2	1
246	к которой	1	1
247	думать что	1	1
248	путь которым	1	1
249	нигде и	1	1
250	с их	1	1
251	но о	1	1
252	формы все	1	1
253	уже не	2	1
254	говорят о	1	1
255	ее как	1	1
256	еще одну	1	1
257	бы ни	1	1
258	и других	2	1
259	из них	3	1
260	после этого	1	1
261	но от	1	1
262	что сама	1	1
263	его и	1	1
264	этого только	1	1
265	они в	2	1
266	чем у	1	1
267	в силу	1	1
268	в корне	1	1
269	в одном	3	1
270	вовсе не	7	1
271	и человеческого	1	1
272	этом отношении	2	1
273	в каждом	1	1
274	тот должен	1	1
275	это движение	2	1
276	в совершенно	1	1
277	и даже	1	1
278	и человека	1	1
279	интерес к	2	1
280	как у	1	1
281	свете в	1	1
282	лица в	1	1
283	и прежде	1	1
284	в свой	1	1
285	в жизни	1	1
286	в это	3	1
287	смерть и	1	1
288	на поверхности	1	1
289	говорит о	1	1
290	притом не	1	1
291	в них	7	1
292	свободы от	1	1
293	попал в	1	1
294	был в	2	1
295	на этот	1	1
296	и самый	1	1
297	и путь	1	1
298	о чем	1	1
299	мировой истории	1	1
300	бога и	1	1
301	в мире	3	1
302	народа и	1	1
303	мира в	4	1
304	он и	1	1
305	в одно	1	1
306	его образ	1	1
307	не так	1	1
308	места в	2	1
309	связь с	1	1
310	в недра	1	1
311	видели в	3	1
312	начиная с	1	1
313	все основные	1	1
314	его как	2	1
315	и без	1	1
316	как это	1	1
317	эта тема	1	1
318	в котором	1	1
319	он понимал	1	1
320	оказывается что	3	1
321	он говорит	1	1
322	этого типа	1	1
323	этих словах	1	1
324	страстей в	1	1
325	одном из	4	1
326	он ведет	1	1
327	эта не	1	1
328	мир и	1	1
329	личности всегда	1	1
330	говорит с	1	1
331	над ними	1	1
332	в мир	1	1
333	что было	1	1
334	всяком случае	1	1
335	в конце	8	1
336	как от	1	1
337	свободной и	1	1
338	что сам	1	1
339	которым он	3	1
340	вокруг которого	2	1
341	и формы	1	1
342	захватывает и	3	1
343	в отношении	3	1
344	глубину в	1	1
345	и здесь	4	1
346	но это	3	1
347	оба они	1	1
348	природу и	1	1
349	а иногда	1	1
350	она не	1	1
351	и по-новому	1	1
352	бессмертия и	2	1
353	мысли в	1	1
354	дело в	2	1
355	того как	5	1
356	одна из	4	1
357	ближе к	1	1
358	ее с	1	1
359	в процессе	2	1
360	не по	1	1
361	было не	1	1
362	и иллюзий	2	1
363	по недоразумению	1	1
364	есть путь	1	1
365	характерна не	1	1
366	в силах	2	1
367	в разных	2	1
368	бы в	2	1
369	еще более	2	1
370	его судьбу	1	1
371	по своей	1	1
372	вовлекает в	1	1
373	во всем	1	1
374	этой речи	2	1
375	в сознании	1	1
376	новое о	1	1
377	нужно отметить	1	1
378	всех тех	1	1
379	но есть	3	1
380	ведь все	3	1
381	у нас	1	1
382	и эта	3	1
383	среди них	1	1
384	но там	1	1
385	от всех	1	1
386	к его	1	1
387	для нашего	2	1
388	и дал	1	1
389	ко всему	1	1
390	но оно	1	1
391	и всех	1	1
392	та же	4	1
393	в свое	2	1
394	особенно в	2	1
395	человека человек	1	1
396	его страшно	1	1
397	жизни и	3	1
398	глубь человеческого	1	1
399	во всяком	2	1
400	идущих в	1	1
401	указывает на	1	1
402	они и	2	1
403	человека образ	1	1
404	все подчинено	1	1
405	от которой	1	1
