N	2gram	Potebnia_M_1	Problema
1	и не	18	28
2	то есть	42	27
3	не только	21	24
4	только в	25	23
5	в виде	1	22
6	вовсе не	5	21
7	и в	39	20
8	в том	26	20
9	ни в	1	17
10	все эти	1	16
11	то что	10	15
12	потому что	52	15
13	точки зрения	8	14
14	у нас	2	14
15	было бы	12	14
16	но и	20	14
17	перед нами	1	13
18	не в	15	13
19	даже и	2	13
20	в нашем	1	12
21	в себе	13	12
22	том что	16	12
23	не есть	10	12
24	с точки	3	11
25	по себе	10	11
26	прежде всего	4	11
27	как будто	2	11
28	едва ли	1	10
29	тем не	6	10
30	и его	5	10
31	не менее	6	10
32	так и	13	10
33	при помощи	2	10
34	это значит	1	10
35	есть нечто	4	9
36	в этом	15	9
37	может быть	27	9
38	и даже	4	9
39	все это	1	9
40	но в	9	8
41	таким образом	13	8
42	если бы	14	8
43	значит что	1	8
44	что он	1	8
45	в результате	1	8
46	и все	3	8
47	во всяком	3	8
48	то же	6	7
49	мы не	10	7
50	в ней	7	7
51	еще не	6	7
52	и с	3	7
53	это не	7	7
54	общего и	1	7
55	здесь не	1	7
56	хотя бы	2	7
57	и тем	3	7
58	есть в	2	7
59	с другой	7	7
60	именно в	1	7
61	сказать что	3	7
62	а не	21	7
63	и потому	5	7
64	такого рода	1	7
65	сам по	1	6
66	есть не	2	6
67	мы имеем	1	6
68	а только	4	6
69	только при	2	6
70	при этом	6	6
71	как и	9	6
72	в данном	1	6
73	но если	2	6
74	и без	3	6
75	по крайней	2	6
76	в каком	6	6
77	в виду	2	6
78	и вообще	3	6
79	крайней мере	2	6
80	так что	16	6
81	в одно	2	6
82	но это	5	6
83	и от	3	6
84	для нас	9	6
85	другой стороны	5	6
86	в таком	5	6
87	на самом	1	5
88	но не	8	5
89	как в	10	5
90	хотя и	3	5
91	и если	2	5
92	в нем	20	5
93	да и	1	5
94	в них	3	5
95	в этих	7	5
96	когда мы	2	5
97	и вполне	1	5
98	и о	2	5
99	в ее	1	5
100	каждый раз	4	5
101	о том	2	5
102	жизни и	2	5
103	уже не	2	5
104	если мы	3	5
105	так как	21	5
106	случае не	1	5
107	известного рода	1	5
108	то и	7	5
109	человеческой жизни	1	5
110	не может	22	5
111	вместе с	8	5
112	так же	5	5
113	в смысле	4	5
114	не существует	2	5
115	или в	2	5
116	ничего общего	2	5
117	и т	6	4
118	что его	1	4
119	и есть	2	4
120	уже в	1	4
121	в этой	3	4
122	что она	1	4
123	в отвлеченном	1	4
124	времени и	2	4
125	с тем	5	4
126	несмотря на	5	4
127	в своей	3	4
128	всяком случае	1	4
129	в одном	8	4
130	в отношении	1	4
131	тем самым	4	4
132	не имеет	5	4
133	только не	2	4
134	в разных	2	4
135	в самой	3	4
136	указывает на	1	4
137	можно было	1	4
138	с ним	3	4
139	никак не	2	4
140	в математике	1	4
141	и во	3	4
142	во всех	5	4
143	и только	2	4
144	тем более	2	4
145	и ее	1	4
146	или даже	3	4
147	что не	10	4
148	с этим	7	4
149	как бы	6	4
150	и для	5	4
151	бы даже	2	4
152	же в	2	4
153	а в	5	4
154	в то	4	4
155	в какой	1	4
156	самом деле	1	3
157	в зависимости	1	3
158	и этот	1	3
159	то это	5	3
160	в каждой	1	3
161	и на	1	3
162	но как	3	3
163	явлений и	3	3
164	в истории	7	3
165	в своем	3	3
166	сказать о	1	3
167	т д	4	3
168	но все	2	3
169	в другом	1	3
170	того или	1	3
171	с другими	1	3
172	этом смысле	4	3
173	из них	1	3
174	здесь нет	1	3
175	в жизни	3	3
176	все равно	1	3
177	связи с	3	3
178	нет никакого	1	3
179	если и	2	3
180	и другое	3	3
181	на себе	2	3
182	самой жизни	1	3
