N	3gram	Bakhtin_sl_1	Myslijsy
1	в том что	1	7
2	в этом случае	2	5
3	по крайней мере	1	5
4	не может быть	1	5
5	о том что	1	5
6	а между тем	2	4
7	до сих пор	2	4
8	и т п	23	4
9	и в этом	2	4
10	можно сказать что	1	4
11	для того чтобы	1	4
12	тем не менее	1	4
13	с точки зрения	8	3
14	во всяком случае	5	3
15	и т д	5	3
16	то же время	12	3
17	тем и другим	1	3
18	не только не	1	3
19	в то же	12	3
20	в том и	2	2
21	хотя бы и	3	2
22	до известной степени	2	2
23	рано или поздно	1	2
24	в данном случае	3	2
25	не могут быть	2	2
26	так или иначе	1	2
27	это не значит	1	2
28	том что между	1	2
29	и в том	2	2
30	равно как и	1	2
31	то есть в	1	2
32	в большинстве случаев	6	2
33	внутреннюю форму слова	1	1
34	отношение говорящего к	1	1
35	а следовательно и	1	1
36	было бы невозможно	1	1
37	в которой все	1	1
38	как и у	1	1
39	дело в том	1	1
40	бы ни был	1	1
41	и той же	1	1
42	к языку и	2	1
43	же время и	1	1
44	он может быть	1	1
45	со всех сторон	1	1
46	прозе и в	1	1
47	языка то есть	2	1
48	но и в	1	1
49	в этом отношении	1	1
50	на который оно	1	1
51	и к нему	2	1
52	в поэтическом произведении	3	1
53	и не может	2	1
54	может быть только	2	1
55	и не в	1	1
56	и потому не	1	1
57	может быть и	1	1
58	как в поэзии	1	1
59	невозможно так как	1	1
60	может быть не	1	1
61	дело не с	2	1
62	если бы мы	1	1
63	в первый раз	1	1
64	мы не знаем	1	1
65	с одной стороны	4	1
66	то есть таких	1	1
67	от своего собственного	1	1
68	и в отношении	1	1
69	то есть понимание	1	1
70	может иметь место	1	1
71	в свою очередь	2	1
72	то есть не	1	1
73	а не как	2	1
74	тесной связи с	1	1
75	изучать слово в	1	1
76	с другой стороны	4	1
77	но сама она	1	1
78	в свое время	1	1
79	это было бы	1	1
80	таким образом в	3	1
81	бы и с	1	1
82	в то время	2	1
83	никогда не может	1	1
84	в одном из	1	1
85	и все это	1	1
86	с самого начала	1	1
87	как бы ни	2	1
88	бы они ни	1	1
89	до этого момента	1	1
90	для нас в	1	1
91	т п и	1	1
92	к тому что	2	1
93	они могут быть	6	1
94	одной и той	1	1
95	у нас в	1	1
96	как и в	1	1
