N	3gram	Voloshinov_1	Hudozhes
1	о том что	2	9
2	в том что	1	6
3	в самом деле	2	4
4	можно было бы	1	4
5	с точки зрения	6	3
6	в этом отношении	1	3
7	в связи с	1	3
8	мы уже знаем	1	2
9	до сих пор	3	2
10	связи с этим	1	2
11	не может быть	3	2
12	самом деле в	1	2
13	в конечном счете	2	2
14	одних и тех	1	1
15	уже знаем что	1	1
16	в чем не	3	1
17	то что я	1	1
18	а в конце	1	1
19	прежде всего на	1	1
20	на самом деле	4	1
21	в этом смысле	3	1
22	то же самое	1	1
23	сих пор еще	1	1
24	же как и	1	1
25	может быть только	1	1
26	и в этом	2	1
27	ни в ком	1	1
28	с самого начала	4	1
29	и та же	1	1
30	нет ничего удивительного	1	1
31	что на этом	1	1
32	нет и быть	1	1
33	с этой точки	1	1
34	и тех же	1	1
35	не чем иным	1	1
36	мы узнаем о	1	1
37	в высшей степени	1	1
38	в себя и	1	1
39	говорили что на	1	1
40	так и в	1	1
41	в этот момент	1	1
42	уже не может	1	1
43	во всяком случае	3	1
44	одна и та	1	1
45	в свое время	1	1
46	в данном случае	1	1
47	ни в чем	3	1
48	чем иным как	1	1
49	на наших глазах	1	1
50	и она не	1	1
51	этой точки зрения	1	1
52	для него уже	1	1
53	и быть не	1	1
54	в том смысле	1	1
55	с одной стороны	1	1
56	друг с другом	1	1
57	на первый взгляд	1	1
