N	3gram	Tiupa_Hudo_1	DiskursI
1	в отличие от	1	12
2	в данном случае	1	6
3	в том что	6	6
4	то же время	8	5
5	как и в	3	5
6	по отношению к	8	4
7	в этом отношении	3	4
8	анекдота и притчи	8	4
9	в то же	8	4
10	с одной стороны	1	4
11	не может претендовать	1	3
12	так и в	1	3
13	не может быть	2	3
14	при всей своей	1	3
15	о том что	9	3
16	может претендовать на	1	3
17	одной стороны и	1	2
18	состоит в том	1	2
19	что же касается	2	2
20	с точки зрения	3	2
21	в первую очередь	2	2
22	заключает в себе	1	2
23	и притчевого начал	2	2
24	содержит в себе	1	2
25	не сводится к	1	2
26	но при этом	1	2
27	несет в себе	3	2
28	в свое время	1	2
29	на первый взгляд	1	2
30	это еще не	1	2
31	анекдотического и притчевого	2	2
32	в творчестве чехова	3	2
33	в русской литературе	3	2
34	ему не нужно	1	1
35	вечности на низменное	1	1
36	поражали и угнетали	1	1
37	срывается только отсюда	1	1
38	людям которые каждый	1	1
39	как произведение не	1	1
40	видение жизни иной	1	1
41	к чему сдалось	1	1
42	универсальности видение жизни	1	1
43	но тут же	1	1
44	по своей природе	2	1
45	в безграничной степи	1	1
46	том что в	2	1
47	везли мы вместе	1	1
48	своей всеобъемлемости и	1	1
49	на животе его	1	1
50	степи и вековых	1	1
51	но и от	1	1
52	как старик начинает	1	1
53	к той самой	1	1
54	удача либо неудача	1	1
55	такой же мере	2	1
56	царя александра что	1	1
57	места где клады	1	1
58	приходит в голову	1	1
59	и беззвучии чувствовались	1	1
60	сказочность человеческого счастья	1	1
61	а фантастичность и	1	1
62	где клады есть	1	1
63	встречать а тогда	1	1
64	в чем не	1	1
65	в москву везли	1	1
66	увидит даже город	1	1
67	этой вершины видна	1	1
68	и ночах вероятно	1	1
69	счастье людям которые	1	1
70	нечистая сила так	1	1
71	не было видно	1	1
72	себя в другом	1	1
73	были что ни	1	1
74	жизни иной картины	1	1
75	курьезное своей окказиональностью	1	1
76	интересовало его не	1	1
77	же ровная и	1	1
78	не нужно и	1	1
79	параллель в образе	1	1
80	к себе самому	2	1
81	и произвол захочет	1	1
82	непонятно а фантастичность	1	1
83	все дело в	1	1
84	и точность словесного	1	1
85	ни в безграничной	1	1
86	на городище и	1	1
87	как гусиная лапка	1	1
88	прежде всего на	1	1
89	вместе ходили покойника	1	1
90	шаг то гнездо	1	1
91	прежде всего в	1	1
92	шлях не на	1	1
93	жменю я его	1	1
94	диаметрально противоположные ориентации	1	1
95	дорог всеобъемлющий взгляд	1	1
96	которое повторяется аккуратно	1	1
97	творческого наследия чехова	1	1
98	из таганрога на	1	1
99	таганрога на подводах	1	1
100	и овечьих мыслей	1	1
101	сила так и	1	1
102	роль анекдота в	1	1
103	знать притчевое по	1	1
104	замечали друг друга	1	1
105	к рассказу о	1	1
106	анекдот конденсируется в	1	1
107	в самом деле	4	1
108	александра что французов	1	1
109	и полное равнодушие	1	1
110	деревни а дальнозоркий	1	1
111	дроф эта динамичная	1	1
112	небе о днях	1	1
113	ковыли дудачьи гнезда	1	1
114	однообразия вечности на	1	1
115	той поры как	1	1
116	динамичная чреватая анекдотическими	1	1
117	свистеть начнет вот	1	1
118	по своей всеобъемлемости	1	1
119	пыльному подорожнику к	1	1
120	образе мыслящих овец	1	1
121	пастух санька лежит	1	1
122	гнал из таганрога	1	1
123	того или иного	2	1
124	и вековых курганов	1	1
125	что на этом	1	1
126	и там где	1	1
127	не имеют никакого	1	1
128	собственного личного опыта	1	1
129	счастья и овечьих	1	1
130	а тогда большой	1	1
131	друг от друга	1	1
132	и молокан деревни	1	1
133	низменное многообразие человеческой	1	1
134	всеобъемлющий взгляд с	1	1
135	одних и тех	1	1
136	меняется направление дорог	1	1
137	мира полемически противостоит	1	1
138	хутора немцев и	1	1
139	собственной жизнью даже	1	1
140	имеют никакого отношения	1	1
141	ходили покойника царя	1	1
142	всеобъемлемости и универсальности	1	1
143	но уже следующей	1	1
144	событиями но превратны	1	1
145	полете этих долговечных	1	1
146	фантастичность и сказочность	1	1
147	идея другой жизни	1	1
148	и в то	1	1
149	их мысли длительные	1	1
150	до известной степени	1	1
151	камнями или где	1	1
152	в апелляции к	1	1
153	есть в крепости	1	1
154	годов шестьдесят знаю	1	1
155	неудача и произвол	1	1
156	авторское определение жанра	1	1
157	как в анекдоте	2	1
158	связующее звено между	1	1
159	жизни и смерти	3	1
160	счастья именно ему	1	1
161	старик начинает свой	1	1
162	возвышенного однообразия вечности	1	1
163	своей собственной жизнью	1	1
164	точность словесного выражения	1	1
165	три балочки и	1	1
166	там где теперь	1	1
167	вершины видна равнина	1	1
168	на бахмут шел	1	1
169	фантастикой и авантюрностью	1	1
170	того и другого	1	1
171	царят удача либо	1	1
172	интеллектуальную тревогу за	1	1
173	и того и	1	1
174	и глядит в	1	1
175	широкой степи и	1	1
176	обращено к пыльному	1	1
177	в ленивом полете	1	1
178	в другом и	1	1
179	каждый день могут	1	1
180	либо неудача и	1	1
181	при этом не	1	1
182	верхушкой с этой	1	1
183	позы в которых	1	1
184	шел а с	1	1
185	санька лежит на	1	1
186	неподвижности и беззвучии	1	1
187	человека внушить ему	1	1
188	где теперь ковыли	1	1
189	тремя камнями или	1	1
190	большой шлях не	1	1
191	здесь царят удача	1	1
192	активизировать мысль человека	1	1
193	захочет нечистая сила	1	1
194	взгляд с позиции	1	1
195	камне свистеть начнет	1	1
196	ничего не знаем	1	1
197	ему интеллектуальную тревогу	1	1
198	притчи или анекдота	1	1
199	на спине и	1	1
200	той самой земле	1	1
201	решения вопроса жизни	1	1
202	равнина такая же	1	1
203	в паремию пословично-афористическую	1	1
204	притчевое по своей	1	1
205	именно в этом	1	1
206	курганов есть другая	1	1
207	в предыдущей главе	3	1
208	глядит в небо	1	1
209	восходит к истокам	1	1
210	москву везли мы	1	1
211	человеческого счастья именно	1	1
212	такая же ровная	1	1
213	на три балочки	1	1
214	и тех же	1	1
215	как царя александра	1	1
216	к одному из	1	1
217	а дальнозоркий калмык	1	1
218	века и полное	1	1
219	картина мира полемически	1	1
220	этих долговечных птиц	1	1
221	повторяется аккуратно каждые	1	1
222	уже не замечали	1	1
223	к пыльному подорожнику	1	1
224	в это время	1	1
225	читатель застает героев	1	1
226	фразой почти достигнутая	1	1
227	дальнозоркий калмык увидит	1	1
228	сутки ни в	1	1
