N	2gram	Potebnia_M_2	DiskursI
1	в себе	10	19
2	при этом	13	17
3	в этом	8	16
4	как и	7	16
5	состоит в	2	16
6	и в	24	16
7	может быть	23	16
8	и не	19	15
9	а не	18	14
10	отличие от	1	12
11	то есть	30	12
12	в отличие	1	12
13	тогда как	10	11
14	но в	4	11
15	но и	9	11
16	со стороны	3	10
17	не только	15	10
18	том что	8	10
19	так и	5	9
20	не может	12	9
21	как в	10	8
22	в том	18	8
23	но не	12	7
24	в нем	9	7
25	ни в	1	7
26	не менее	5	7
27	прежде всего	7	7
28	то же	12	6
29	еще не	4	6
30	с его	2	6
31	все же	5	6
32	тем самым	4	6
33	по своей	1	6
34	в своих	1	6
35	и на	8	5
36	в противоположность	1	5
37	в то	6	5
38	с другой	6	5
39	же время	2	5
40	что в	16	5
41	для него	10	5
42	то что	20	5
43	а с	2	5
44	я и	1	4
45	и то	3	4
46	по отношению	2	4
47	человека в	3	4
48	потому что	49	4
49	о том	5	4
50	одного из	1	4
51	времени в	1	4
52	с одной	4	4
53	одно из	3	4
54	в одном	6	4
55	одной стороны	3	4
56	как бы	9	4
57	ни для	1	4
58	к этому	2	4
59	можно назвать	2	4
60	например в	3	3
61	чего не	2	3
62	принадлежит к	1	3
63	столь же	5	3
64	перед нами	1	3
65	и как	6	3
66	и наконец	1	3
67	все эти	2	3
68	из этих	4	3
69	он не	1	3
70	в басне	1	3
71	внутренней речи	1	3
72	из виду	1	3
73	не следует	1	3
74	и может	3	3
75	в другом	2	3
76	его в	3	3
77	это не	3	3
78	жизни но	1	3
79	одного и	6	3
80	в этих	3	3
81	в котором	4	3
82	не столько	2	3
83	одном из	4	3
84	не в	13	3
85	могут быть	8	3
86	об одном	3	3
87	мысль о	7	3
88	выбора между	1	3
89	в его	2	3
90	но она	3	3
91	только в	11	3
92	и его	2	3
93	уже не	4	3
94	из них	5	3
95	в них	5	3
96	не было	6	3
97	было в	2	3
98	можно сказать	1	3
99	но это	3	3
100	и того	6	3
101	и все	3	3
102	следует признать	1	3
103	жизни и	1	3
104	как на	3	3
105	которых не	1	2
106	того же	14	2
107	и это	2	2
108	той же	3	2
109	место в	4	2
110	в ней	3	2
111	к своему	1	2
112	всякий раз	1	2
113	значении этого	1	2
114	отношение к	1	2
115	стороны и	1	2
116	что как	1	2
117	отношения между	2	2
118	в целом	3	2
119	рассказ о	1	2
120	не более	1	2
121	должна быть	1	2
122	не к	1	2
123	с таким	3	2
124	подобно тому	4	2
125	что ни	2	2
126	заключает в	4	2
127	одно и	2	2
128	же касается	1	2
129	и с	1	2
130	входит в	1	2
131	должно быть	2	2
132	такой же	4	2
133	все это	2	2
134	этом случае	1	2
135	в ходе	1	2
136	с точки	1	2
137	их в	2	2
138	дело в	1	2
139	никогда не	4	2
140	собою не	1	2
141	при котором	1	2
142	на мой	1	2
143	что на	3	2
144	указать на	1	2
145	с их	1	2
146	для себя	1	2
147	но при	1	2
148	ни одно	1	2
149	здесь не	1	2
150	в себя	2	2
151	времени и	1	2
152	не с	3	2
153	между тем	6	2
154	в языке	3	2
155	что и	11	2
156	индивидуального бытия	1	2
157	к их	1	2
158	который не	1	2
159	есть в	2	2
160	в большинстве	1	2
161	наше время	1	2
162	не о	1	2
163	именно в	1	2
164	далеко не	3	2
165	и прежде	1	2
166	что будет	1	2
167	стремится к	1	2
168	не на	2	2
169	может иметь	1	2
170	вместе с	11	2
171	или по	2	2
172	в той	1	2
173	тому как	4	2
174	что же	1	2
175	а потом	1	2
176	в ряду	6	2
177	в формах	2	2
178	в наше	1	2
179	и для	3	2
180	мой взгляд	1	2
181	а к	2	2
182	а в	8	2
183	может и	1	2
184	другой стороны	2	2
185	что он	4	2
186	как нечто	1	1
187	одним из	1	1
188	целое которое	1	1
189	чтобы не	1	1
190	есть мы	1	1
191	а между	4	1
192	самом деле	2	1
193	тех же	1	1
194	переход от	1	1
195	на деле	3	1
196	и есть	2	1
197	к другому	4	1
198	на две	2	1
199	но если	2	1
200	между человеком	1	1
201	и могут	1	1
202	к чему	1	1
203	есть не	5	1
204	для своего	1	1
205	и само	1	1
206	мы не	11	1
207	вопрос о	2	1
208	этом не	1	1
209	не была	1	1
210	они были	1	1
211	но даже	3	1
212	не иметь	1	1
213	может так	1	1
214	двух или	1	1
215	чего оно	1	1
216	на их	1	1
217	бы то	1	1
218	в чем	7	1
219	во всех	7	1
220	тем как	2	1
221	в ее	1	1
222	быть признаны	1	1
223	не то	2	1
224	друг на	1	1
225	в сторону	1	1
226	если в	3	1
227	ответ на	1	1
228	которая не	1	1
229	друг от	1	1
230	друга и	1	1
231	человека с	1	1
232	за пределы	2	1
233	в истории	1	1
234	мере в	1	1
235	в одной	1	1
236	некоторое время	2	1
237	ней в	1	1
238	однако не	1	1
239	хотя и	3	1
240	звук в	2	1
241	себе не	4	1
242	или наполеон	1	1
243	в этот	1	1
244	то в	1	1
245	в самом	4	1
246	только то	1	1
247	себе как	1	1
248	в которой	5	1
249	в нашем	2	1
250	бы не	5	1
251	так в	4	1
252	сливаются с	1	1
253	человеке и	1	1
254	не приводит	1	1
255	но на	2	1
256	человек не	1	1
257	роли в	1	1
258	теми же	1	1
259	не имеют	2	1
260	так сказать	4	1
261	и только	6	1
262	о которой	3	1
263	на мысль	3	1
264	и еще	1	1
265	он должен	1	1
266	же это	1	1
267	говорящего с	1	1
268	к одному	1	1
269	не как	3	1
270	разговора с	1	1
271	которое может	2	1
272	одной и	2	1
273	его от	1	1
274	на этом	2	1
275	знания об	1	1
276	с этой	1	1
277	таким образом	11	1
278	значительной степени	1	1
279	то ни	1	1
280	мы его	1	1
281	мысль об	2	1
282	без которого	1	1
283	сознание и	4	1
284	различие между	1	1
285	об этом	1	1
286	лишь в	1	1
287	пути от	1	1
288	содержание к	1	1
289	время и	2	1
290	как при	3	1
291	но их	1	1
292	жизни именно	1	1
293	в жизни	2	1
294	этого не	2	1
295	на друга	1	1
296	восприятия и	2	1
297	между различными	2	1
298	рода в	1	1
299	в такой	1	1
300	на каждом	1	1
301	в которых	1	1
302	в памяти	5	1
303	стало быть	4	1
304	и той	2	1
305	человеком и	1	1
306	втором случае	1	1
307	и просьбы	1	1
308	страха и	1	1
309	тем не	6	1
310	по крайней	5	1
311	и более	1	1
312	и наоборот	5	1
313	не должно	2	1
314	том же	1	1
315	для нее	2	1
316	случае мы	1	1
317	при переходе	1	1
318	сознании в	1	1
319	вообще но	1	1
320	в таких	1	1
321	виду что	1	1
322	с теми	2	1
323	самого начала	2	1
324	мысли в	3	1
325	одна из	4	1
326	к этим	1	1
327	на него	3	1
328	в процессе	1	1
329	и имеет	1	1
330	в самых	1	1
331	в игру	1	1
332	взглядом на	1	1
333	и всегда	1	1
334	не имели	1	1
335	ничего не	1	1
336	того как	7	1
337	обратим внимание	1	1
338	показывает как	1	1
339	к ней	2	1
340	и до	1	1
341	во всем	2	1
342	однако это	1	1
343	а тогда	2	1
344	точке зрения	2	1
345	или не	5	1
346	известной степени	1	1
347	от их	4	1
348	только от	3	1
349	начиная с	1	1
350	к себе	1	1
351	не могут	7	1
352	она имела	1	1
353	но все	2	1
354	и другой	1	1
355	не знаем	2	1
356	отличается от	1	1
357	к тому	1	1
358	его с	2	1
359	указывает на	2	1
360	не есть	6	1
361	из мысли	1	1
