N	2gram	Potebnia_M_4	Istorich
1	в лес	6	27
2	что он	4	24
3	и т	7	19
4	не только	10	18
5	т д	3	18
6	может быть	26	17
7	мы имеем	4	15
8	и в	23	15
9	никогда не	3	15
10	в лесу	1	15
11	так как	14	14
12	но и	11	14
13	так же	4	13
14	что в	17	12
15	то что	29	12
16	а в	5	12
17	в этом	23	11
18	об этом	2	11
19	в этих	3	11
20	и не	18	11
21	то же	14	10
22	его в	4	10
23	этих случаях	2	10
24	еще не	3	9
25	все же	1	9
26	в другом	1	9
27	с тем	7	9
28	и здесь	2	9
29	потому что	33	9
30	он не	2	8
31	связи с	3	8
32	один из	2	8
33	мы можем	10	8
34	мы видим	2	8
35	в нем	7	7
36	таким образом	24	7
37	том что	12	7
38	не в	11	7
39	ничего не	1	7
40	вместе с	6	7
41	сих пор	4	7
42	связана с	1	6
43	то это	8	6
44	но в	8	6
45	что это	7	6
46	и что	7	6
47	в его	5	6
48	что и	7	6
49	мы уже	3	6
50	так что	5	6
51	до сих	4	6
52	как бы	5	6
53	видно что	4	6
54	в том	23	6
55	только в	15	6
56	точно так	2	6
57	и есть	3	5
58	как в	7	5
59	с этим	7	5
60	имеем в	1	5
61	что она	2	5
62	но все	1	5
63	было бы	8	5
64	здесь можно	1	5
65	в котором	4	5
66	видим что	1	5
67	что при	1	5
68	можно было	2	5
69	так и	6	5
70	она не	2	5
71	к нему	5	5
72	в одном	4	5
73	прежде всего	1	5
74	к которому	1	5
75	а не	12	5
76	в связи	1	5
77	не может	11	5
78	этом случае	5	5
79	к тому	3	5
80	что эти	3	4
81	со всех	1	4
82	на островах	1	4
83	всех сторон	1	4
84	в ней	2	4
85	и на	3	4
86	только после	1	4
87	в себе	14	4
88	вот несколько	1	4
89	не видят	1	4
90	все эти	3	4
91	в этой	1	4
92	и они	2	4
93	при этом	15	4
94	и с	4	4
95	показывает что	1	4
96	вопрос о	2	4
97	но он	1	4
98	но они	1	4
99	дело не	2	4
100	того как	6	4
101	для нас	14	4
102	о нем	1	4
103	другими словами	8	4
104	в другой	2	4
105	что здесь	1	4
106	с одной	1	4
107	пока не	2	4
108	у него	1	4
109	тем что	10	4
110	и др	2	4
111	связь с	1	4
112	власть над	1	4
113	а потом	1	4
114	но это	3	4
115	как она	2	4
116	мы должны	2	4
117	одной из	1	4
118	мы не	8	3
119	дать ему	1	3
120	видели что	1	3
121	эта связь	2	3
122	увидим что	1	3
123	он в	1	3
124	из этих	2	3
125	на то	7	3
126	подобно тому	2	3
127	здесь мы	2	3
128	должен был	1	3
129	хотя в	2	3
130	не мог	1	3
131	в их	1	3
132	выше мы	2	3
133	что этот	1	3
134	стоит в	1	3
135	с одним	1	3
136	и его	2	3
137	как будто	1	3
138	и это	2	3
139	в себя	1	3
140	так в	3	3
141	роль в	1	3
142	по мере	7	3
143	о том	8	3
144	после того	2	3
145	а именно	4	3
146	если это	1	3
147	того что	14	3
148	в качестве	1	3
149	по отношению	10	3
150	в состоянии	2	3
151	в других	2	3
152	одной стороны	1	3
153	что мы	10	3
154	эти слова	1	3
155	как это	1	3
156	предположить что	4	3
157	тому как	2	3
158	все это	5	3
159	между прочим	3	3
160	но если	1	3
161	отношению к	8	3
162	а другой	1	3
163	также что	1	2
164	например в	3	2
165	самом деле	3	2
166	на самом	3	2
167	к таким	1	2
168	показать что	1	2
169	не вдаваясь	1	2
170	и для	2	2
171	еще до	3	2
