N	3gram	Voloshinov_1	Problemy
1	с точки зрения	5	13
2	то же время	7	9
3	в то же	9	9
4	в том что	1	6
5	и в этом	1	5
6	в зависимости от	5	5
7	но в то	2	5
8	в конце концов	3	5
9	на самом деле	3	4
10	не может быть	2	4
11	как раз и	1	3
12	все то что	2	3
13	в этом отношении	2	3
14	само по себе	1	3
15	с другой стороны	1	3
16	но все же	2	2
17	в самом деле	1	2
18	точку зрения на	1	2
19	до сих пор	1	2
20	и не может	1	2
21	и в то	2	2
22	хотя бы и	1	2
23	в той же	3	2
24	не только в	3	2
25	и в романе	1	2
26	как бы в	3	2
27	в большинстве случаев	1	2
28	лишь там где	1	2
29	можно было бы	1	2
30	именно потому что	1	2
31	то все же	1	1
32	в другом месте	1	1
33	вполне понятно что	1	1
34	тот же самый	1	1
35	другими словами к	1	1
36	в свою очередь	4	1
37	так как и	1	1
38	так как в	1	1
39	мы должны были	1	1
40	же время и	1	1
41	в том и	1	1
42	то же самое	4	1
43	в этом случае	3	1
44	в виду прежде	1	1
45	противоречащих друг другу	1	1
46	что для них	1	1
47	а в этом	1	1
48	не вошел в	1	1
49	на минуту не	1	1
50	от того в	1	1
51	не было бы	2	1
52	в себе и	1	1
53	свое внешнее выражение	1	1
54	ни на минуту	1	1
55	том и другом	1	1
56	несмотря на свою	1	1
57	на этот вопрос	1	1
58	как мы уже	2	1
59	по крайней мере	1	1
60	находит свое внешнее	1	1
61	точкой зрения на	1	1
62	может быть понято	2	1
63	чтобы убедиться в	1	1
64	не только его	1	1
65	но не только	1	1
66	тем что он	1	1
67	установка в свою	1	1
68	это прежде всего	1	1
69	на первый взгляд	1	1
70	тех или иных	3	1
71	зависимости от того	2	1
72	и не могут	1	1
73	мы увидим дальше	1	1
74	из которых слагается	1	1
75	вокруг одного центра	1	1
76	и на его	1	1
77	виду прежде всего	1	1
78	один из этих	1	1
79	в себе все	1	1
80	но уже не	1	1
81	и здесь остается	1	1
82	по себе не	1	1
83	о том что	2	1
84	наконец и это	1	1
85	того или иного	5	1
86	сознания при этом	1	1
87	более или менее	1	1
88	их в целом	1	1
89	независимо от того	1	1
90	по сравнению с	1	1
91	различные точки зрения	1	1
92	на другого человека	1	1
93	та или иная	1	1
94	и никогда не	1	1
95	с самого начала	4	1
96	и другом случае	1	1
97	не только не	1	1
98	но все эти	1	1
99	друг друга но	1	1
100	может показаться что	2	1
101	можно сказать что	2	1
102	мы имеем в	1	1
103	мы должны перейти	1	1
104	перейти к более	1	1
105	которые ближе всего	1	1
106	уже не только	1	1
107	к тому что	2	1
108	и противоречащих друг	1	1
109	одной из тех	1	1
110	для того чтобы	7	1
111	перед нами не	1	1
112	элементами из которых	1	1
113	совершенно особый тип	1	1
114	как мы видели	3	1
115	социальной группы к	1	1
