N	2gram	Vygotskiy__5	Literetu
1	не только	16	24
2	при этом	4	19
3	в качестве	4	17
4	но и	6	17
5	в том	18	16
6	а не	10	16
7	в частности	3	15
8	том что	15	14
9	тогда как	1	13
10	может быть	9	13
11	сознания в	3	12
12	и не	12	12
13	в этом	25	12
14	в своем	5	11
15	состоит в	6	11
16	прежде всего	3	11
17	то что	26	10
18	или иначе	1	9
19	в целом	4	8
20	не в	6	8
21	и в	16	8
22	только в	10	8
23	как это	8	8
24	я не	2	7
25	как бы	5	7
26	в себе	1	7
27	не менее	3	7
28	в его	11	7
29	как и	8	6
30	точки зрения	18	6
31	того что	16	6
32	связи с	3	6
33	в жизни	2	6
34	себя в	1	6
35	одним из	2	5
36	то же	8	5
37	отличие от	2	5
38	как в	5	5
39	не столько	1	5
40	в отличие	2	5
41	в то	5	5
42	для себя	1	5
43	казалось бы	4	5
44	же в	2	5
45	что он	25	5
46	уже в	1	5
47	не может	18	5
48	в данном	1	5
49	с этой	4	5
50	с его	1	5
51	тем самым	8	5
52	в своей	2	4
53	еще не	4	4
54	столь же	2	4
55	но не	10	4
56	в этой	6	4
57	все же	3	4
58	представляет собой	7	4
59	в случае	2	4
60	не как	1	4
61	в силу	10	4
62	лишь в	1	4
63	для этого	1	4
64	и его	3	4
65	никогда не	5	4
66	так и	7	4
67	еще в	3	4
68	и тем	3	4
69	из них	2	4
70	в конце	1	4
71	как раз	1	4
72	и т.п	1	4
73	в связи	1	4
74	со стороны	1	4
75	это не	4	4
76	в своих	2	4
77	например в	1	3
78	в сфере	5	3
79	как совокупность	2	3
80	и есть	7	3
81	тем же	1	3
82	исходит из	2	3
83	также и	1	3
84	что его	1	3
85	по отношению	12	3
86	более чем	1	3
87	в самом	4	3
88	с их	4	3
89	таким образом	19	3
90	исходя из	1	3
91	той же	4	3
92	его в	2	3
93	несмотря на	1	3
94	в их	3	3
95	но в	6	3
96	том же	1	3
97	что ему	1	3
98	в основе	8	3
99	в области	12	3
100	в виду	2	3
101	в пределах	4	3
102	приводит к	7	3
103	по аналогии	1	3
104	одного из	1	3
105	сводится к	1	3
106	нуждается в	1	3
107	другого в	1	3
108	по своей	3	3
109	один из	1	3
110	и прежде	1	3
111	потому что	21	3
112	у него	6	3
113	и даже	2	3
114	с другой	4	3
115	еще и	3	3
116	не было	1	3
117	да и	1	3
118	этой точки	4	3
119	мыслится как	1	3
120	аналогии с	1	3
121	жизни и	2	3
122	что в	16	3
123	а в	3	3
124	во всяком	2	3
125	должно стать	1	2
126	того же	7	2
127	и то	4	2
128	самом деле	3	2
129	отношения между	3	2
130	из его	1	2
131	должна быть	5	2
132	для своего	1	2
133	в сущности	13	2
134	в решении	1	2
135	из того	11	2
136	то это	2	2
137	сознания а	1	2
138	как правило	1	2
139	могло быть	1	2
140	а только	4	2
141	относится к	1	2
142	общего с	2	2
143	следующим образом	1	2
144	этой цели	1	2
145	только то	1	2
146	все эти	4	2
147	тому же	2	2
148	как он	6	2
149	в нем	7	2
150	же это	1	2
151	подобно тому	4	2
152	общей для	1	2
153	на этом	3	2
154	для всей	1	2
155	было бы	10	2
156	в слове	1	2
157	как сказано	1	2
158	и того	3	2
159	всяком случае	1	2
160	с точки	9	2
161	мы в	1	2
162	что я	2	2
163	тем не	1	2
164	однако в	1	2
165	ничего кроме	1	2
166	дело не	1	2
167	мышления и	4	2
168	и является	3	2
169	в сознании	1	2
170	как будто	2	2
171	этом отношении	5	2
172	могут быть	4	2
173	к тому	6	2
174	более не	1	2
175	в себя	3	2
176	но при	2	2
177	ту же	2	2
178	новых и	1	2
179	или иной	1	2
180	в другом	6	2
181	о том	8	2
182	с одной	3	2
183	не могло	1	2
184	между тем	3	2
185	во втором	1	2
186	и только	1	2
187	хотя бы	5	2
188	их не	1	2
189	только на	2	2
190	то и	2	2
191	что не	1	2
192	что для	2	2
193	для него	5	2
194	а потому	3	2
195	тем что	5	2
196	одной стороны	3	2
197	за пределы	4	2
198	этого не	1	2
199	не на	3	2
200	одну из	1	2
201	все более	1	2
202	оказывается не	2	2
203	или нет?	1	2
204	тому как	4	2
205	можно было	5	2
206	не является	5	2
207	в сферу	1	2
208	это как	1	2
209	которая в	2	2
210	своей собственной	1	2
211	русская классическая	1	2
212	особого рода	1	2
213	тем более	4	2
214	в равной	1	2
215	утверждал что	1	2
216	не есть	4	2
217	отношению к	12	2
218	по поводу	2	2
219	которая не	1	2
220	произносит и	1	1
221	как известно	4	1
222	и развитие	17	1
223	деятельность сознания	1	1
224	же как	7	1
225	переходит к	1	1
226	на самом	1	1
227	только потому	1	1
228	но речь	1	1
229	показать что	3	1
230	между двумя	3	1
231	к другому	1	1
232	оно было	1	1
233	когда это	1	1
234	ни были	1	1
235	несколько иной	1	1
236	из ничего	1	1
237	который в	1	1
238	есть не	2	1
239	же следует	1	1
240	мы не	3	1
241	вопрос о	12	1
242	и новые	1	1
243	почему мы	1	1
244	на глазах	1	1
245	есть нечто	1	1
246	в полной	1	1
247	и чужого	3	1
248	зависимости от	2	1
249	и он	1	1
250	более глубокий	1	1
251	речь без	3	1
252	он был	1	1
253	он сам	1	1
254	быть в	2	1
255	бы то	1	1
256	предполагать что	1	1
257	в различных	2	1
258	в чем	3	1
259	высшей стадии	1	1
260	чтобы сделаться	1	1
261	но как	3	1
262	ответ на	3	1
263	отношение к	11	1
264	в наиболее	1	1
265	и будет	1	1
266	и омега	1	1
267	что они	5	1
268	один и	3	1
269	в центре	2	1
270	в одной	1	1
271	его на	2	1
272	для всех	1	1
273	как к	1	1
274	более и	1	1
275	как нам	1	1
276	перед нами	1	1
277	мы можем	6	1
278	могли бы	6	1
279	как уже	3	1
280	и как	3	1
281	данного вида	1	1
282	неизмеримо более	1	1
283	то в	3	1
284	за собой	1	1
285	еще на	1	1
286	в которой	5	1
287	взаимоотношений между	2	1
288	он в	3	1
289	в нашем	1	1
290	если мы	7	1
291	что к	1	1
292	на то	1	1
293	стадии и	1	1
294	обнаруживает в	2	1
295	так сказать	1	1
296	роли в	1	1
297	вовне в	1	1
298	он не	8	1
299	от которого	1	1
300	потребности в	2	1
301	характеризуется тем	1	1
302	которой не	1	1
303	эту тему	1	1
304	ключ к	1	1
305	но само	1	1
306	в понимании	1	1
307	свою собственную	1	1
308	к одному	2	1
309	в начале	1	1
310	почти исключительно	1	1
311	и более	3	1
312	в зависимости	2	1
313	в плане	1	1
314	и по	4	1
