N	2gram	Tiupa_Lite_2	Psycholo
1	в том	10	37
2	и в	19	32
3	и что	2	22
4	то есть	5	21
5	том что	7	21
6	потому что	2	21
7	таким образом	1	21
8	в искусстве	4	21
9	то что	7	21
10	что в	4	20
11	может быть	17	18
12	так же	1	18
13	точки зрения	4	17
14	что и	2	17
15	не может	9	17
16	самом деле	1	16
17	того чтобы	1	14
18	то же	12	13
19	в этом	9	13
20	при этом	6	13
21	для того	2	13
22	что он	3	13
23	в самом	1	12
24	не только	8	12
25	так как	3	12
26	на то	1	11
27	было бы	2	11
28	с тем	2	11
29	в основе	2	11
30	и т	2	10
31	когда он	1	10
32	с точки	3	10
33	но и	10	10
34	как и	10	10
35	и не	11	10
36	как в	1	9
37	никогда не	3	9
38	искусства и	1	9
39	тем что	4	9
40	в своих	2	9
41	на деле	1	8
42	той же	2	8
43	что это	1	8
44	не в	4	8
45	не менее	6	8
46	дело с	1	8
47	т п	2	8
48	того что	5	8
49	поэзии и	2	7
50	в сущности	3	7
51	и как	3	7
52	все эти	1	7
53	такой же	3	7
54	и его	3	7
55	к тому	1	7
56	можно было	1	7
57	а не	20	7
58	в психологии	1	7
59	совершенно справедливо	1	6
60	в этой	3	6
61	в художественном	2	6
62	он не	5	6
63	о том	2	6
64	все время	1	6
65	и мы	1	6
66	тот же	2	6
67	как бы	2	6
68	же самое	1	6
69	на самом	1	5
70	исходит из	1	5
71	и на	6	5
72	только на	1	5
73	искусства в	1	5
74	далеко не	1	5
75	в то	9	5
76	в ней	4	5
77	и даже	8	5
78	отнюдь не	4	5
79	он говорит	1	5
80	как раз	2	5
81	этом отношении	3	5
82	как на	3	5
83	ту же	2	4
84	же как	2	4
85	едва ли	4	4
86	есть не	1	4
87	мы имеем	1	4
88	столь же	5	4
89	в чем	1	4
90	есть по	2	4
91	все же	2	4
92	в действительности	1	4
93	в целом	2	4
94	и те	1	4
95	в нем	3	4
96	и по	1	4
97	искусство как	1	4
98	и с	3	4
99	в жизни	2	4
100	в данном	3	4
101	иначе говоря	1	4
102	сущности говоря	1	4
103	тому что	1	4
104	не имеет	1	4
105	того как	1	4
106	но только	2	4
107	ничего не	3	4
108	и до	2	4
109	в сознании	1	4
110	что на	1	4
111	и для	3	4
112	могут быть	2	4
113	тем не	2	4
114	данном случае	3	4
115	и когда	1	4
116	и сам	2	4
117	никак не	1	4
118	из них	2	4
119	произведения искусства	2	4
120	в творчестве	1	4
121	как это	2	4
122	наряду с	1	4
123	с этой	2	4
124	поэтического творчества	1	4
125	при таком	1	4
126	и все	1	4
127	а в	3	4
128	из этого	1	4
129	жизни и	4	4
130	отношении к	1	3
131	и то	3	3
132	приходит к	1	3
133	мы не	4	3
134	и он	3	3
135	во всех	3	3
136	но как	2	3
137	относится к	1	3
138	которые не	1	3
139	как к	3	3
140	и к	2	3
141	но в	2	3
142	в поэзии	3	3
143	состоит в	9	3
144	не к	2	3
145	и вот	1	3
146	то как	2	3
147	на этом	2	3
148	в своей	1	3
149	в их	3	3
150	но он	1	3
151	том чтобы	3	3
152	в отношении	1	3
153	во всем	1	3
154	свое собственное	1	3
155	не могут	1	3
156	с ее	2	3
157	в виду	2	3
158	так и	7	3
159	жизнь и	1	3
160	мы в	1	3
161	для этого	2	3
162	с другой	8	3
163	в конечном	5	3
164	один из	4	3
165	так что	4	3
166	что не	2	3
167	конечном счете	5	3
168	и других	4	3
169	в конце	2	3
170	тому как	2	3
171	до конца	2	3
172	в частности	4	3
173	что же	1	3
174	по существу	3	3
175	в смысле	1	3
176	при всем	2	3
177	еще более	1	3
178	конце концов	1	3
179	хотя бы	2	3
180	только как	1	3
181	в свою	1	3
182	который не	1	3
183	того же	4	2
184	и без	2	2
185	нет другой	1	2
186	еще не	2	2
187	из всех	1	2
188	это совершенно	1	2
189	в первый	2	2
190	из того	2	2
191	но даже	1	2
192	частный случай	1	2
193	к своему	2	2
194	бы то	1	2
195	в ее	2	2
196	но не	5	2
197	если в	2	2
198	ответ на	1	2
199	искусство в	1	2
200	очевидно что	2	2
201	себе и	3	2
202	отличие от	1	2
203	обнаруживается в	1	2
204	однако не	1	2
205	что по	1	2
206	но эта	1	2
207	в себе	6	2
208	как он	2	2
209	поэта и	1	2
210	подобно тому	2	2
211	доверие к	2	2
212	в каждом	2	2
213	здесь мы	1	2
214	то ни	1	2
215	пока мы	1	2
216	в ход	1	2
217	с другими	1	2
218	это не	1	2
219	должен был	1	2
220	роль что	1	2
221	в них	2	2
222	всю жизнь	1	2
223	не так	2	2
224	место в	1	2
225	их в	1	2
226	вещей и	1	2
227	в этих	1	2
228	что этот	1	2
229	все более	1	2
230	произведения как	1	2
231	вплоть до	3	2
232	того и	1	2
233	и всегда	1	2
234	казалось бы	1	2
235	же время	9	2
236	в русском	2	2
237	не вполне	2	2
238	эстетического объекта	1	2
239	в полном	1	2
240	свою очередь	1	2
241	сводится к	1	2
242	в особенности	1	2
243	и говорит	1	2
244	идет не	1	2
245	так в	5	2
246	на том	1	2
247	в таком	1	2
248	два момента	1	2
249	после того	1	2
250	этих двух	1	2
251	сознания к	1	2
252	в его	4	2
253	а потому	2	2
254	и только	2	2
255	в него	2	2
256	на листе	1	2
257	в новой	1	2
258	в какой	2	2
259	творчества в	1	2
260	у того	1	2
261	говорит о	1	2
262	могло бы	2	2
263	слова в	1	2
264	мы находим	1	2
265	в одном	2	2
266	вовсе не	2	2
267	каждый из	4	2
268	в других	1	2
269	этом как	1	2
270	к которому	1	2
271	а с	1	2
272	не было	2	2
273	здесь дело	1	2
274	в руках	2	2
275	вместе с	5	2
276	из которых	2	2
277	но это	3	2
278	классическим образцом	1	2
279	а к	2	2
280	для нас	2	2
281	вот этот	1	2
282	первый раз	2	2
283	в романе	1	2
284	другой стороны	4	2
285	в свое	2	2
286	и от	1	2
287	читателя и	1	2
288	а я	1	2
289	все что	2	2
290	этой точки	1	2
291	литературы а	1	1
292	с новыми	1	1
293	к материалу	1	1
294	речь идет	3	1
295	одним из	3	1
296	и странным	1	1
297	которого в	1	1
298	поэтической речи	1	1
299	отношений в	1	1
300	тем же	3	1
301	тайна в	1	1
302	от своей	1	1
303	в первом	1	1
304	по преимуществу	2	1
305	мышления но	1	1
306	не подозревая	1	1
307	отношения к	1	1
308	и за	2	1
309	обойтись без	1	1
310	как утверждает	1	1
311	и превращение	1	1
312	который создан	1	1
313	что уже	1	1
314	на место	1	1
315	и усиливает	1	1
316	исследования в	1	1
317	эстетики и	1	1
318	а для	1	1
319	мы и	1	1
320	в наши	1	1
321	о судьбе	1	1
322	не играет	1	1
323	я здесь	1	1
324	понятия в	1	1
325	он сам	1	1
326	на своих	1	1
327	но беда	1	1
328	его так	1	1
329	самих себя	1	1
330	с одной	7	1
331	своей души	1	1
332	на нет	1	1
333	и т.д	7	1
334	обнаруживается при	1	1
335	за пределы	1	1
336	есть способ	1	1
337	в истории	2	1
338	идет о	3	1
339	более чем	1	1
340	общего с	1	1
341	данный момент	1	1
342	для всех	5	1
343	художественным творчеством	1	1
344	и где	1	1
345	кто не	1	1
346	сознания в	3	1
347	к числу	1	1
348	он на	2	1
349	в противоположность	2	1
350	этой цели	1	1
351	искусство и	1	1
352	лет а	1	1
353	то в	2	1
354	где все	1	1
355	только то	1	1
356	по утверждению	1	1
357	уже не	2	1
358	себе как	1	1
359	в литературном	1	1
360	в нашем	2	1
361	у каждого	1	1
362	этом искусство	1	1
363	художественная деятельность	1	1
364	искусство это	1	1
365	это его	2	1
366	оказывается на	1	1
367	читатель и	1	1
368	например как	1	1
369	не следует	1	1
370	показал как	1	1
371	он должен	1	1
372	в принципе	5	1
373	и читателя	2	1
374	оно должно	1	1
375	в россии	2	1
376	господствовать над	1	1
377	неизвестное нам	1	1
378	именно к	1	1
379	свое время	2	1
380	что ни	1	1
381	всех своих	3	1
382	оказываются как	1	1
383	говоря в	1	1
384	одно и	2	1
385	это конечно	1	1
