N	3gram	Medvedev_V_1	Myslijsy
1	более или менее	6	8
2	сами по себе	1	7
3	во всяком случае	1	7
4	в том что	5	7
5	в свою очередь	1	6
6	по крайней мере	2	5
7	а между тем	1	4
8	подобно тому как	2	4
9	до сих пор	1	4
10	не было бы	4	4
11	от того что	2	4
12	в то время	1	4
13	заключает в себе	1	4
14	в том смысле	1	4
15	то время как	1	3
16	с одной стороны	2	3
17	не могут быть	1	3
18	и т п	9	3
19	и т д	14	3
20	то все же	1	2
21	и может быть	1	2
22	не может обойтись	1	2
23	и во всех	1	2
24	в таком случае	1	2
25	после того как	1	2
26	то что в	1	2
27	одно и то	1	2
28	без них не	1	2
29	не в том	2	2
30	с другой стороны	8	2
31	для того чтобы	3	2
32	то же время	5	2
33	не может быть	8	2
34	в этом смысле	1	2
35	в то же	5	2
36	и то же	1	2
37	таким образом в	2	2
38	сама по себе	1	2
39	только тогда когда	1	2
40	что без них	1	2
41	если бы он	1	1
42	и связанное с	1	1
43	прежде всего следует	1	1
44	одном и том	2	1
45	таким образом можно	1	1
46	может обойтись без	1	1
47	большей или меньшей	3	1
48	но даже и	1	1
49	выйти за пределы	1	1
50	и как увидим	1	1
51	том что оно	1	1
52	о том как	3	1
53	одной стороны и	2	1
54	то прежде всего	1	1
55	это не противоречит	1	1
56	только в том	2	1
57	не отличается от	1	1
58	том случае если	1	1
59	и др и	1	1
60	и не может	2	1
61	не было в	2	1
62	их отношение к	1	1
63	со всех сторон	1	1
64	с этой точки	1	1
65	главным образом в	1	1
66	вместе с тем	3	1
67	в том случае	1	1
68	во время сна	1	1
69	но с другой	1	1
70	бы и в	1	1
71	в одном и	1	1
72	что во всех	1	1
73	между ними не	1	1
74	один из них	1	1
75	и в процессе	2	1
76	и том же	2	1
77	сами собою и	1	1
78	имеет ничего общего	1	1
79	в применении к	1	1
80	между собою и	1	1
81	по сравнению с	1	1
82	во всех этих	1	1
83	не имели бы	1	1
84	всех этих и	1	1
85	вне себя и	1	1
86	в большей или	2	1
87	все же не	1	1
88	в связи с	3	1
89	и весь процесс	1	1
90	из них не	2	1
91	это видно из	2	1
92	не имеет ничего	1	1
93	приводит в движение	1	1
94	на вопрос что	1	1
95	что они не	1	1
96	а в том	1	1
97	том смысле что	1	1
98	может быть достигнуто	1	1
99	в сознании а	1	1
100	в том чтобы	2	1
101	даже и в	1	1
102	что в нашей	1	1
103	о том что	3	1
104	ничего общего с	1	1
105	в одном из	3	1
106	уже в самых	1	1
107	вопрос о том	1	1
108	было бы при	1	1
109	мы знаем что	2	1
110	мы говорим о	1	1
111	них не было	1	1
112	том как он	1	1
113	почти то же	1	1
114	вместе с этим	1	1
115	мы видели что	3	1
116	к так называемым	1	1
