N	3gram	Tiupa_Narr_2	Komedia
1	в том что	8	9
2	и т п	2	5
3	в то время	1	5
4	к тому же	4	5
5	то время как	1	4
6	то же время	3	4
7	в то же	3	4
8	по отношению к	5	3
9	в этом отношении	3	3
10	тому же в	2	3
11	с одной стороны	5	3
12	едва ли не	1	3
13	о том что	4	3
14	то же самое	1	2
15	но и в	2	2
16	а то и	2	2
17	до сих пор	1	2
18	во всяком случае	1	2
19	что иное как	1	1
20	хотя и не	2	1
21	или хотя бы	1	1
22	но и не	1	1
23	состоит в том	4	1
24	более или менее	1	1
25	подобно тому как	2	1
26	в ответ на	2	1
27	в соответствии с	3	1
28	а между тем	1	1
29	с этой точки	1	1
30	в зависимости от	1	1
31	в обоих случаях	1	1
32	в чем не	1	1
33	можно было бы	1	1
34	между тем не	1	1
35	и здесь мы	1	1
36	раз в жизни	1	1
37	на мой взгляд	1	1
38	так же как	2	1
39	в далеком прошлом	1	1
40	в данном случае	6	1
41	не только в	6	1
42	по своему происхождению	1	1
43	в чем же	1	1
44	но при этом	3	1
45	в отличие от	5	1
46	так или иначе	1	1
47	за собой и	1	1
48	нет никаких оснований	1	1
49	этой точки зрения	1	1
50	ни в чем	1	1
51	не означает что	1	1
52	каждого из этих	1	1
53	и особенно в	1	1
54	что у него	1	1
55	не что иное	1	1
56	в рамках этой	1	1
57	по аналогии с	1	1
58	в большинстве случаев	1	1
59	к тому что	3	1
60	тем не менее	4	1
61	для того чтобы	1	1
62	на то чтобы	2	1
63	в самую суть	1	1
64	в разговоре с	1	1
65	особое место среди	1	1
