N	3gram	Vinokur_St_1	Formalny
1	с точки зрения	8	14
2	не может быть	5	14
3	на самом деле	6	12
4	в то же	4	7
5	то же время	4	7
6	во всяком случае	6	6
7	и т д	21	6
8	и т п	9	5
9	в зависимости от	1	5
10	с другой стороны	6	5
11	а вовсе не	1	4
12	в самом деле	5	4
13	и не может	1	4
14	в данном случае	6	4
15	бы то ни	1	4
16	для того чтобы	10	4
17	потому что он	1	3
18	а не в	1	3
19	по отношению к	3	3
20	точки зрения его	1	3
21	в этом отношении	7	3
22	в том что	17	3
23	вовсе не является	1	3
24	но вовсе не	1	2
25	так же и	1	2
26	одним и тем	2	2
27	и в данном	2	2
28	в этом смысле	1	2
29	о том как	1	2
30	то или иное	3	2
31	и в то	1	2
32	сами по себе	1	2
33	и тем же	2	2
34	т е с	3	2
35	только то что	1	2
36	дело в том	4	2
37	всяком случае в	2	2
38	так и в	4	2
39	т п в	3	2
40	как бы ни	1	2
41	вовсе не в	2	2
42	к тому что	1	2
43	тем не менее	2	2
44	дело не в	2	2
45	ведь на самом	1	2
46	смысле этого слова	1	2
47	в конце концов	1	2
48	одних и тех	1	1
49	говорить как о	1	1
50	что в слове	1	1
51	слова здесь и	1	1
52	являются для нас	1	1
53	в настоящее время	1	1
54	т е не	1	1
55	а иногда и	2	1
56	в том же	1	1
57	научной работы но	1	1
58	жизни и творчества	2	1
59	в этом случае	2	1
60	что же касается	3	1
61	в одних и	1	1
62	в одной из	1	1
63	самым простым и	1	1
64	но не менее	1	1
65	как раз ту	1	1
66	но для нас	1	1
67	самом деле конечно	1	1
68	в лучшем случае	1	1
69	хотя бы и	2	1
70	это не просто	1	1
71	же время не	1	1
72	каждой из этих	1	1
73	научная работа никогда	1	1
74	так во всех	1	1
75	такой же степени	1	1
76	в той мере	1	1
77	только тем что	1	1
78	говорит о том	2	1
79	до сих пор	7	1
80	с рядом других	1	1
81	конечно это не	1	1
82	и тех же	1	1
83	прямого отношения к	1	1
84	и в других	1	1
85	ту или иную	1	1
86	что там где	1	1
87	так или иначе	2	1
88	в это время	1	1
89	того чтобы не	1	1
90	чтобы убедиться в	1	1
91	т е в	2	1
92	и что в	1	1
93	тот факт что	1	1
94	так же как	3	1
95	случае ясно что	1	1
96	в данном месте	2	1
97	не только в	4	1
98	научной работы в	1	1
99	с одной стороны	2	1
100	в его первоначальном	1	1
101	то было бы	1	1
102	и не было	1	1
103	и по отношению	1	1
104	что это не	2	1
105	не в том	2	1
106	с нашей точки	1	1
107	это не значит	3	1
108	всему тому что	1	1
109	мере в какой	2	1
110	но ведь на	1	1
111	о том что	11	1
112	того или иного	4	1
113	в той же	2	1
114	но столь же	1	1
115	отчета в том	1	1
116	убедиться в этом	1	1
117	художественного произведения в	1	1
118	ни в каком	1	1
119	и притом в	1	1
120	можно было бы	8	1
121	в этой категории	1	1
122	выйти за пределы	1	1
123	это объясняется тем	1	1
124	для них это	1	1
125	том что этот	1	1
126	и никогда не	1	1
127	другой стороны и	1	1
128	объясняется тем что	1	1
129	и в самом	3	1
130	той или иной	1	1
131	но все же	3	1
132	нашей точки зрения	1	1
133	на то что	4	1
134	в целом это	1	1
135	работа никогда не	1	1
136	может быть никакого	1	1
137	в том числе	2	1
138	той же мере	1	1
139	без исключения в	1	1
140	и в том	2	1
141	нет никаких оснований	1	1
142	той мере в	1	1
143	как и в	2	1
144	может быть абсолютно	1	1
145	не больше чем	1	1
146	том числе и	2	1
147	ясно что при	1	1
148	и только в	3	1
