N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	3	10
2	но в то же	1	4
3	бы то ни было	2	3
4	чего бы то ни	1	2
5	на протяжении всего романа	1	2
6	мы можем сказать что	1	2
7	и в то же	2	2
8	дело в том что	1	1
9	в то время как	1	1
10	на самом деле и	1	1
11	ни в чем не	2	1
12	не может и не	2	1
13	в строгом смысле этого	1	1
14	том и в другом	1	1
15	не чем иным как	1	1
16	с самим собою и	1	1
17	к себе самому к	1	1
18	строгом смысле этого слова	1	1
19	и в том и	1	1
20	в том и в	1	1
21	и в другом направлении	1	1
22	бы они ни были	1	1
