N	3gram	Voloshinov_1	OGranits
1	с точки зрения	2	5
2	не может быть	7	4
3	по отношению к	11	3
4	одно и то	2	3
5	автора героя и	1	2
6	в самом деле	1	2
7	в зависимости от	2	2
8	героя и слушателя	3	2
9	в жизненной речи	1	2
10	в данном случае	2	2
11	не только его	1	2
12	с одной стороны	2	2
13	и то же	2	2
14	с другой стороны	2	2
15	ничего общего с	1	2
16	с самого начала	1	2
17	в том что	4	2
18	наметить хотя бы	1	1
19	том что в	1	1
20	один и тот	1	1
21	жизненного высказывания и	1	1
22	этой точки зрения	3	1
23	нет ничего пагубнее	2	1
24	более или менее	1	1
25	равно как и	1	1
26	на самом деле	2	1
27	подобно тому как	1	1
28	то же самое	2	1
29	нам кажется что	1	1
30	художественного произведения и	2	1
31	и не может	3	1
32	на который опирается	1	1
33	отношению к предмету	2	1
34	между тем как	1	1
35	только то что	1	1
36	в этом отношении	1	1
37	может идти только	1	1
38	взаимодействия творца и	1	1
39	можно было бы	1	1
40	к слову в	1	1
41	может быть и	3	1
42	ничего пагубнее для	1	1
43	и уже отсюда	1	1
44	творца и созерцателей	1	1
45	в науке о	1	1
46	так же как	1	1
47	все эти три	1	1
48	далеко не всегда	1	1
49	быть понята и	1	1
50	едва ли кто-нибудь	1	1
51	данной социальной группы	1	1
52	и тот же	1	1
53	их абстрактными моментами	1	1
54	выбор слова и	1	1
55	тем не менее	3	1
56	не должно быть	1	1
57	таким образом лишь	1	1
58	и уж конечно	1	1
59	вступает в свои	1	1
60	в свои права	1	1
61	мы должны различать	1	1
62	то же время	1	1
63	но тем не	2	1
64	таким образом мы	1	1
65	группы как бы	1	1
66	здесь мы должны	1	1
67	включает в себя	1	1
68	но в то	1	1
69	в конечном счете	1	1
70	структуру всего целого	1	1
71	в то же	1	1
72	тех или иных	1	1
73	как и в	1	1
74	является таким образом	1	1
