N	2gram	Tiupa_Anal_1	Myshleni
1	речи и	1	28
2	точки зрения	6	26
3	таким образом	3	26
4	в том	27	24
5	и в	18	23
6	том что	12	21
7	в целом	5	20
8	с точки	4	18
9	в этом	13	17
10	того чтобы	3	17
11	то что	6	17
12	не только	15	16
13	того что	4	15
14	для того	4	15
15	как и	13	14
16	речи в	1	14
17	может быть	29	14
18	но и	17	14
19	в его	13	14
20	что в	5	14
21	не может	22	12
22	представляет собой	16	11
23	как бы	5	11
24	в отношении	1	10
25	с другой	4	10
26	прежде всего	6	10
27	внутренней речи	5	9
28	и с	2	9
29	между тем	5	9
30	в качестве	31	9
31	одной стороны	3	9
32	другой стороны	2	9
33	же точно	1	9
34	вместе с	4	9
35	и не	21	9
36	не является	2	9
37	то же	9	8
38	заключается в	1	8
39	в ходе	3	8
40	нас к	1	8
41	в процессе	2	8
42	в основе	6	8
43	и на	5	8
44	нашей работы	1	8
45	с одной	3	8
46	мышления в	1	8
47	мы не	1	7
48	вопрос о	2	7
49	по отношению	6	7
50	как уже	2	7
51	в самом	6	7
52	в этой	5	7
53	в другом	4	7
54	с тем	1	7
55	в то	9	7
56	и ее	1	7
57	так как	2	7
58	что он	3	7
59	отношению к	5	7
60	в сущности	6	6
61	столь же	4	6
62	независимо от	1	6
63	могли бы	2	6
64	в себе	11	6
65	в силу	3	6
66	мышления с	1	6
67	лишь в	5	6
68	и тем	1	6
69	с этой	1	6
70	функции и	1	6
71	и его	5	6
72	о том	5	6
73	связь между	1	6
74	все время	1	6
75	только в	6	6
76	на элементы	1	6
77	вопрос об	3	6
78	именно в	4	6
79	потому что	2	6
80	собственном смысле	1	5
81	из того	4	5
82	между собой	2	5
83	в собственном	3	5
84	перед нами	1	5
85	и как	5	5
86	но в	8	5
87	он не	3	5
88	и более	4	5
89	а затем	1	5
90	если бы	3	5
91	тем самым	7	5
92	для этого	2	5
93	по себе	4	5
94	тому что	1	5
95	по своей	6	5
96	как мы	2	5
97	что может	1	5
98	к действительности	1	5
99	и т.д	1	5
100	и что	1	5
101	можно сказать	2	5
102	так и	4	5
103	что для	1	5
104	что мы	3	5
105	и все	3	5
106	тем более	2	5
107	мы должны	1	5
108	из этого	1	5
109	в какой	2	5
110	в своих	1	5
111	в котором	3	4
112	в чем	1	4
113	с его	3	4
114	но не	10	4
115	как в	1	4
116	и к	3	4
117	все эти	2	4
118	при этом	12	4
119	отношений между	1	4
120	их в	1	4
121	что все	1	4
122	было бы	2	4
123	ни в	4	4
124	в своей	6	4
