N	3gram	Bakhtin_Fr_2	Literetu
1	в том что	1	11
2	то же время	6	5
3	в то же	6	5
4	не только в	5	4
5	прежде всего в	1	3
6	том же году	1	3
7	и прежде всего	1	3
8	в том же	1	3
9	дело в том	1	2
10	по отношению к	1	2
11	подобно тому как	2	2
12	с точки зрения	5	2
13	в этом отношении	3	2
14	все же в	3	2
15	для своего времени	1	2
16	с одной стороны	3	2
17	во всяком случае	2	2
18	о том что	3	2
19	как сказано в	1	2
20	в другом месте	2	1
21	же году в	1	1
22	только потому что	1	1
23	другой стороны он	1	1
24	в году когда	1	1
25	на самом деле	1	1
26	в этом последнем	1	1
27	на то что	1	1
28	в одной из	1	1
29	и в литературе	1	1
30	в наше время	1	1
31	не подлежит сомнению	1	1
32	в xviii веке	9	1
33	в значительной степени	2	1
34	и во всей	1	1
35	но в то	3	1
36	в xix веке	3	1
37	в области художественного	1	1
38	все более и	1	1
39	в одну из	1	1
40	в целом ряде	1	1
41	с другой стороны	3	1
42	не может быть	4	1
43	именно в том	1	1
44	и не о	1	1
45	только то что	2	1
46	в области художественной	1	1
47	всяком случае в	1	1
48	далеко не всегда	1	1
49	до сих пор	4	1
50	в пределах одной	2	1
51	не только на	1	1
52	более и более	1	1
53	но все же	2	1
54	но не менее	1	1
55	во второй половине	1	1
56	в большинстве случаев	1	1
57	не только от	1	1
58	культуры и в	1	1
59	не нуждается в	1	1
60	в один из	1	1
