N	2gram	Tiupa_Narr_2	Sovremen
1	не может	8	17
2	может быть	10	12
3	точки зрения	5	12
4	таким образом	5	11
5	мы не	2	9
6	в этом	13	7
7	не можем	1	7
8	и в	13	7
9	ничего не	6	6
10	как и	4	6
11	и не	14	6
12	в результате	2	6
13	и наконец	1	5
14	все эти	3	5
15	что же	1	5
16	прежде всего	6	5
17	с точки	2	5
18	в зависимости	1	4
19	вопрос о	1	4
20	зависимости от	1	4
21	мы должны	1	4
22	в том	14	4
23	в целом	3	4
24	не только	26	4
25	в развитии	1	4
26	с помощью	1	4
27	как бы	6	4
28	вместе с	1	4
29	это не	3	4
30	точку зрения	3	4
31	их в	1	4
32	а в	9	4
33	жизни и	4	4
34	он может	2	3
35	то же	4	3
36	ясно что	1	3
37	момент времени	1	3
38	и т.д	4	3
39	но мы	1	3
40	между собой	3	3
41	может не	1	3
42	отнюдь не	4	3
43	все же	6	3
44	еще не	2	3
45	но в	6	3
46	в этой	4	3
47	в себе	8	3
48	как он	2	3
49	что она	2	3
50	в одном	1	3
51	в конце	4	3
52	в нем	5	3
53	при этом	14	3
54	было бы	2	3
55	а не	17	3
56	и потому	1	3
57	не в	8	3
58	все это	1	3
59	не подлежит	1	3
60	а все	1	3
61	одна из	3	3
62	для нас	2	3
63	и все	4	3
64	в системе	1	3
65	у нас	2	3
66	и к	6	3
67	в области	2	3
68	как мы	1	2
69	жизни мы	2	2
70	тем же	1	2
71	приводит к	1	2
72	роль в	2	2
73	все те	2	2
74	той же	2	2
75	времени и	4	2
76	каждого из	1	2
77	на этом	1	2
78	и даже	3	2
79	говорить о	2	2
80	и что	2	2
81	на другом	1	2
82	и во	1	2
83	самом деле	3	2
84	в его	6	2
85	с совершенно	1	2
86	может иметь	1	2
87	быть и	1	2
88	в самом	2	2
89	по мнению	1	2
90	в которой	1	2
91	что это	4	2
92	в нашем	2	2
93	из этих	2	2
94	с одной	5	2
95	и пространства	2	2
96	со всеми	2	2
97	уже не	4	2
98	то и	3	2
99	так сказать	3	2
100	в виде	2	2
101	тем не	5	2
102	всяком случае	1	2
103	у него	6	2
104	и по	3	2
105	отличие от	5	2
106	что все	1	2
107	конечно в	1	2
108	или иной	3	2
109	на этот	1	2
110	которой он	3	2
111	в отличие	5	2
112	такого рода	12	2
113	это за	1	2
114	о жизни	4	2
115	не менее	4	2
116	можно назвать	2	2
117	на котором	1	2
118	еще более	1	2
119	в свою	2	2
120	не могут	1	2
121	что при	1	2
122	же самое	1	2
123	что в	4	2
124	если же	1	2
125	в таком	3	2
126	во всяком	1	2
127	то она	1	1
128	с ее	1	1
129	начало нового	1	1
130	на другой	1	1
131	на самом	2	1
132	это и	1	1
133	между двумя	1	1
134	здесь и	1	1
135	отношению к	5	1
136	по преимуществу	1	1
137	из двенадцати	1	1
138	в мире	4	1
139	по аналогии	1	1
140	можно было	2	1
141	этом направлении	1	1
142	те же	2	1
143	есть не	1	1
144	в споре	1	1
145	здесь нет	1	1
146	во многом	1	1
147	мы имеем	3	1
148	же как	2	1
149	еще в	1	1
150	когда в	1	1
151	смысле можно	1	1
152	это только	1	1
153	двух и	1	1
154	если бы	4	1
155	и проспективного	1	1
156	развернуть в	1	1
157	что иное	1	1
158	мы всегда	1	1
159	к началу	1	1
160	в будущем	2	1
161	и соответственно	1	1
162	то они	1	1
163	того же	1	1
164	подчеркнуть что	2	1
165	о том	5	1
166	в ней	2	1
167	утверждает что	1	1
168	аналогии с	1	1
169	он сам	2	1
170	все его	4	1
171	иное как	1	1
172	быть в	1	1
173	же время	3	1
174	от другой	1	1
175	с его	3	1
176	во всех	1	1
177	раз и	1	1
178	еще одним	1	1
179	данном случае	6	1
180	но не	3	1
181	к этому	1	1
182	мы будем	1	1
183	в конечном	3	1
184	конечном счете	3	1
185	по отношению	5	1
186	а потому	1	1
187	во всей	1	1
188	внутреннего опыта	1	1
189	сложное и	1	1
190	все время	1	1
191	чем же	1	1
192	человека как	1	1
193	с готовыми	1	1
194	другого для	1	1
195	другой день	1	1
196	опирается на	1	1
197	стороны и	1	1
198	к которому	2	1
199	к нему	1	1
200	известном смысле	3	1
201	один из	3	1
202	собственно и	2	1
203	к различным	1	1
204	одной из	1	1
205	ли он	1	1
206	в действительности	1	1
207	только в	11	1
208	может оказаться	2	1
209	за собой	1	1
210	собой но	1	1
211	он уже	1	1
212	к другому	2	1
213	в известном	3	1
214	этот вопрос	1	1
215	и у	4	1
216	в большинстве	1	1
217	только на	2	1
218	ни одного	1	1
219	вследствие этого	2	1
220	в начале	2	1
221	и чисто	1	1
222	не принимает	1	1
223	в данной	1	1
224	он не	5	1
225	искать в	1	1
226	и их	1	1
227	эти три	1	1
228	у читателя	1	1
229	вовсе не	2	1
230	будет продолжаться	1	1
231	но что	1	1
232	не случайно	2	1
233	какой бы	1	1
234	поскольку она	1	1
235	по его	2	1
236	зрения с	1	1
237	не будет	2	1
238	в другом	4	1
239	одной стороны	5	1
240	любого другого	1	1
241	и т.п	6	1
242	до сих	1	1
243	с другой	5	1
244	как у	4	1
245	обоих случаях	1	1
246	это пока	1	1
247	именно в	2	1
248	этом смысле	1	1
249	бы эти	1	1
250	должен был	2	1
251	в новое	1	1
252	только к	3	1
253	отказавшись от	1	1
254	ни в	1	1
255	но уже	1	1
256	но затем	1	1
257	роли и	1	1
258	ей не	1	1
259	и составляет	1	1
260	несмотря на	2	1
261	жизни но	1	1
262	на эту	1	1
263	должно быть	1	1
264	и ничего	1	1
265	обратимся к	1	1
266	в связи	1	1
267	том что	13	1
268	нет никаких	1	1
269	том как	2	1
270	таким же	1	1
271	так же	2	1
272	и особенно	1	1
273	в такой	1	1
274	она в	1	1
275	его мнению	1	1
276	то его	1	1
277	xix века	1	1
278	поставленный вопрос	1	1
279	от его	2	1
280	в данном	10	1
281	он осуществляет	1	1
282	в течение	2	1
283	объективным как	1	1
284	а потом	2	1
285	быть только	1	1
286	именно к	1	1
287	и более	2	1
288	мере в	2	1
289	жизни в	6	1
290	xix в	2	1
291	в своем	6	1
292	явлениям жизни	1	1
293	еще раз	1	1
294	благодаря этому	1	1
295	и нет	1	1
296	как будет	1	1
297	сих пор	1	1
298	но они	1	1
299	с ним	4	1
300	она не	1	1
301	что с	2	1
302	но для	2	1
303	в обоих	2	1
304	которых он	1	1
305	не имеет	2	1
306	случае он	1	1
307	в процессе	2	1
308	является ли	1	1
309	не является	4	1
310	и от	1	1
311	только не	2	1
312	вытекает из	1	1
313	никогда не	6	1
314	или в	1	1
315	другое дело	1	1
316	человек и	1	1
317	хотя и	5	1
318	жизни не	1	1
319	себя самого	1	1
320	и его	3	1
321	связи с	1	1
322	ничто не	1	1
323	же в	4	1
324	но это	2	1
325	в о	1	1
326	ли это	1	1
327	между ними	1	1
328	это делает	1	1
329	не знает	1	1
330	сказать что	3	1
331	ни о	1	1
332	в живой	1	1
333	и для	3	1
334	они все	2	1
335	если у	1	1
336	следует не	1	1
337	не что	1	1
338	с какою	1	1
339	в то	5	1
340	возможностей в	1	1
341	в какой	4	1
342	просто не	1	1
343	той или	3	1
344	в своих	2	1
345	которая не	2	1
346	все что	4	1
347	они не	2	1
348	на второй	2	1
