N	3gram	Losev_Dial_2	Marksizm
1	с точки зрения	8	13
2	не может быть	3	10
3	то же время	4	8
4	в то же	3	8
5	в связи с	4	7
6	в том что	6	6
7	в самом деле	3	5
8	то же самое	2	5
9	может быть и	3	5
10	с самого начала	2	5
11	бы то ни	1	4
12	и пр и	1	4
13	на самом деле	1	4
14	той или иной	1	4
15	в той или	2	3
16	самом же деле	1	3
17	и не может	1	3
18	в таком случае	3	3
19	на самом же	1	3
20	до сих пор	2	3
21	одно и то	4	3
22	с одной стороны	1	3
23	и то же	4	3
24	отсюда следует что	1	3
25	о том что	4	3
26	это вполне понятно	1	3
27	как мы уже	1	3
28	к тому что	1	3
29	одной стороны и	1	2
30	мы никогда не	1	2
31	более или менее	2	2
32	том что он	1	2
33	того или иного	1	2
34	в зависимости от	2	2
35	но и в	1	2
36	по крайней мере	9	2
37	ни в какой	2	2
38	во всяком случае	2	2
39	все более и	1	2
40	– одна из	1	2
41	мы уже знаем	3	2
42	мы можем сказать	1	2
43	более и более	1	2
44	и прежде всего	2	2
45	к тому же	1	2
46	но и все	1	1
47	что и до	1	1
48	что иное как	3	1
49	но как раз	1	1
50	это еще слишком	1	1
51	и не нуждаются	1	1
52	прежде всего –	1	1
53	мы уже сказали	1	1
54	не говоря уже	2	1
55	и все вообще	1	1
56	того же самого	1	1
57	в нем и	2	1
58	в широком смысле	2	1
59	нуждаются ни в	1	1
60	дело вовсе не	1	1
61	говоря уже о	2	1
62	сам по себе	3	1
63	сами по себе	3	1
64	по самой своей	1	1
65	связанные с этим	1	1
66	несколько слов об	1	1
67	в этом отношении	1	1
68	независимо от того	1	1
69	выражение но и	1	1
70	понимания ни в	1	1
71	жизни и в	1	1
72	же в таком	1	1
73	так или иначе	2	1
74	все то же	1	1
75	не только его	1	1
76	не только в	2	1
77	в сущности это	1	1
78	по сравнению с	1	1
79	тем не менее	2	1
80	не могут быть	2	1
81	и пр все	1	1
82	в последнее время	1	1
83	приводит к тому	1	1
84	чтобы убедиться в	1	1
85	мы уже говорили	1	1
86	само по себе	2	1
87	уже по самой	1	1
88	с другой стороны	4	1
89	и в том	1	1
90	не нуждаются ни	1	1
91	внутреннего и внешнего	2	1
92	и остается только	1	1
93	во всех своих	1	1
94	по себе а	1	1
95	и пр в	1	1
96	его в таком	1	1
97	то или иное	4	1
98	всего того что	1	1
99	не имеет значения	1	1
100	не что иное	3	1
101	не менее в	1	1
102	но все же	1	1
103	можно сказать что	3	1
104	но что же	1	1
105	но ведь это	2	1
106	так же и	1	1
107	о чем мы	1	1
108	есть прежде всего	1	1
109	друг с другом	1	1
110	то что они	1	1
111	обладает не только	1	1
112	мы только что	1	1
113	так и из	1	1
114	можем сказать что	1	1
115	не нуждается в	3	1
116	и все его	1	1
117	в жизни и	1	1
118	и делает его	1	1
