N	2gram	Losev_Prob_1	formyVre
1	и в	32	50
2	то есть	33	33
3	в романе	1	32
4	в этом	19	25
5	в нем	13	24
6	в греческом	1	24
7	человека в	1	17
8	и его	3	16
9	в литературе	4	16
10	прежде всего	10	15
11	как мы	7	14
12	и не	31	14
13	в его	6	13
14	вовсе не	35	13
15	как раз	13	13
16	по существу	2	12
17	так и	12	12
18	то же	10	11
19	мы уже	5	11
20	таким образом	6	11
21	может быть	14	11
22	и как	6	10
23	но в	14	10
24	с его	2	9
25	все эти	8	9
26	не только	17	9
27	в то	6	9
28	ничего не	10	9
29	в том	9	9
30	в конце	6	9
31	в других	5	9
32	и т	11	8
33	того же	3	8
34	и на	8	8
35	в самом	6	8
36	ни в	7	8
37	т п	1	8
38	его жизни	1	8
39	но и	9	8
40	и их	1	8
41	как и	3	8
42	жизни и	1	8
43	это время	1	7
44	для себя	3	7
45	времени в	1	7
46	и во	3	7
47	не было	4	7
48	в условиях	1	7
49	например в	2	6
50	во всех	7	6
51	как в	4	6
52	с этим	3	6
53	все же	1	6
54	лишь в	1	6
55	это не	6	6
56	и того	2	6
57	в их	4	6
58	так как	11	6
59	с ее	1	6
60	в ее	3	6
61	в дальнейшем	4	6
62	связи с	5	6
63	в жизни	3	6
64	то что	42	6
65	не может	8	6
66	так же	9	6
67	в результате	2	6
68	и все	7	6
69	и до	2	5
70	время как	1	5
71	еще не	9	5
72	но не	9	5
73	отнюдь не	10	5
74	не в	4	5
75	он не	3	5
76	всех этих	7	5
77	с самим	1	5
78	одного и	2	5
79	в основе	1	5
80	того чтобы	9	5
81	точки зрения	3	5
82	только и	3	5
83	могут быть	2	5
84	но все	3	5
85	в пределах	1	5
86	если бы	4	5
87	для того	8	5
88	в связи	4	5
89	наряду с	1	5
90	в основном	1	5
91	что в	12	5
92	этого романа	2	4
93	и то	6	4
94	и это	9	4
95	уже указывали	1	4
96	мы и	4	4
97	конечно и	1	4
98	в своем	5	4
99	конечно не	1	4
100	то время	1	4
101	раз в	1	4
102	но на	1	4
103	чтобы они	1	4
104	и с	2	4
105	в них	7	4
106	том что	12	4
107	в котором	5	4
108	в процессе	1	4
109	не имеет	2	4
110	потому что	16	4
111	как человек	1	4
112	здесь не	7	4
113	было и	1	4
114	или как	3	4
115	и следовательно	3	4
116	только в	7	4
117	именно как	4	4
118	на этой	2	4
119	нет ничего	10	4
120	все это	7	4
121	кроме того	2	4
122	и для	4	4
123	отношения к	1	3
124	по преимуществу	2	3
125	не имеют	5	3
126	в какой-то	1	3
127	есть не	6	3
128	мы не	2	3
129	в сущности	2	3
130	в виду	6	3
131	хотя и	6	3
132	в себе	15	3
133	и те	1	3
134	в определенном	1	3
135	при этом	6	3
136	вообще не	2	3
137	одно и	1	3
138	его в	6	3
139	входит в	4	3
140	и других	1	3
141	с другими	2	3
142	эти моменты	1	3
143	здесь нет	2	3
144	для них	2	3
145	и уже	3	3
146	в этих	3	3
147	эта черта	1	3
148	в отношении	3	3
149	мы говорили	4	3
150	что было	1	3
151	их в	4	3
152	друг друга	1	3
153	этом отношении	1	3
154	не могут	2	3
155	к тому	3	3
156	и образ	1	3
157	самим собою	1	3
158	и внутреннее	2	3
159	нас в	2	3
160	во всей	3	3
161	один из	4	3
162	романа и	1	3
163	мы видим	2	3
164	поэтому и	2	3
165	и ее	8	3
166	со всеми	2	3
167	в качестве	2	3
168	только на	4	3
