N	4gram	Bakhtin_sl_2	formyVre
1	в то же время	4	6
2	и в то же	1	4
3	как мы уже говорили	1	3
4	не для того чтобы	1	2
5	в том числе и	1	2
6	с одной стороны и	3	2
7	можно прямо сказать что	2	2
8	а также и в	1	2
9	не может быть конечно	1	2
10	ни в чем не	2	2
11	как мы уже сказали	1	2
12	и т п но	2	1
13	такие типы и разновидности	1	1
14	в той или иной	3	1
15	на античной почве мы	1	1
16	xvii и xviii веках	1	1
17	только и не столько	1	1
18	и т п наконец	1	1
19	жанровых разновидностей европейского романа	1	1
20	же в значительной степени	1	1
21	женщины и т п	1	1
22	одну и ту же	1	1
23	так и вне его	1	1
24	до сих пор не	2	1
25	все это то есть	1	1
26	не только и не	1	1
27	их удельный вес в	1	1
28	эмансипированной женщины и т	1	1
29	все более и более	1	1
30	в xvii и xviii	1	1
31	о которых мы говорили	1	1
32	в основе его лежит	1	1
33	той или иной степени	3	1
34	дело не только в	1	1
35	все снова и снова	1	1
36	биологического здоровья и приспособленности	1	1
37	в средние века и	1	1
38	в том что в	1	1
39	до конца не преодолевается	1	1
40	но в то же	3	1
41	по самому своему существу	1	1
42	т п но все	1	1
43	которых мы говорили в	1	1
44	точка зрения на мир	1	1
45	и т п все	3	1
