N	2gram	Vinokur_Ku_2	StatiiOP
1	и в	23	25
2	в этом	18	24
3	в том	19	20
4	что он	5	19
5	может быть	15	19
6	тем что	3	19
7	что в	10	19
8	что это	7	16
9	том что	11	15
10	в этой	6	14
11	и пр	8	13
12	пушкина как	1	13
13	не только	20	12
14	в его	5	12
15	то что	9	12
16	в этих	1	11
17	так что	1	11
18	таким образом	5	10
19	прежде всего	8	10
20	и не	16	10
21	у него	3	9
22	но и	7	9
23	и т	39	8
24	все это	5	8
25	о том	1	8
26	в языке	10	8
27	как например	1	8
28	т е	22	8
29	в своих	2	8
30	с этим	3	7
31	это не	6	7
32	было бы	15	7
33	в то	4	7
34	не может	9	7
35	что касается	2	7
36	точки зрения	14	7
37	что такое	3	7
38	место в	1	6
39	и на	6	6
40	как в	3	6
41	из этих	1	6
42	интересно что	2	6
43	не в	8	6
44	а а	1	6
45	между тем	6	6
46	только в	5	6
47	т п	24	6
48	в конце	4	6
49	в области	11	6
50	как бы	4	6
51	а в	3	6
52	как на	1	6
53	в году	2	5
54	то же	6	5
55	ответ на	2	5
56	то обстоятельство	7	5
57	независимо от	1	5
58	говорит что	1	5
59	но в	11	5
60	на то	4	5
61	он не	3	5
62	об этом	5	5
63	на почве	1	5
64	ни в	4	5
65	мы имеем	5	5
66	в котором	1	5
67	потому что	25	5
68	обстоятельство что	7	5
69	и это	3	5
70	так и	4	5
71	в них	4	5
72	отметить что	1	5
73	с другой	8	5
74	а не	10	5
75	такого рода	1	5
76	того что	3	5
77	другой стороны	7	5
78	в которой	1	4
79	время как	1	4
80	из которых	3	4
81	в чем	1	4
82	в общем	1	4
83	относится к	1	4
84	все же	7	4
85	не было	4	4
86	и к	1	4
87	то в	1	4
88	в целом	1	4
89	состоит в	2	4
90	в каждом	1	4
91	лишь в	5	4
92	на протяжении	1	4
93	этом смысле	5	4
94	и тем	5	4
95	с тем	2	4
96	как и	2	4
97	а как	1	4
98	у нас	12	4
99	по крайней	6	4
100	в устах	2	4
101	с точки	8	4
102	ничего не	4	4
103	этом отношении	3	4
104	в каком	4	4
105	отличается от	3	4
106	в ней	3	4
107	и с	7	4
108	если бы	12	4
109	можно сказать	4	4
110	а также	3	4
111	к нему	2	4
112	всего в	3	4
113	в качестве	8	4
114	и др	1	4
115	всяком случае	5	4
116	отношение к	1	4
117	то время	1	4
118	крайней мере	6	4
119	в особенности	4	4
120	в речи	6	4
121	связь с	1	4
122	он говорит	1	4
123	что здесь	1	4
124	и для	2	4
125	но это	3	4
126	сказать что	4	4
127	была бы	4	4
128	в своей	2	4
129	это в	2	4
130	во всяком	5	4
131	по мнению	1	3
132	говорить о	4	3
133	подчеркнуть что	1	3
134	он был	1	3
135	с его	1	3
136	своего рода	4	3
137	кроме того	1	3
138	что по	1	3
139	все эти	12	3
140	и если	2	3
141	всех этих	3	3
142	на этом	3	3
143	что этот	1	3
144	в другом	2	3
145	нет в	1	3
146	о которых	3	3
147	несмотря на	5	3
148	в их	2	3
149	что я	4	3
150	но он	1	3
151	и более	2	3
152	на эти	1	3
153	тому что	1	3
154	на язык	1	3
155	на тему	1	3
156	же время	3	3
157	б в	1	3
158	это слово	4	3
159	связи с	3	3
160	и далее	2	3
161	и здесь	5	3
162	эти темы	2	3
163	что все	5	3
164	со стороны	4	3
165	на вопрос	1	3
166	и что	8	3
167	и его	3	3
168	уже не	8	3
169	я имею	1	3
170	уже в	3	3
171	не так	1	3
172	для него	1	3
173	так как	15	3
174	как раз	3	3
175	связан с	1	3
176	что для	2	3
177	одной стороны	1	3
178	до конца	3	3
179	с которым	1	3
180	что мы	6	3
181	бы совершенно	1	3
