N	2gram	Bakhtin_Pr_2	Istorich
1	и в	45	25
2	вместе с	1	22
3	что он	7	22
4	может быть	18	17
5	представление о	2	17
6	мы имеем	2	14
7	не только	16	13
8	но и	15	13
9	в его	22	12
10	так как	5	11
11	уже не	6	11
12	и не	42	11
13	в этом	20	10
14	тем что	2	10
15	все же	4	10
16	и его	8	9
17	его в	3	9
18	в виде	1	9
19	с другой	1	9
20	таким образом	11	9
21	героя в	5	9
22	еще не	9	8
23	и на	7	8
24	все эти	4	8
25	что в	6	8
26	на него	2	8
27	связи с	1	8
28	и что	2	8
29	мы видим	2	8
30	другой стороны	1	8
31	связь с	2	8
32	том что	7	8
33	в нем	20	7
34	как и	14	7
35	мы видели	3	7
36	представлений о	1	7
37	потому что	8	7
38	о том	3	7
39	и здесь	2	7
40	то что	5	7
41	только в	9	7
42	с одной	1	7
43	превращается в	4	7
44	этом случае	1	7
45	но это	2	7
46	в иной	1	7
47	в частности	1	7
48	как в	4	6
49	в нее	1	6
50	это не	3	6
51	не может	24	6
52	в этих	4	6
53	не в	8	6
54	и он	3	6
55	не совсем	2	6
56	что и	5	6
57	там где	6	6
58	себя в	2	6
59	прежде всего	11	6
60	могут быть	4	6
61	или в	2	6
62	в том	8	6
63	например в	2	5
64	и действительно	2	5
65	ясно что	1	5
66	мы не	1	5
67	в ней	7	5
68	но не	6	5
69	с этим	1	5
70	но все	4	5
71	здесь мы	1	5
72	входит в	9	5
73	живет в	1	5
74	видим что	1	5
75	как мы	8	5
76	в образе	3	5
77	так же	5	5
78	в него	1	5
79	же как	4	4
80	то же	5	4
81	мы уже	3	4
82	в ее	3	4
83	от этого	1	4
84	в истории	2	4
85	он видит	1	4
86	в которой	2	4
87	он не	9	4
88	не как	6	4
89	что все	3	4
90	с другими	7	4
91	не всегда	1	4
92	тем не	1	4
93	не менее	2	4
94	того как	3	4
95	все еще	1	4
96	в некоторых	2	4
97	в пределах	4	4
98	в дальнейшем	2	4
99	что у	4	4
100	наряду с	1	4
101	с ним	8	4
102	за ним	1	4
103	а именно	3	4
104	если не	2	4
105	в основном	1	4
106	все это	5	4
107	мы должны	4	4
108	в которых	1	3
109	его не	1	3
110	или же	2	3
111	что герой	1	3
112	герой не	2	3
113	и как	2	3
114	в целом	5	3
115	в этой	1	3
116	только один	1	3
117	их в	7	3
118	на этом	1	3
119	человека в	5	3
120	но уже	2	3
121	в то	5	3
122	в русской	2	3
123	друг друга	7	3
124	как человек	2	3
125	для того	1	3
126	того чтобы	1	3
127	на том	1	3
128	никогда не	17	3
129	и с	7	3
130	о нем	6	3
131	затем в	1	3
132	к нему	11	3
133	в форме	2	3
134	в другой	1	3
135	представления о	1	3
136	после смерти	1	3
137	и др	4	3
138	герой например	1	3
139	в особенности	2	3
140	он живет	1	3
141	но оно	1	3
142	и пр	2	3
143	нем и	1	3
144	и все	1	3
145	в европе	1	3
146	в данном	1	3
147	в книге	1	3
148	в более	1	3
149	ее и	1	3
150	в свете	1	3
151	а в	3	3
152	в целях	1	3
153	в свою	1	3
154	героя и	7	3
155	не превращается	2	3
156	они не	2	3
157	ту же	1	2
158	о герое	4	2
159	того же	1	2
160	самом деле	4	2
161	он может	2	2
162	одним из	3	2
163	а как	4	2
164	на тех	1	2
165	героя но	1	2
166	человека и	2	2
167	мы и	3	2
168	на них	2	2
169	во всех	4	2
170	землю и	1	2
171	и три	1	2
172	в голове	2	2
173	по отношению	8	2
174	некоторое время	1	2
175	до его	1	2
176	перед нами	4	2
177	уже в	4	2
178	на то	2	2
179	друг с	2	2
180	и по	2	2
181	так например	1	2
182	о чем	1	2
183	особенности в	1	2
184	этого мы	1	2
185	когда уже	1	2
186	это было	2	2
187	и других	3	2
188	его душу	1	2
189	к которым	1	2
190	которой он	1	2
191	несмотря на	1	2
192	можно прийти	1	2
193	точки зрения	19	2
194	в своей	6	2
195	таким же	2	2
196	можно найти	2	2
197	ее в	2	2
198	прийти к	1	2
199	от себя	1	2
200	но он	1	2
201	по себе	8	2
202	даже в	6	2
203	и герой	2	2
204	героем и	2	2
205	как можно	1	2
206	а на	2	2
207	она не	5	2
208	тогда когда	1	2
209	одна из	3	2
210	или как	1	2
211	не потому	2	2
212	с другом	2	2
213	это происходит	1	2
214	эта вера	1	2
215	данном случае	1	2
216	так в	1	2
217	и сам	3	2
218	на нее	1	2
219	об этом	3	2
220	еще в	1	2
221	если бы	2	2
222	только у	1	2
223	ничего не	3	2
224	находится в	2	2
225	образом в	2	2
226	можно сказать	2	2
227	все его	3	2
228	образом мы	1	2
229	от них	2	2
230	же в	1	2
231	того что	3	2
232	на которой	1	2
233	во всем	1	2
234	то в	1	2
235	так что	2	2
236	и они	1	2
237	из них	9	2
238	его и	3	2
239	превращаются в	1	2
240	на одном	1	2
241	вовсе не	7	2
242	мы можем	4	2
243	у него	6	2
244	уже и	1	2
245	в других	1	2
246	связан с	2	2
247	со стороны	4	2
248	до сих	2	2
249	как у	2	2
250	до этого	1	2
251	и быть	1	2
252	а сам	1	2
253	и затем	2	2
254	но есть	1	2
255	а не	10	2
256	в лесу	1	2
257	с которым	1	2
258	один из	2	2
259	со своими	6	2
260	что мы	1	2
261	в одно	1	2
262	чтобы она	1	2
263	и потому	6	2
264	из которых	2	2
265	как бы	15	2
266	по существу	1	2
267	он бросает	1	2
268	сих пор	2	2
269	но для	1	2
270	в наше	1	2
271	и для	2	2
272	это уже	1	2
273	также не	2	2
274	входящий в	1	2
275	сказать что	5	2
276	совершенно не	1	2
277	к его	1	2
278	по которой	1	2
279	отношению к	8	2
280	в свое	2	2
281	к этому	4	2
282	строится на	2	2
283	жизни и	15	2
284	вряд ли	1	1
285	относится и	2	1
286	функции в	1	1
287	перед ним	2	1
288	что образ	2	1
289	героя за	1	1
290	по отдельным	1	1
291	знает о	1	1
292	силы и	1	1
293	нужно подчеркнуть	1	1
294	но тем	1	1
295	и сюжет	1	1
296	и есть	1	1
297	здесь и	2	1
298	из его	1	1
299	не имеют	1	1
300	должна быть	3	1
301	он дал	1	1
302	но те	1	1
303	в зависимости	3	1
304	и могут	2	1
305	форма его	1	1
306	той же	1	1
307	она ему	1	1
308	на первом	1	1
309	совершенно так	2	1
310	выходит из	1	1
311	именно к	1	1
312	место в	1	1
313	время как	1	1
314	я не	6	1
315	из того	1	1
316	они были	1	1
317	же что	3	1
318	зависимости от	3	1
319	было стать	1	1
320	быть в	2	1
321	не был	2	1
322	которых может	1	1
323	на самом	1	1
324	к образу	1	1
325	но как	2	1
326	ответ на	1	1
327	отношение к	8	1
328	иногда и	1	1
329	отличие от	1	1
330	что они	3	1
331	думать что	1	1
332	чем же	2	1
333	в одной	5	1
334	одно очень	1	1
335	стороны и	1	1
336	как к	2	1
337	категории а	1	1
338	а и	1	1
339	оказывается в	1	1
340	не искажая	1	1
341	и наконец	1	1
342	напомним что	1	1
343	и к	2	1
344	себе не	1	1
345	но в	6	1
346	них он	1	1
347	за собой	2	1
