N	3gram	Vygotskiy__2	OGranits
1	с точки зрения	18	5
2	не может быть	6	4
3	по отношению к	5	3
4	но так как	1	2
5	в самом деле	4	2
6	в зависимости от	6	2
7	в данном случае	3	2
8	не только его	1	2
9	с одной стороны	7	2
10	с другой стороны	1	2
11	ничего общего с	1	2
12	с самого начала	1	2
13	зависимости от этого	2	2
14	в том что	21	2
15	точки зрения и	1	1
16	т.д и т.д	1	1
17	в другом месте	2	1
18	том что в	2	1
19	один и тот	1	1
20	между тем мы	1	1
21	что в этом	1	1
22	и более или	1	1
23	этой точки зрения	1	1
24	иметь в виду	1	1
25	там где нет	1	1
26	более или менее	2	1
27	в которых он	1	1
28	лишь в процессе	1	1
29	на самом деле	2	1
30	подобно тому как	2	1
31	и в некоторых	1	1
32	те же самые	1	1
33	с этим словом	1	1
34	то же самое	2	1
35	здесь мы не	1	1
36	которые не только	1	1
37	мы можем установить	1	1
38	на втором году	1	1
39	в отличие от	3	1
40	которой только и	1	1
41	только то что	1	1
42	в этом отношении	3	1
43	то что в	1	1
44	в собственном смысле	3	1
45	и т.д и	2	1
46	можно было бы	5	1
47	но мы должны	1	1
48	со всей настойчивостью	1	1
49	со всей категоричностью	1	1
50	в последнее время	4	1
51	только и может	1	1
52	для того чтобы	10	1
53	так же как	1	1
54	а в зависимости	1	1
55	если бы мы	2	1
56	там где она	1	1
57	и тот же	1	1
58	состоит в том	3	1
59	не входит в	1	1
60	предположение о возможности	1	1
61	и к тому	1	1
62	втором году жизни	1	1
63	последнее время мы	1	1
64	в связи с	6	1
65	само по себе	2	1
66	собственном смысле слова	3	1
67	что говоря словами	1	1
68	мы уже видели	2	1
69	в борьбе с	1	1
70	и языком как	1	1
71	мы не можем	3	1
72	включает в себя	1	1
73	в конечном счете	4	1
74	несмотря на все	1	1
75	но что же	1	1
76	на то что	6	1
77	на всем протяжении	2	1
78	здесь и там	1	1
79	в истории мышления	2	1
80	в предисловии к	4	1
81	как и в	1	1
