N	3gram	Propp_Isto_6	Dialekti
1	и т д	8	15
2	в том что	5	9
3	что иное как	1	8
4	не что иное	1	8
5	миф не есть	1	8
6	это значит что	1	7
7	не может быть	3	6
8	есть не что	1	5
9	для того чтобы	1	5
10	подобно тому как	1	4
11	и тем более	1	4
12	то или иное	1	3
13	что миф не	1	3
14	на то что	1	3
15	как только мы	1	2
16	того или другого	1	2
17	о том как	3	2
18	точно так же	2	2
19	с этой точки	1	2
20	то и другое	1	2
21	т е в	2	2
22	еще ничего не	1	2
23	т д все	1	2
24	потому что мы	1	2
25	этой точки зрения	1	2
26	от того что	1	2
27	тем не менее	1	2
28	в сравнении с	1	2
29	в обоих случаях	1	1
30	а потом и	1	1
31	только потому что	1	1
32	о граде китеже	1	1
33	в себе не	1	1
34	же как и	1	1
35	никогда не будет	1	1
36	на первый план	2	1
37	только тогда если	1	1
38	и то и	1	1
39	в зависимости от	1	1
40	и при помощи	1	1
41	мы находим что	1	1
42	можно сказать что	1	1
43	т д но	1	1
44	мы видим в	1	1
45	с тем что	1	1
46	совершенно ясно что	1	1
47	и на нем	1	1
48	в греческой мифологии	1	1
49	однако все эти	1	1
50	и тем не	1	1
51	и то что	1	1
52	сказании о граде	1	1
53	в данном случае	3	1
54	не только в	4	1
55	на своем месте	1	1
56	в мифе о	4	1
57	так или иначе	1	1
58	уже не может	1	1
59	нет ни души	1	1
60	как бы в	1	1
61	как будто что-то	1	1
62	и вот почему	1	1
63	вместе с ним	1	1
64	с коня и	1	1
65	в этом случае	6	1
66	в его голове	1	1
67	о том что	4	1
68	и вместе с	1	1
69	и не может	1	1
70	речь идет о	1	1
71	но все же	2	1
72	с другой стороны	8	1
73	после того как	2	1
74	но это не	1	1
75	не значит что	1	1
76	его уже не	1	1
77	т д в	1	1
78	мы только что	1	1
