N	4gram	Medvedev_F_2	Problemy
1	и не может быть	2	5
2	в то же время	5	5
3	мы имеем в виду	1	3
4	не может быть никаких	1	2
5	и до сих пор	1	2
6	большей или меньшей степени	1	2
7	но в то же	1	2
8	в большей или меньшей	1	2
9	системе языка и не	1	1
10	положениях и в некоторых	1	1
11	иметь в виду что	1	1
12	совпадает с самим собою	1	1
13	была бы совершенно иной	2	1
14	прежде всего возникает вопрос	1	1
15	как мы знаем в	1	1
16	и до настоящего времени	1	1
17	остановимся прежде всего на	1	1
18	как раз и не	1	1
19	и в то же	3	1
20	всего возникает вопрос о	1	1
21	в связи с теми	1	1
22	и так или иначе	1	1
23	занимает очень важное место	1	1
24	в этом смысле и	1	1
25	в системе языка и	1	1
