N	4gram	Vygotskiy__4	Problema
1	дело в том что	1	3
2	ни в каком случае	1	3
3	взятые сами по себе	1	2
4	не что иное как	1	2
5	ничего общего с тем	1	2
6	точно так же и	1	2
7	и что в нем	1	2
8	т д все это	1	1
9	вовсе не для того	1	1
10	и с точки зрения	1	1
11	между тем и другим	1	1
12	свой смысл и свое	1	1
13	то что мы выше	1	1
14	и т д все	1	1
15	но все дело в	1	1
16	сводится к тому что	2	1
17	в то время как	2	1
18	взятый сам по себе	1	1
19	о том что это	1	1
20	для того чтобы мы	1	1
21	же самое и в	1	1
22	заключается в том что	2	1
23	мы указали только на	1	1
24	мы никогда не можем	1	1
25	все дело в том	1	1
26	от одной точки к	1	1
27	так же как и	1	1
28	и даже больше того	1	1
29	то же самое и	2	1
30	и уже одно это	1	1
31	и в самом деле	2	1
32	одной точки к другой	1	1
33	что мы выше назвали	1	1
