N	2gram	Vygotskiy__4	Problemy
1	и в	33	43
2	и не	13	29
3	может быть	22	23
4	как бы	25	22
5	не может	10	18
6	в пределах	3	16
7	как и	5	14
8	но и	3	14
9	и т	6	13
10	в этом	28	13
11	точки зрения	6	13
12	что он	20	13
13	в нем	7	12
14	в одном	3	12
15	слова в	1	12
16	слова и	4	12
17	не только	7	11
18	не в	2	11
19	по себе	9	11
20	и на	5	10
21	но в	2	10
22	как мы	4	10
23	в его	10	10
24	прежде всего	2	10
25	в сущности	6	9
26	еще не	1	9
27	он не	11	9
28	никогда не	5	9
29	т п	3	9
30	то же	9	8
31	для него	1	8
32	с точки	4	8
33	и его	5	8
34	или в	1	8
35	слово в	2	8
36	перед нами	6	7
37	в самом	12	7
38	в то	3	7
39	и сам	1	7
40	в другом	1	7
41	до сих	3	7
42	а не	6	7
43	сих пор	3	7
44	то что	44	7
45	и наконец	2	6
46	так сказать	1	6
47	при этом	2	6
48	в этих	1	6
49	о нем	4	6
50	в том	21	6
51	в котором	2	6
52	у него	6	6
53	и все	12	6
54	сам по	2	5
55	самом деле	12	5
56	нам кажется	2	5
57	к другому	1	5
58	и он	3	5
59	но не	3	5
60	по отношению	1	5
61	в себе	6	5
62	все эти	6	5
63	но ведь	1	5
64	на то	10	5
65	да и	3	5
66	таким образом	13	5
67	и с	2	5
68	было бы	12	5
69	рядом с	1	5
70	у меня	1	5
71	о том	20	5
72	никак не	6	5
73	и что	25	5
74	же время	2	5
75	к нему	1	5
76	мы увидим	2	5
77	так что	7	5
78	вовсе не	5	5
79	в той	3	5
80	все это	13	5
81	бы в	1	5
82	а в	4	5
83	героя и	2	5
84	отношению к	1	5
85	и до	3	4
86	а как	2	4
87	мы не	5	4
88	сюжет не	1	4
89	так чтобы	2	4
90	я не	4	4
91	с его	2	4
92	во всех	2	4
93	себе и	2	4
94	сама по	3	4
95	там где	1	4
96	вот как	3	4
97	в своем	7	4
98	словом в	1	4
99	т д	2	4
100	если же	1	4
101	в них	2	4
102	далеко не	3	4
103	должно быть	3	4
104	во время	6	4
105	в своей	4	4
106	но он	6	4
107	их в	3	4
108	как его	1	4
109	в самой	6	4
110	или как	1	4
111	с другом	4	4
112	к тому	12	4
113	и это	5	4
114	с собой	1	4
115	в словах	2	4
116	почему же	2	4
117	этот вопрос	4	4
118	только в	4	4
119	же и	1	4
120	ни одного	2	4
121	так как	12	4
122	как раз	9	4
123	с другой	2	4
124	на этот	3	4
125	до конца	7	4
126	не на	2	4
127	то есть	13	4
128	друг с	4	4
129	рассказ в	1	4
130	но это	1	4
131	в результате	2	4
132	речи и	1	4
133	совершенно не	4	4
134	что в	21	4
135	себя как	1	3
136	также и	2	3
137	не хочет	1	3
138	мы уже	5	3
139	той же	4	3
140	что если	3	3
141	не была	1	3
142	и со	1	3
143	в виду	2	3
144	он сам	1	3
145	такого что	1	3
146	мы будем	5	3
147	за пределы	1	3
148	в одной	2	3
149	стороны и	1	3
150	в художественном	2	3
151	когда он	7	3
152	и к	2	3
153	только на	1	3
154	прямой и	1	3
155	тому же	3	3
156	никому не	2	3
157	есть конечно	2	3
158	это не	6	3
159	в жизни	4	3
160	кажется что	2	3
161	переходим к	1	3
162	такой же	2	3
163	и их	1	3
164	в их	2	3
165	образом и	1	3
166	даже в	2	3
167	в отношении	1	3
168	она не	3	3
169	на него	4	3
170	ничего не	2	3
171	слова как	3	3
172	во всем	2	3
173	уже говорили	1	3
174	можно было	4	3
175	так и	3	3
176	даны в	4	3
177	если бы	10	3
178	и даже	1	3
179	с ним	5	3
180	и здесь	3	3
181	между тем	1	3
182	что и	3	3
183	а он	1	3
184	и только	7	3
185	здесь в	3	3
186	его в	3	3
187	тот же	3	3
188	том или	1	3
189	и ее	2	3
190	себя в	4	3
191	от автора	1	3
192	есть в	1	3
193	в виде	3	3
194	тем что	3	3
195	к самому	2	3
196	о своей	1	3
197	по своим	1	3
198	себя и	1	3
199	в рассказе	8	3
200	него в	1	3
201	ни на	2	3
202	рассказа в	3	3
203	по существу	2	3
204	но для	1	3
205	все же	5	3
206	и для	3	3
207	в эту	1	3
208	это все	1	3
209	другой стороны	2	3
210	того же	1	3
211	человека и	1	2
212	тем же	1	2
213	из его	2	2
214	почти всегда	2	2
215	и о	4	2
216	вопрос о	2	2
217	время как	2	2
218	бы ни	1	2
219	слова о	1	2
220	мы и	1	2
221	то это	3	2
222	себе что	1	2
223	быть в	1	2
224	друг к	1	2
225	он говорит	3	2
226	в сторону	3	2
227	как в	3	2
228	с этим	5	2
229	целый ряд	5	2
230	и как	5	2
231	в первом	1	2
232	та же	3	2
233	бы и	2	2
234	что это	13	2
235	в целом	5	2
236	бы не	2	2
237	из этих	2	2
238	им в	1	2
239	нами в	2	2
240	мы обратимся	1	2
241	мы чувствуем	1	2
242	как он	5	2
243	и еще	1	2
244	что тут	1	2
245	но все	2	2
246	об этом	4	2
247	из них	4	2
248	к другу	1	2
249	знает что	2	2
250	ко второму	1	2
251	ни в	3	2
252	одна и	2	2
253	для чего	4	2
254	том что	22	2
255	которую он	2	2
256	что такое	1	2
257	два слова	1	2
258	в такой	2	2
259	почти не	1	2
260	в рассказ	1	2
261	что говорит	2	2
262	в которых	3	2
263	мысли и	1	2
264	значение для	1	2
265	что этот	3	2
266	и то	2	2
267	и очень	1	2
268	дело в	1	2
269	того как	1	2
270	одна из	4	2
271	столкновение двух	1	2
272	и всегда	1	2
273	и без	1	2
274	пути и	3	2
275	и является	2	2
276	самой этой	1	2
277	и эта	2	2
278	что на	1	2
279	перед ним	2	2
280	с прямым	1	2
281	у нас	4	2
282	лежит в	2	2
283	отличается от	1	2
284	указывает на	3	2
285	здесь мы	3	2
286	в конце	8	2
287	всего этого	1	2
288	не могу	1	2
289	без всякого	2	2
290	то время	2	2
291	что у	4	2
292	что может	3	2
293	времени и	2	2
294	для этого	8	2
295	не был	2	2
296	из рассказа	1	2
297	в глаза	1	2
298	все он	1	2
299	он вводит	1	2
300	автор как	1	2
301	от одного	1	2
302	разобранным нами	1	2
303	того что	4	2
304	этом смысле	1	2
305	но так	1	2
306	в стороне	1	2
307	и так	4	2
308	меняют свой	1	2
309	и мысли	1	2
310	конечно не	3	2
311	уже в	2	2
312	если мы	12	2
313	а то	1	2
314	его и	2	2
315	мы переходим	2	2
316	и та	2	2
317	мы можем	5	2
318	дело и	2	2
319	оно является	2	2
320	и старается	1	2
321	именно как	2	2
322	с другим	1	2
323	а с	2	2
324	и др	1	2
325	что не	4	2
326	превращается в	1	2
327	материал в	1	2
328	в руках	2	2
329	него не	1	2
330	так же	13	2
331	слов в	2	2
332	для понимания	2	2
333	например в	3	2
334	чтобы сделать	2	2
335	этого слова	3	2
336	рассказа и	10	2
337	для автора	1	2
338	человек и	1	2
339	для нас	7	2
340	бы он	1	2
341	конце концов	3	2
342	хотя бы	2	2
343	ни было	1	2
344	сказать что	13	2
345	была бы	2	2
346	их с	1	2
347	ее в	4	2
348	в своих	3	2
349	который не	2	2
350	в таком	4	2
351	во всяком	3	2
352	он совершенно	1	1
353	таком случае	1	1
354	художественного произведения	1	1
355	рассказ он	1	1
356	на самом	6	1
357	он может	2	1
358	правом может	1	1
359	как отца	1	1
360	это и	5	1
361	и должны	1	1
362	и сюжет	3	1
363	и есть	4	1
364	между двумя	2	1
365	и чрезвычайно	1	1
366	поэтому он	1	1
367	все те	2	1
368	к рассказу	1	1
369	в поэтический	1	1
370	сказать с	1	1
371	есть не	1	1
372	всего того	1	1
373	он знает	2	1
374	это совершенно	3	1
375	же как	3	1
376	при анализе	2	1
377	случае это	1	1
378	он как	1	1
379	направленных на	1	1
380	принадлежит к	2	1
381	как во	1	1
382	две вещи	1	1
383	на тему	2	1
384	этом так	1	1
385	что говорят	1	1
386	вместо того	2	1
387	и явной	1	1
388	и заставляет	1	1
389	бы сказать	2	1
390	литературы и	2	1
391	это возможно	1	1
392	бы то	2	1
393	в сюжете	1	1
394	тем как	1	1
395	то мы	1	1
396	его так	1	1
397	автором как	2	1
398	с одной	3	1
399	обстояло дело	1	1
400	но как	1	1
401	точка зрения	2	1
402	силы и	2	1
403	перед глазами	1	1
404	если в	1	1
405	художественное задание	1	1
406	в общем	1	1
407	здесь автор	1	1
408	человеческих отношений	1	1
409	менее всего	1	1
410	для всякой	1	1
411	ведь мы	1	1
412	и речи	1	1
413	они действительно	2	1
414	его романа	1	1
415	что автор	4	1
416	идет о	3	1
417	материалом для	1	1
418	себя за	1	1
419	одном из	1	1
420	однако не	2	1
421	нем он	1	1
422	увидим что	3	1
423	о самом	1	1
424	так или	1	1
425	романа это	1	1
426	в нашем	1	1
427	которые в	1	1
428	самое это	2	1
429	в этой	9	1
430	другом случае	1	1
431	слово это	1	1
432	не могла	1	1
433	ставит нас	1	1
434	все они	2	1
435	и если	9	1
436	вообще не	1	1
437	весь свой	1	1
438	что она	10	1
439	он все	3	1
440	наконец он	1	1
441	для разработки	2	1
442	из этой	3	1
443	читателя в	2	1
444	он должен	1	1
445	однако он	1	1
446	в корне	1	1
447	кажется нам	3	1
448	своего пути	1	1
449	в плане	1	1
450	что ни	2	1
451	на этом	3	1
452	будем говорить	1	1
453	может понять	2	1
454	речь его	1	1
455	конца и	2	1
456	его до	1	1
457	называя его	1	1
458	от нее	1	1
459	не следует	1	1
460	то ни	1	1
461	что все	11	1
462	обратное тому	1	1
463	они должны	1	1
464	и дальше	1	1
465	в мире	3	1
466	об этой	1	1
467	или два	1	1
468	видит в	3	1
469	как к	1	1
470	его слов	1	1
471	деле в	1	1
472	сразу с	1	1
473	и мы	15	1
474	должен был	3	1
475	за ней	2	1
476	другому от	1	1
477	и романа	1	1
478	из нее	3	1
479	в ее	2	1
480	и тон	1	1
481	и уже	4	1
482	несмотря на	1	1
483	нигде не	1	1
484	сюжета мы	2	1
485	несет в	3	1
486	этот материал	4	1
487	мы как	1	1
488	во второй	1	1
489	которую мы	1	1
490	для удобства	1	1
491	как все	4	1
492	слова совершенно	1	1
493	мы конечно	1	1
494	это только	1	1
495	автор пользуется	1	1
496	который делает	2	1
497	она в	1	1
498	что вся	1	1
499	что до	1	1
500	в последней	2	1
501	с уверенностью	1	1
502	от его	1	1
503	для всякого	1	1
504	ее он	1	1
505	отца это	1	1
506	точку зрения	1	1
507	другом и	2	1
508	и эти	2	1
509	рассказа мы	3	1
510	без всяких	1	1
511	том и	1	1
512	с такими	1	1
513	заставляет его	4	1
514	можем сказать	1	1
515	что есть	1	1
516	не раз	1	1
517	но они	1	1
518	отчетливо и	1	1
519	что с	1	1
520	эти две	1	1
521	что ему	2	1
522	мысли в	1	1
523	тогда когда	1	1
524	ее с	4	1
525	сущности есть	1	1
526	в основе	3	1
527	и два	1	1
528	материала в	3	1
529	которые оно	1	1
530	с толку	1	1
531	о них	2	1
532	того чтобы	22	1
533	действующие лица	1	1
534	значение этого	1	1
535	только не	2	1
536	не имеет	2	1
537	как два	1	1
538	характером героя	1	1
539	находятся в	1	1
540	показывает нам	2	1
541	всего на	1	1
542	для поэзии	1	1
543	заложенные в	1	1
544	и спокойствия	1	1
545	развивается в	1	1
546	связи с	2	1
547	в сознании	1	1
548	сюжет в	1	1
549	что речь	1	1
550	до того	1	1
551	только с	2	1
552	раз как	1	1
553	совершенно необходимо	1	1
554	точном смысле	2	1
555	не от	1	1
556	художественную форму	1	1
557	все то	12	1
558	но вся	2	1
559	же самое	6	1
560	одну и	1	1
561	его с	1	1
562	они даны	1	1
563	на это	1	1
564	не поймем	1	1
565	им для	1	1
566	некоторой степени	1	1
567	но только	1	1
568	но по	1	1
569	с ее	3	1
570	как не	1	1
571	этого признания	1	1
572	начал с	1	1
573	и будем	1	1
574	боится чтобы	1	1
575	и говорит	3	1
576	она только	1	1
577	так в	1	1
578	важное место	1	1
579	на нее	2	1
580	те же	2	1
581	и каждый	1	1
582	до начала	1	1
583	жизнь и	4	1
584	понятно что	3	1
585	является в	1	1
586	был не	1	1
587	совершенно невозможно	1	1
588	которая в	1	1
