N	2gram	Tiupa_Narr_1	Problema
1	и не	23	28
2	то есть	9	27
3	не только	31	24
4	только в	12	23
5	и в	11	20
6	в том	8	20
7	не просто	1	16
8	то что	9	15
9	потому что	5	15
10	точки зрения	5	14
11	у нас	3	14
12	той или	5	14
13	но и	27	14
14	также и	3	13
15	перед нами	5	13
16	не в	6	13
17	или иной	4	13
18	в нашем	3	12
19	в себе	6	12
20	том что	7	12
21	с точки	1	11
22	по себе	4	11
23	прежде всего	4	11
24	как будто	3	11
25	едва ли	3	10
26	отнюдь не	2	10
27	тем не	3	10
28	и его	10	10
29	не менее	3	10
30	так и	5	10
31	в качестве	14	10
32	не является	3	10
33	в этом	12	9
34	заходящего солнца	1	9
35	может быть	15	9
36	и даже	2	9
37	все это	1	9
38	но в	7	8
39	содержит в	1	8
40	таким образом	1	8
41	если бы	7	8
42	что он	3	8
43	в той	2	8
44	в результате	2	8
45	и все	3	8
46	во всяком	2	8
47	то же	8	7
48	мы не	3	7
49	в ней	4	7
50	еще не	4	7
51	и с	3	7
52	ясно что	1	7
53	это не	3	7
54	здесь не	2	7
55	хотя бы	2	7
56	и тем	4	7
57	с другой	2	7
58	именно в	3	7
59	сказать что	2	7
60	а не	13	7
61	и потому	1	7
62	такого рода	10	7
63	сам по	1	6
64	мы имеем	3	6
65	а только	1	6
66	при этом	19	6
67	об этом	6	6
68	как и	13	6
69	в данном	11	6
70	по крайней	1	6
71	же самое	2	6
72	в виду	1	6
73	и вообще	1	6
74	а также	6	6
75	крайней мере	1	6
76	по своему	2	6
77	но это	1	6
78	и от	2	6
79	для нас	1	6
80	другой стороны	2	6
81	в таком	2	6
82	на самом	1	5
83	но не	4	5
84	как в	4	5
85	хотя и	4	5
86	в нем	4	5
87	да и	2	5
88	в этих	2	5
89	и о	3	5
90	в ее	1	5
91	данном случае	8	5
92	о том	4	5
93	можно сказать	5	5
94	жизни и	6	5
95	уже не	8	5
96	так как	1	5
97	случае не	1	5
98	то и	1	5
99	человеческой жизни	2	5
100	не может	8	5
101	вместе с	2	5
102	так же	1	5
103	не существует	3	5
104	или в	6	5
105	и т	1	4
106	это и	1	4
107	но даже	1	4
108	человеческих отношений	1	4
109	и есть	1	4
110	и наконец	1	4
111	уже в	1	4
112	тут и	1	4
113	в этой	6	4
114	что она	1	4
115	времени и	9	4
116	с тем	1	4
117	в своей	5	4
118	всяком случае	2	4
119	в одном	4	4
120	тем самым	5	4
121	отличается от	1	4
122	не имеет	2	4
123	ни о	2	4
124	указывает на	1	4
125	как знак	1	4
126	с ним	2	4
127	никак не	2	4
128	во всех	1	4
129	и только	2	4
130	тем более	1	4
131	одной из	1	4
132	и ее	3	4
133	или даже	1	4
134	что не	2	4
135	с этим	1	4
136	как бы	6	4
137	как раз	6	4
138	и для	2	4
139	солнца и	1	4
140	же в	2	4
141	а в	13	4
142	в то	4	4
143	самом деле	3	3
144	в зависимости	2	3
145	он как	1	3
146	и на	5	3
147	он был	1	3
148	но как	3	3
149	тут же	1	3
150	в своем	3	3
151	и к	1	3
152	сливаются в	2	3
153	т д	1	3
154	но все	1	3
155	человека в	2	3
156	в другом	1	3
157	с другими	1	3
158	из них	4	3
159	в жизни	3	3
160	все равно	2	3
161	и мышления	1	3
162	как это	3	3
163	в предыдущем	1	3
164	связи с	2	3
165	вплоть до	4	3
166	дело не	2	3
167	и сама	2	3
168	можно ли	1	3
169	казалось бы	2	3
170	имеем дело	2	3
171	и является	2	3
172	в области	2	3
173	зависимости от	2	3
174	к тому	6	3
175	как мы	2	3
176	с собой	1	3
177	к нему	4	3
178	в его	6	3
179	что и	1	3
180	даже если	1	3
181	для всех	1	3
182	не обходится	1	3
183	в начале	3	3
184	в сознании	4	3
185	для него	4	3
186	мы можем	2	3
187	тем что	1	3
188	для того	3	3
189	не было	3	3
190	еще и	1	3
191	если не	2	3
192	в связи	2	3
193	о себе	1	3
194	к его	2	3
195	из которых	1	3
196	что мы	2	3
197	это уже	3	3
198	сознания и	1	3
199	или другой	1	3
200	и как	3	3
201	все они	1	3
202	не говоря	1	3
203	совершенно не	1	3
204	что в	3	3
205	точно так	1	3
206	которая не	1	3
207	о каких	1	2
208	чтобы не	1	2
209	и то	3	2
210	за собой	1	2
211	в которой	1	2
212	они могут	2	2
213	не вполне	2	2
214	ему в	2	2
215	и он	6	2
216	между собой	2	2
217	иное как	1	2
218	столь же	5	2
219	в чем	2	2
220	не то	1	2
221	что именно	1	2
222	так называемая	2	2
223	может обойтись	1	2
224	все же	4	2
225	и где	1	2
226	более или	1	2
227	видим и	1	2
228	то в	4	2
229	со своей	1	2
230	человеческого сознания	2	2
231	элементов понятия	1	2
232	что это	1	2
233	ни одна	1	2
234	в известном	2	2
235	что к	1	2
236	особенно важно	1	2
237	тому же	6	2
238	он не	3	2
239	в корне	1	2
240	с ее	2	2
241	новое и	1	2
242	на земле	1	2
243	не будет	2	2
244	а его	2	2
245	его в	1	2
246	но именно	3	2
247	для них	2	2
248	далеко не	1	2
249	этого не	2	2
250	речь о	1	2
251	и тоже	1	2
252	и тогда	2	2
253	или менее	1	2
254	в котором	1	2
255	она в	2	2
256	и уж	1	2
257	не понимает	1	2
258	иным как	2	2
259	в смысловом	1	2
260	при условии	1	2
261	значимость в	1	2
262	однако в	3	2
263	того же	1	2
264	но они	3	2
265	в обоих	2	2
266	друг друга	2	2
267	дело в	2	2
268	того чтобы	4	2
269	и по	1	2
270	и притом	2	2
271	к ней	1	2
272	во всем	1	2
273	однако это	1	2
274	для его	1	2
275	они и	2	2
276	это будет	1	2
277	здесь также	1	2
278	действия и	1	2
279	в пределах	2	2
280	верит в	1	2
281	и совершенно	1	2
282	и когда	1	2
283	и прочих	1	2
284	и каждый	1	2
285	для этого	1	2
286	остановимся на	1	2
287	в значительной	1	2
288	не раз	1	2
289	это было	2	2
290	с его	4	2
291	нечто иное	1	2
292	вся эта	1	2
293	теперь уже	1	2
294	в литературе	4	2
295	том как	1	2
296	тот же	1	2
297	с ними	2	2
298	дело с	2	2
299	со всеми	1	2
300	себя в	2	2
301	понятие которое	1	2
302	только на	2	2
303	свидетельствует о	1	2
304	не обладают	1	2
305	а то	1	2
306	сами по	2	2
307	в конце	2	2
308	в самом	6	2
309	не обязательно	1	2
310	а именно	1	2
311	что иное	1	2
312	это все	1	2
313	говорит о	1	2
314	все время	1	2
315	была бы	1	2
316	как именно	1	2
317	представить себе	1	2
318	смысловом отношении	1	2
319	понятие о	1	2
320	образ и	1	2
321	чем иным	2	2
322	лет назад	1	2
323	хотя они	1	2
324	еще более	1	2
325	будто бы	1	2
326	только что	2	2
327	ни было	1	2
328	жизни в	2	2
329	в частности	14	2
330	и наиболее	1	1
331	без этих	1	1
332	как известно	3	1
333	сказано и	1	1
334	говоря о	1	1
335	одним из	1	1
336	в эстетике	1	1
337	жизни мы	1	1
338	ему что	1	1
339	тем же	2	1
340	к феномену	1	1
341	и до	1	1
342	разумом и	1	1
343	в году	2	1
344	что вся	1	1
345	же как	1	1
346	что между	1	1
347	на себя	4	1
348	мы и	1	1
349	всю ночь	1	1
350	самой своей	1	1
351	жизни это	1	1
352	это время	1	1
353	и самого	2	1
354	начало и	3	1
355	внутреннего состояния	1	1
356	бы то	1	1
357	истории в	4	1
358	тем как	1	1
359	сказать и	1	1
360	другой более	1	1
361	и три	1	1
362	о смерти	2	1
363	мы будем	1	1
364	только потому	1	1
365	и всякий	1	1
366	значение и	1	1
367	не все	1	1
368	если в	2	1
369	должны были	1	1
370	отношение к	1	1
371	говорилось выше	1	1
372	для кого-то	1	1
373	его на	1	1
374	отдельные детали	1	1
375	когда он	1	1
376	роль не	1	1
377	своей матери	2	1
378	в действительности	1	1
379	он на	1	1
380	в противоположность	1	1
381	на какой	1	1
382	них как	2	1
383	для которого	1	1
384	смыслом а	1	1
385	ни один	1	1
386	в целом	3	1
387	как некий	1	1
388	бы не	1	1
389	из этих	4	1
390	тоже не	1	1
391	но ведь	1	1
392	как он	1	1
393	на то	2	1
394	действий над	1	1
395	но на	1	1
396	как принцип	1	1
397	в случае	2	1
398	и символически	1	1
399	этом свидетельствует	1	1
400	двадцать четыре	1	1
401	и еще	2	1
402	что писатель	1	1
403	в принципе	4	1
404	в силу	1	1
405	его от	1	1
406	что может	2	1
407	рассказано в	1	1
408	это происходит	1	1
409	одно и	2	1
410	и символы	1	1
411	может остаться	1	1
412	то ни	1	1
413	нас о	1	1
414	причем все	1	1
415	на бумаге	1	1
416	и отдельные	1	1
417	он есть	1	1
418	и соответствующих	1	1
419	всю свою	1	1
420	например с	1	1
421	отражение в	1	1
422	действий и	1	1
423	солнце и	1	1
424	но уже	1	1
425	он является	1	1
426	жизни то	1	1
427	тот самый	2	1
428	не всегда	3	1
429	и уже	1	1
430	и некоторого	1	1
431	жизни но	2	1
432	нисколько не	1	1
433	и конец	3	1
434	во время	1	1
435	в войне	2	1
436	как все	1	1
437	настоящего и	1	1
438	в их	1	1
439	нечто мы	1	1
440	оказывается что	1	1
441	себе а	1	1
442	не как	1	1
443	от его	1	1
444	сам же	1	1
445	поэтому в	1	1
446	войне и	2	1
447	и вот	2	1
448	наполнения и	1	1
449	и предполагает	1	1
450	что этот	1	1
451	необходимо чтобы	1	1
452	в повести	2	1
453	заглянуть в	1	1
454	даже в	1	1
455	что эта	1	1
456	и вся	1	1
457	тому что	1	1
458	раз и	1	1
459	сознания которая	2	1
460	человек и	1	1
461	сознания однако	1	1
462	у него	7	1
463	символ может	1	1
464	пока еще	1	1
465	из их	1	1
466	с кем-нибудь	1	1
467	здесь может	1	1
468	никогда не	4	1
469	тайной жизни	1	1
470	вся его	1	1
471	сомневается в	1	1
472	ничего не	2	1
473	жизни не	1	1
474	это то	1	1
475	до их	1	1
476	они являются	1	1
477	данное понятие	1	1
478	по своей	1	1
479	и мире	2	1
480	и после	2	1
481	они присутствуют	1	1
482	и направляет	1	1
483	даже самая	1	1
484	только с	1	1
485	нового времени	1	1
486	и делает	1	1
487	если только	1	1
488	в гостиной	1	1
489	такова что	2	1
490	могут быть	1	1
491	присутствуют в	1	1
492	об одном	1	1
493	числе и	1	1
494	если же	1	1
495	нам о	1	1
496	свою очередь	2	1
497	и сами	1	1
498	матери в	1	1
499	смысловую нагрузку	1	1
500	только то	1	1
501	говорили что	1	1
502	признаков а	1	1
503	на том	1	1
504	этот тип	1	1
505	и сам	1	1
506	в образе	1	1
507	это вовсе	1	1
508	особенно в	2	1
509	начала и	3	1
510	когда в	3	1
511	разумеется в	1	1
512	связанных между	1	1
513	указывает не	1	1
514	о ней	3	1
515	и здесь	1	1
516	и потрясающим	1	1
517	категории но	1	1
518	внимание на	4	1
519	в глаза	1	1
520	одного из	6	1
521	мог бы	1	1
522	ногах и	1	1
523	нас в	2	1
524	этих двух	2	1
525	тем или	2	1
526	которые мы	1	1
527	природы и	1	1
528	в художественной	1	1
529	по своим	2	1
530	значимость только	1	1
531	начале или	1	1
532	и борьбы	1	1
533	того что	4	1
534	красоте и	1	1
535	предмета и	1	1
536	бросается в	1	1
537	быть и	2	1
538	известном смысле	2	1
539	оно и	1	1
540	идет по	2	1
541	взывает к	1	1
542	что даже	1	1
543	не само	1	1
544	в разные	1	1
545	который в	2	1
546	по мнению	1	1
547	для нее	1	1
548	в контексте	1	1
549	не происходит	1	1
550	с одной	1	1
551	и у	1	1
552	ни одного	1	1
553	а он	1	1
554	это опять-таки	1	1
555	возможностям но	1	1
556	приходится в	1	1
557	нуждается в	1	1
558	на одном	1	1
559	не о	2	1
560	далек от	1	1
561	не случайно	1	1
562	само по	1	1
563	не говорит	3	1
564	указание на	1	1
565	из двух	1	1
566	до сих	2	1
567	говорится но	1	1
568	с той	1	1
569	думал он	1	1
570	которая обладает	1	1
571	мы еще	1	1
572	простому человеку	1	1
573	до конца	2	1
574	что для	1	1
575	в рассказе	8	1
576	стремится к	1	1
577	не верит	1	1
578	не на	1	1
579	однако и	4	1
580	его как	1	1
581	о чем	4	1
582	без которых	1	1
583	человеческой культуры	1	1
584	ведь для	1	1
585	в ясный	1	1
586	на фоне	1	1
587	не давая	1	1
588	на чем	1	1
589	к вечеру	1	1
590	художественной и	1	1
591	и красота	1	1
592	одной стороны	1	1
593	не художественные	1	1
594	к жизни	2	1
595	она есть	1	1
596	будто к	1	1
597	однако тут	1	1
598	без этой	1	1
599	образ жизни	1	1
600	ней не	1	1
601	исходя из	3	1
602	слова и	1	1
603	художественное произведение	1	1
604	оно взывает	1	1
605	сих пор	2	1
606	сердце у	2	1
607	и пространстве	6	1
608	но для	3	1
609	случае он	1	1
610	отношениях к	1	1
611	в мировой	1	1
612	являются не	1	1
613	не знаем	1	1
614	ли в	1	1
615	не подлежит	2	1
616	о котором	1	1
617	тот кто	2	1
618	углубиться в	1	1
619	в третьем	4	1
620	всех прочих	1	1
621	но зато	2	1
622	вот этот	1	1
623	на более	1	1
624	исключительно в	2	1
625	отношении к	1	1
626	друга но	1	1
627	эстетике и	1	1
628	тоски и	1	1
629	и событий	1	1
630	всего мира	1	1
631	в романе	2	1
632	между ними	2	1
633	не знает	1	1
634	такого мышления	1	1
635	в свою	2	1
636	жизни а	3	1
637	и ужаса	1	1
638	он и	2	1
639	только о	1	1
640	себе но	1	1
641	не говорится	1	1
642	к этой	1	1
643	также не	2	1
644	в искусстве	1	1
645	и будущего	2	1
646	по поводу	1	1
647	привлекается не	1	1
648	прежде в	1	1
649	после его	1	1
650	во сне	2	1
651	как результат	1	1
652	том числе	1	1
